Position,RibosomalComplex_contig_690.fa_002
335,1372
336,1362
337,1362
338,1356
339,1356
340,1351
341,1339
342,1306
343,1347
344,1363
345,1363
346,1362
347,1347
348,1353
349,1350
350,1353
351,1355
352,1345
353,1345
354,1348
355,1347
356,1349
357,1361
358,1362
359,1352
360,1362
361,1370
362,1346
363,1361
364,1376
365,1363
366,1349
367,1353
368,1352
369,1346
370,1334
371,1326
372,1329
373,1336
374,1322
375,1325
376,1328
377,1318
378,1314
379,1308
380,1307
381,1301
382,1290
383,1287
384,1282
385,1273
386,1266
387,1242
388,1294
389,1311
390,1325
391,1326
392,1333
393,1331
394,1322
395,1315
396,1318
397,1314
398,1312
399,1308
400,1311
401,1298
402,1278
403,1231
404,1259
405,1267
406,1274
407,1264
408,1276
409,1277
410,1279
411,1271
412,1269
413,1268
414,1266
415,1264
416,1260
417,1254
418,1245
419,1239
420,1235
421,1218
422,1209
423,1202
424,1099
425,1100
426,1207
427,1222
428,1226
429,1232
430,1245
431,1255
432,1263
433,1269
434,1275
435,1276
436,1271
437,1241
438,1261
439,1275
440,1282
441,1280
442,1286
443,1282
444,1280
445,1287
446,1280
447,1276
448,1272
449,1281
450,1256
451,1251
452,1246
453,1234
454,1221
455,1175
456,1178
457,1178
458,1177
459,1177
460,1176
461,1174
462,1170
463,1164
464,1150
465,1084
466,1084
467,1085
468,1235
469,1241
470,1250
471,1255
472,1270
473,1271
474,1285
475,1298
476,1303
477,1309
478,1302
479,1288
480,1308
481,1307
482,1310
483,1320
484,1318
485,1310
486,1320
487,1314
488,1313
489,1346
490,1351
491,1353
492,1345
493,1345
494,1353
495,1351
496,1347
497,1349
498,1342
499,1349
500,1351
501,1354
502,1361
503,1356
504,1358
505,1361
506,1351
507,1337
508,1341
509,1339
510,1332
511,1323
512,1323
513,1319
514,1308
515,1313
516,1322
517,1306
518,1305
519,1311
520,1318
521,1315
522,1306
523,1300
524,1289
525,1281
526,1275
527,1253
528,1288
529,1299
530,1301
531,1312
532,1310
533,1316
534,1314
535,1310
536,1310
537,1304
538,1295
539,1292
540,1298
541,1306
542,1293
543,1290
544,1281
545,1272
546,1261
547,1251
548,1242
549,1230
550,1221
551,1215
552,1209
553,1201
554,1196
555,1185
556,1175
557,1169
558,1152
559,1150
560,1133
561,1128
562,1120
563,1113
564,1106
565,1095
566,1080
567,1068
568,1057
569,1044
570,1040
571,1022
572,69
573,69
574,69
575,69
576,69
577,69
578,69
579,69
580,69
581,69
582,69
583,69
584,71
585,1118
586,1126
587,1113
588,1114
589,1124
590,1143
591,1158
592,1175
593,1186
594,1198
595,1211
596,1218
597,1262
598,1275
599,1284
600,1292
601,1295
602,1312
603,1318
604,1323
605,1344
606,1353
607,1367
608,1382
609,1403
610,1419
611,1430
612,1439
613,1448
614,1454
615,1460
616,1455
617,1465
618,1477
619,1475
620,1474
621,1479
622,1471
623,1466
624,1461
625,1458
626,1470
627,1467
628,1482
629,1470
630,1474
631,1471
632,1465
633,1478
634,1486
635,1478
636,1479
637,1486
638,1474
639,1476
640,1480
641,1483
642,1494
643,1491
644,1493
645,1497
646,1495
647,1497
648,1500
649,1508
650,1511
651,1512
652,1516
653,1512
654,1518
655,1516
656,1535
657,1524
658,1528
659,1541
660,1534
661,1531
662,1536
663,1529
664,1534
665,1535
666,1537
667,1543
668,1549
669,1539
670,1534
671,1532
672,1539
673,1545
674,1529
675,1524
676,1528
677,1525
678,1528
679,1537
680,1547
681,1546
682,1559
683,1553
684,1551
685,1548
686,1539
687,1500
688,1546
689,1553
690,1564
691,1572
692,1569
693,1571
694,1579
695,1597
696,1596
697,1592
698,1587
699,1593
700,1594
701,1590
702,1594
703,1599
704,1602
705,1599
706,1584
707,1578
708,1581
709,1578
710,1570
711,1572
712,1574
713,1581
714,1585
715,1567
716,1574
717,1592
718,1581
719,1579
720,1594
721,1588
722,1584
723,1575
724,1567
725,1566
726,1571
727,1573
728,1576
729,1566
730,1576
731,1579
732,1580
733,1586
734,1588
735,1595
736,1591
737,1590
738,1581
739,1582
740,1586
741,1579
742,1575
743,1579
744,1585
745,1587
746,1585
747,1591
748,1588
749,1590
750,1589
751,1596
752,1593
753,1597
754,1598
755,1601
756,1594
757,1588
758,1590
759,1588
760,1565
761,1568
762,1569
763,1584
764,1577
765,1578
766,1578
767,1577
768,1566
769,1572
770,1565
771,1566
772,1560
773,1550
774,1518
775,1570
776,1587
777,1591
778,1578
779,1587
780,1583
781,1570
782,1567
783,1567
784,1573
785,1570
786,1566
787,1560
788,1573
789,1572
790,1565
791,1553
792,1544
793,1541
794,1542
795,1548
796,1544
797,1538
798,1538
799,1522
800,1485
801,1531
802,1546
803,1560
804,1580
805,1591
806,1590
807,1576
808,1569
809,1530
810,1580
811,1581
812,1589
813,1598
814,1593
815,1588
816,1591
817,1587
818,1584
819,1586
820,1583
821,1595
822,1600
823,1597
824,1588
825,1600
826,1604
827,1599
828,1595
829,1590
830,1598
831,1586
832,1577
833,1571
834,1573
835,1577
836,1581
837,1570
838,1579
839,1583
840,1582
841,1581
842,1573
843,1579
844,1579
845,1571
846,1570
847,1576
848,1580
849,1581
850,1582
851,1584
852,1582
853,1584
854,1585
855,1577
856,1568
857,1573
858,1573
859,1574
860,1583
861,1591
862,1590
863,1583
864,1580
865,1575
866,1583
867,1578
868,1575
869,1582
870,1574
871,1569
872,1573
873,1580
874,1585
875,1579
876,1554
877,1564
878,1558
879,1563
880,1567
881,1571
882,1561
883,1574
884,1570
885,1552
886,1565
887,1571
888,1569
889,1571
890,1565
891,1568
892,1559
893,1549
894,1551
895,1548
896,1534
897,1532
898,1532
899,1533
900,1538
901,1534
902,1543
903,1547
904,1532
905,1550
906,1550
907,1547
908,1550
909,1548
910,1539
911,1534
912,1543
913,1538
914,1542
915,1549
916,1548
917,1547
918,1541
919,1536
920,1531
921,1519
922,1523
923,1519
924,1509
925,1512
926,1505
927,1498
928,1506
929,1521
930,1516
931,1512
932,1506
933,1496
934,1459
935,1494
936,1515
937,1533
938,1528
939,1532
940,1536
941,1549
942,1563
943,1555
944,1557
945,1555
946,1562
947,1558
948,1555
949,1547
950,1558
951,1558
952,1565
953,1560
954,1553
955,1545
956,1533
957,1519
958,1501
959,1461
960,1511
961,1530
962,1539
963,1553
964,1551
965,1555
966,1555
967,1553
968,1551
969,1546
970,1559
971,1569
972,1570
973,1546
974,1560
975,1556
976,1551
977,1555
978,1555
979,1551
980,1550
981,1546
982,1546
983,1551
984,1548
985,1544
986,1549
987,1541
988,1539
989,1545
990,1538
991,1538
992,1534
993,1525
994,1529
995,1523
996,1514
997,1511
998,1506
999,1469
1000,1519
1001,1533
1002,1541
1003,1544
1004,1555
1005,1551
1006,1556
1007,1561
1008,1553
1009,1541
1010,1535
1011,1533
1012,1528
1013,1518
1014,1520
1015,1519
1016,1514
1017,1510
1018,1523
1019,1520
1020,1515
1021,1506
1022,1491
1023,1467
1024,1511
1025,1522
1026,1531
1027,1544
1028,1533
1029,1529
1030,1521
1031,1514
1032,1508
1033,1527
1034,1518
1035,1527
1036,1526
1037,1533
1038,1532
1039,1538
1040,1551
1041,1556
1042,1555
1043,1555
1044,1551
1045,1546
1046,1549
1047,1549
1048,1544
1049,1534
1050,1494
1051,1536
1052,1544
1053,1546
1054,1552
1055,1549
1056,1533
1057,1535
1058,1530
1059,1537
1060,1549
1061,1553
1062,1541
1063,1550
1064,1545
1065,1544
1066,1544
1067,1538
1068,1548
1069,1550
1070,1542
1071,1554
1072,1556
1073,1553
1074,1560
1075,1562
1076,1558
1077,1554
1078,1549
1079,1534
1080,1540
1081,1519
1082,1522
1083,1510
1084,1512
1085,1509
1086,1500
1087,1500
1088,1500
1089,1510
1090,1507
1091,1507
1092,1500
1093,1497
1094,1485
1095,1480
1096,1474
1097,1473
1098,1487
1099,1480
1100,1466
1101,1459
1102,1451
1103,1449
1104,1452
1105,1453
1106,1438
1107,1429
1108,1382
1109,1417
1110,1420
1111,1446
1112,1442
1113,1441
1114,1440
1115,1437
1116,1440
1117,1431
1118,1432
1119,1432
1120,1440
1121,1431
1122,1425
1123,1423
1124,1422
1125,1419
1126,1419
1127,1417
1128,1402
1129,1405
1130,1411
1131,1411
1132,1407
1133,1401
1134,1393
1135,1402
1136,1405
1137,1392
1138,1390
1139,1385
1140,1382
1141,1396
1142,1396
1143,1392
1144,1401
1145,1387
1146,1374
1147,1363
1148,1315
1149,1358
1150,1374
1151,1377
1152,1375
1153,1371
1154,1370
1155,1374
1156,1383
1157,1375
1158,1388
1159,1391
1160,1408
1161,1398
1162,1417
1163,1417
1164,1419
1165,1419
1166,1412
1167,1411
1168,1396
1169,1348
1170,1390
1171,1403
1172,1407
1173,1409
1174,1406
1175,1417
1176,1411
1177,1407
1178,1411
1179,1399
1180,1401
1181,1413
1182,1415
1183,1410
1184,1410
1185,1409
1186,1400
1187,1395
1188,1381
1189,1367
1190,1375
1191,1360
1192,1361
1193,1363
1194,1355
1195,1348
1196,1345
1197,1346
1198,1348
1199,1343
1200,1336
1201,1329
1202,1333
1203,1345
1204,1344
1205,1353
1206,1359
1207,1357
1208,1332
1209,1329
1210,1301
1211,1342
1212,1345
1213,1364
1214,1363
1215,1357
1216,1365
1217,1367
1218,1366
1219,1361
1220,1370
1221,1359
1222,1361
1223,1353
1224,1354
1225,1358
1226,1355
1227,1372
1228,1371
1229,1369
1230,1381
1231,1385
1232,1375
1233,1381
1234,1383
1235,1379
1236,1379
1237,1372
1238,1360
1239,1340
1240,1294
1241,1311
1242,1312
1243,1312
1244,1282
1245,1357
1246,1370
1247,1377
1248,1373
1249,1368
1250,1355
1251,1334
1252,1380
1253,1378
1254,1377
1255,1364
1256,1339
1257,1385
1258,1394
1259,1405
1260,1401
1261,1413
1262,1402
1263,1402
1264,1408
1265,1400
1266,1402
1267,1402
1268,1411
1269,1409
1270,1410
1271,1409
1272,1415
1273,1413
1274,1404
1275,1401
1276,1374
1277,1421
1278,1423
1279,1431
1280,1427
1281,1426
1282,1443
1283,1452
1284,1452
1285,1450
1286,1456
1287,1469
1288,1488
1289,1482
1290,1484
1291,1482
1292,1488
1293,1490
1294,1495
1295,1490
1296,1502
1297,1487
1298,1494
1299,1500
1300,1495
1301,1494
1302,1500
1303,1508
1304,1509
1305,1506
1306,1512
1307,1506
1308,1485
1309,1485
1310,1488
1311,1486
1312,1495
1313,1500
1314,1497
1315,1501
1316,1501
1317,1506
1318,1494
1319,1486
1320,1483
1321,1485
1322,1484
1323,1482
1324,1475
1325,1462
1326,1415
1327,1459
1328,1472
1329,1487
1330,1484
1331,1498
1332,1496
1333,1486
1334,1484
1335,1487
1336,1480
1337,1504
1338,1509
1339,1510
1340,1527
1341,1526
1342,1540
1343,1543
1344,1544
1345,1545
1346,1560
1347,1555
1348,1567
1349,1571
1350,1576
1351,1575
1352,1585
1353,1581
1354,1573
1355,1569
1356,1559
1357,1560
1358,1557
1359,1559
1360,1553
1361,1554
1362,1544
1363,1541
1364,1497
1365,1535
1366,1541
1367,1556
1368,1551
1369,1556
1370,1567
1371,1569
1372,1578
1373,1569
1374,1559
1375,1556
1376,1513
1377,1534
1378,1534
1379,1532
1380,1489
1381,1535
1382,1544
1383,1548
1384,1538
1385,1533
1386,1541
1387,1537
1388,1524
1389,1515
1390,1484
1391,1531
1392,1534
1393,1538
1394,1533
1395,1524
1396,1547
1397,1543
1398,1540
1399,1538
1400,1532
1401,1520
1402,1495
1403,1491
1404,1414
1405,1411
1406,1493
1407,1508
1408,1519
1409,1521
1410,1534
1411,1535
1412,1526
1413,1522
1414,1522
1415,1513
1416,1525
1417,1520
1418,1520
1419,1523
1420,1519
1421,1531
1422,1531
1423,1531
1424,1557
1425,1548
1426,1537
1427,1544
1428,1545
1429,1552
1430,1555
1431,1547
1432,1536
1433,1551
1434,1535
1435,1526
1436,1524
1437,1524
1438,1513
1439,1508
1440,1503
1441,1504
1442,1505
1443,1503
1444,1515
1445,1519
1446,1518
1447,1528
1448,1530
1449,1540
1450,1536
1451,1526
1452,1509
1453,1537
1454,1544
1455,1541
1456,1545
1457,1536
1458,1541
1459,1538
1460,1540
1461,1530
1462,1520
1463,1515
1464,1514
1465,1518
1466,1507
1467,1512
1468,1510
1469,1514
1470,1520
1471,1517
1472,1512
1473,1504
1474,1509
1475,1495
1476,1503
1477,1503
1478,1500
1479,1495
1480,1499
1481,1490
1482,1487
1483,1492
1484,1480
1485,1490
1486,1503
1487,1507
1488,1493
1489,1491
1490,1495
1491,1482
1492,1503
1493,1498
1494,1497
1495,1500
1496,1504
1497,1497
1498,1493
1499,1494
1500,1488
1501,1497
1502,1478
1503,1468
1504,1467
1505,1472
1506,1473
1507,1467
1508,1460
1509,1434
1510,1476
1511,1482
1512,1488
1513,1490
1514,1486
1515,1490
1516,1501
1517,1502
1518,1497
1519,1481
1520,1489
1521,1494
1522,1491
1523,1488
1524,1492
1525,1484
1526,1481
1527,1479
1528,1489
1529,1497
1530,1501
1531,1494
1532,1494
1533,1522
1534,1519
1535,1527
1536,1523
1537,1526
1538,1523
1539,1532
1540,1529
1541,1528
1542,1526
1543,1528
1544,1528
1545,1529
1546,1519
1547,1529
1548,1522
1549,1507
1550,1507
1551,1503
1552,1505
1553,1503
1554,1510
1555,1507
1556,1511
1557,1519
1558,1516
1559,1524
1560,1514
1561,1521
1562,1528
1563,1533
1564,1534
1565,1535
1566,1523
1567,1539
1568,1535
1569,1545
1570,1540
1571,1537
1572,1534
1573,1510
1574,1511
1575,1520
1576,1507
1577,1511
1578,1515
1579,1517
1580,1516
1581,1518
1582,1511
1583,1502
1584,1503
1585,1499
1586,1489
1587,1489
1588,1489
1589,1485
1590,1490
1591,1493
1592,1493
1593,1484
1594,1476
1595,1481
1596,1475
1597,1464
1598,1470
1599,1460
1600,1456
1601,1452
1602,1453
1603,1451
1604,1451
1605,1454
1606,1449
1607,1471
1608,1475
1609,1475
1610,1471
1611,1469
1612,1465
1613,1473
1614,1481
1615,1483
1616,1479
1617,1471
1618,1478
1619,1467
1620,1472
1621,1479
1622,1476
1623,1480
1624,1485
1625,1500
1626,1501
1627,1490
1628,1490
1629,1489
1630,1475
1631,1477
1632,1474
1633,1462
1634,1467
1635,1467
1636,1461
1637,1466
1638,1464
1639,1463
1640,1461
1641,1454
1642,1452
1643,1449
1644,1437
1645,1456
1646,1455
1647,1449
1648,1466
1649,1463
1650,1473
1651,1463
1652,1469
1653,1476
1654,1470
1655,1468
1656,1466
1657,1462
1658,1478
1659,1488
1660,1484
1661,1487
1662,1478
1663,1476
1664,1486
1665,1495
1666,1481
1667,1480
1668,1482
1669,1480
1670,1487
1671,1487
1672,1479
1673,1470
1674,1479
1675,1482
1676,1477
1677,1472
1678,1478
1679,1469
1680,1472
1681,1477
1682,1475
1683,1463
1684,1449
1685,1449
1686,1450
1687,1444
1688,1448
1689,1449
1690,1453
1691,1458
1692,1454
1693,1458
1694,1452
1695,1408
1696,1403
1697,1404
1698,1400
1699,1403
1700,1397
1701,1406
1702,1406
1703,1400
1704,1400
1705,1393
1706,1402
1707,1403
1708,1409
1709,1412
1710,1420
1711,1429
1712,1422
1713,1426
1714,1427
1715,1429
1716,1434
1717,1436
1718,1438
1719,1440
1720,1431
1721,1433
1722,1443
1723,1442
1724,1449
1725,1452
1726,1444
1727,1440
1728,1429
1729,1441
1730,1433
1731,1438
1732,1436
1733,1432
1734,1440
1735,1432
1736,1425
1737,1423
1738,1427
1739,1427
1740,1420
1741,1424
1742,1428
1743,1427
1744,1425
1745,1430
1746,1427
1747,1435
1748,1440
1749,1436
1750,1443
1751,1439
1752,1439
1753,1438
1754,1444
1755,1441
1756,1417
1757,1423
1758,1431
1759,1416
1760,1421
1761,1414
1762,1413
1763,1425
1764,1423
1765,1414
1766,1425
1767,1426
1768,1429
1769,1432
1770,1431
1771,1430
1772,1430
1773,1426
1774,1441
1775,1425
1776,1428
1777,1430
1778,1435
1779,1436
1780,1439
1781,1448
1782,1443
1783,1443
1784,1439
1785,1438
1786,1433
1787,1422
1788,1425
1789,1411
1790,1422
1791,1428
1792,1421
1793,1439
1794,1441
1795,1445
1796,1446
1797,1448
1798,1444
1799,1437
1800,1435
1801,1439
1802,1433
1803,1426
1804,1420
1805,1420
1806,1416
1807,1417
1808,1415
1809,1418
1810,1426
1811,1432
1812,1430
1813,1430
1814,1421
1815,1416
1816,1416
1817,1410
1818,1422
1819,1419
1820,1419
1821,1411
1822,1409
1823,1410
1824,1412
1825,1410
1826,1401
1827,1400
1828,1395
1829,1397
1830,1403
1831,1399
1832,1403
1833,1409
1834,1406
1835,1414
1836,1418
1837,1416
1838,1409
1839,1426
1840,1429
1841,1420
1842,1425
1843,1426
1844,1426
1845,1434
1846,1435
1847,1443
1848,1438
1849,1441
1850,1436
1851,1439
1852,1441
1853,1438
1854,1447
1855,1440
1856,1442
1857,1439
1858,1438
1859,1441
1860,1437
1861,1429
1862,1408
1863,1418
1864,1420
1865,1426
1866,1427
1867,1429
1868,1427
1869,1433
1870,1438
1871,1443
1872,1437
1873,1437
1874,1434
1875,1442
1876,1436
1877,1430
1878,1433
1879,1435
1880,1440
1881,1433
1882,1433
1883,1431
1884,1424
1885,1431
1886,1430
1887,1426
1888,1435
1889,1431
1890,1429
1891,1437
1892,1430
1893,1432
1894,1428
1895,1437
1896,1445
1897,1446
1898,1446
1899,1445
1900,1439
1901,1425
1902,1432
1903,1425
1904,1434
1905,1419
1906,1425
1907,1424
1908,1409
1909,1404
1910,1416
1911,1424
1912,1411
1913,1411
1914,1396
1915,1387
1916,1386
1917,1384
1918,1390
1919,1400
1920,1389
1921,1395
1922,1405
1923,1402
1924,1388
1925,1396
1926,1393
1927,1393
1928,1392
1929,1391
1930,1379
1931,1391
1932,1390
1933,1394
1934,1396
1935,1391
1936,1394
1937,1394
1938,1387
1939,1377
1940,1371
1941,1369
1942,1368
1943,1363
1944,1362
1945,1355
1946,1363
1947,1354
1948,1365
1949,1356
1950,1372
1951,1368
1952,1369
1953,1367
1954,1374
1955,1365
1956,1366
1957,1365
1958,1360
1959,1363
1960,1363
1961,1364
1962,1373
1963,1377
1964,1386
1965,1403
1966,1402
1967,1402
1968,1400
1969,1398
1970,1402
1971,1397
1972,1393
1973,1391
1974,1386
1975,1380
1976,1375
1977,1361
1978,1320
1979,1358
1980,1369
1981,1376
1982,1387
1983,1388
1984,1387
1985,1383
1986,1392
1987,1385
1988,1378
1989,1393
1990,1382
1991,1375
1992,1377
1993,1371
1994,1362
1995,1355
1996,1365
1997,1365
1998,1373
1999,1377
2000,1380
2001,1377
2002,1384
2003,1387
2004,1381
2005,1371
2006,1373
2007,1374
2008,1371
2009,1366
2010,1364
2011,1367
2012,1368
2013,1366
2014,1363
2015,1363
2016,1358
2017,1354
2018,1343
2019,1351
2020,1339
2021,1347
2022,1341
2023,1329
2024,1329
2025,1336
2026,1333
2027,1333
2028,1336
2029,1343
2030,1349
2031,1347
2032,1340
2033,1345
2034,1337
2035,1346
2036,1346
2037,1354
2038,1361
2039,1368
2040,1370
2041,1370
2042,1378
2043,1377
2044,1379
2045,1374
2046,1373
2047,1365
2048,1358
2049,1370
2050,1371
2051,1361
2052,1357
2053,1355
2054,1362
2055,1364
2056,1365
2057,1373
2058,1371
2059,1385
2060,1382
2061,1383
2062,1380
2063,1382
2064,1398
2065,1406
2066,1399
2067,1407
2068,1408
2069,1414
2070,1401
2071,1400
2072,1399
2073,1403
2074,1405
2075,1402
2076,1403
2077,1407
2078,1407
2079,1410
2080,1412
2081,1412
2082,1410
2083,1415
2084,1419
2085,1410
2086,1413
2087,1407
2088,1409
2089,1414
2090,1416
2091,1409
2092,1406
2093,1407
2094,1391
2095,1380
2096,1385
2097,1365
2098,1384
2099,1386
2100,1392
2101,1385
2102,1395
2103,1402
2104,1390
2105,1387
2106,1387
2107,1387
2108,1395
2109,1389
2110,1385
2111,1392
2112,1388
2113,1385
2114,1381
2115,1372
2116,1363
2117,1363
2118,1372
2119,1386
2120,1381
2121,1385
2122,1388
2123,1390
2124,1391
2125,1390
2126,1395
2127,1398
2128,1392
2129,1400
2130,1396
2131,1392
2132,1389
2133,1387
2134,1385
2135,1379
2136,1391
2137,1397
2138,1403
2139,1407
2140,1396
2141,1395
2142,1413
2143,1406
2144,1408
2145,1403
2146,1410
2147,1408
2148,1424
2149,1416
2150,1419
2151,1412
2152,1404
2153,1400
2154,1394
2155,1400
2156,1412
2157,1409
2158,1423
2159,1421
2160,1411
2161,1428
2162,1438
2163,1428
2164,1432
2165,1440
2166,1437
2167,1436
2168,1431
2169,1435
2170,1430
2171,1418
2172,1420
2173,1424
2174,1427
2175,1427
2176,1421
2177,1416
2178,1411
2179,1422
2180,1422
2181,1413
2182,1411
2183,1406
2184,1403
2185,1401
2186,1404
2187,1411
2188,1400
2189,1401
2190,1390
2191,1400
2192,1401
2193,1395
2194,1397
2195,1398
2196,1399
2197,1405
2198,1414
2199,1411
2200,1416
2201,1415
2202,1412
2203,1416
2204,1416
2205,1409
2206,1410
2207,1403
2208,1395
2209,1394
2210,1386
2211,1385
2212,1376
2213,1383
2214,1382
2215,1375
2216,1367
2217,1376
2218,1378
2219,1371
2220,1373
2221,1371
2222,1368
2223,1367
2224,1364
2225,1360
2226,1352
2227,1340
2228,1338
2229,1338
2230,1344
2231,1340
2232,1338
2233,1334
2234,1332
2235,1326
2236,1329
2237,1340
2238,1345
2239,1344
2240,1359
2241,1363
2242,1363
2243,1366
2244,1369
2245,1366
2246,1372
2247,1366
2248,1365
2249,1355
2250,1361
2251,1361
2252,1372
2253,1372
2254,1370
2255,1380
2256,1369
2257,1365
2258,1382
2259,1378
2260,1370
2261,1363
2262,1379
2263,1373
2264,1377
2265,1376
2266,1382
2267,1389
2268,1378
2269,1384
2270,1389
2271,1396
2272,1396
2273,1388
2274,1395
2275,1391
2276,1399
2277,1404
2278,1420
2279,1417
2280,1429
2281,1429
2282,1432
2283,1428
2284,1429
2285,1429
2286,1420
2287,1436
2288,1433
2289,1424
2290,1435
2291,1434
2292,1460
2293,1470
2294,1477
2295,1461
2296,1459
2297,1460
2298,1463
2299,1462
2300,1467
2301,1468
2302,1468
2303,1464
2304,1461
2305,1457
2306,1453
2307,1448
2308,1460
2309,1465
2310,1467
2311,1477
2312,1464
2313,1459
2314,1468
2315,1460
2316,1468
2317,1473
2318,1469
2319,1475
2320,1479
2321,1483
2322,1484
2323,1488
2324,1477
2325,1477
2326,1481
2327,1477
2328,1488
2329,1497
2330,1484
2331,1494
2332,1512
2333,1512
2334,1509
2335,1524
2336,1515
2337,1503
2338,1508
2339,1506
2340,1499
2341,1518
2342,1514
2343,1519
2344,1521
2345,1519
2346,1514
2347,1519
2348,1505
2349,1502
2350,1503
2351,1500
2352,1500
2353,1506
2354,1498
2355,1488
2356,1498
2357,1491
2358,1489
2359,1498
2360,1505
2361,1497
2362,1505
2363,1499
2364,1486
2365,1490
2366,1489
2367,1479
2368,1474
2369,1476
2370,1492
2371,1499
2372,1496
2373,1501
2374,1502
2375,1504
2376,1499
2377,1497
2378,1501
2379,1494
2380,1497
2381,1496
2382,1490
2383,1484
2384,1492
2385,1498
2386,1489
2387,1480
2388,1460
2389,1468
2390,1461
2391,1457
2392,1469
2393,1465
2394,1464
2395,1460
2396,1461
2397,1462
2398,1450
2399,1450
2400,1440
2401,1427
2402,1445
2403,1439
2404,1444
2405,1444
2406,1450
2407,1450
2408,1464
2409,1463
2410,1462
2411,1466
2412,1467
2413,1463
2414,1468
2415,1463
2416,1472
2417,1465
2418,1463
2419,1462
2420,1448
2421,1441
2422,1435
2423,1445
2424,1442
2425,1436
2426,1436
2427,1431
2428,1432
2429,1411
2430,1405
2431,1404
2432,1397
2433,1397
2434,1398
2435,1392
2436,1390
2437,1349
2438,1397
2439,1403
2440,1412
2441,1402
2442,1407
2443,1390
2444,1388
2445,1389
2446,1385
2447,1393
2448,1383
2449,1381
2450,1385
2451,1373
2452,1360
2453,1363
2454,1365
2455,1368
2456,1357
2457,1358
2458,1360
2459,1357
2460,1354
2461,1351
2462,1351
2463,1351
2464,1362
2465,1354
2466,1349
2467,1349
2468,1356
2469,1353
2470,1345
2471,1346
2472,1339
2473,1348
2474,1351
2475,1346
2476,1349
2477,1341
2478,1364
2479,1373
2480,1352
2481,1349
2482,1346
2483,1333
2484,1338
2485,1343
2486,1343
2487,1353
2488,1347
2489,1356
2490,1356
2491,1363
2492,1353
2493,1364
2494,1368
2495,1363
2496,1367
2497,1371
2498,1367
2499,1368
2500,1357
2501,1360
2502,1354
2503,1364
2504,1366
2505,1372
2506,1378
2507,1379
2508,1380
