Position,RibosomalComplex_contig_690.fa_006
901,753
902,747
903,748
904,749
905,755
906,759
907,762
908,766
909,765
910,760
911,754
912,752
913,745
914,748
915,751
916,749
917,752
918,761
919,759
920,757
921,764
922,771
923,768
924,766
925,781
926,776
927,778
928,775
929,777
930,776
931,776
932,777
933,783
934,777
935,784
936,783
937,777
938,768
939,799
940,803
941,805
942,806
943,801
944,806
945,801
946,803
947,801
948,788
949,789
950,800
951,798
952,806
953,802
954,798
955,794
956,799
957,812
958,811
959,809
960,812
961,806
962,812
963,817
964,819
965,818
966,819
967,818
968,819
969,822
970,832
971,820
972,819
973,821
974,820
975,823
976,822
977,815
978,815
979,813
980,822
981,818
982,817
983,822
984,823
985,818
986,822
987,819
988,812
989,814
990,812
991,818
992,815
993,815
994,813
995,810
996,803
997,800
998,796
999,774
1000,797
1001,807
1002,808
1003,812
1004,806
1005,812
1006,814
1007,817
1008,815
1009,813
1010,818
1011,812
1012,817
1013,813
1014,812
1015,818
1016,817
1017,811
1018,817
1019,819
1020,816
1021,814
1022,803
1023,779
1024,819
1025,825
1026,828
1027,828
1028,833
1029,831
1030,826
1031,825
1032,823
1033,815
1034,807
1035,789
1036,822
1037,831
1038,836
1039,831
1040,828
1041,829
1042,836
1043,837
1044,838
1045,841
1046,845
1047,844
1048,843
1049,835
1050,818
1051,837
1052,843
1053,851
1054,853
1055,854
1056,849
1057,851
1058,847
1059,845
1060,849
1061,857
1062,853
1063,858
1064,857
1065,856
1066,857
1067,850
1068,845
1069,837
1070,833
1071,835
1072,836
1073,835
1074,838
1075,837
1076,833
1077,833
1078,838
1079,842
1080,847
1081,835
1082,831
1083,818
1084,811
1085,787
1086,816
1087,820
1088,821
1089,815
1090,815
1091,810
1092,805
1093,786
1094,814
1095,819
1096,826
1097,830
1098,833
1099,831
1100,829
1101,827
1102,824
1103,818
1104,812
1105,819
1106,814
1107,808
1108,798
1109,780
1110,812
1111,816
1112,820
1113,818
1114,813
1115,813
1116,816
1117,812
1118,812
1119,812
1120,809
1121,826
1122,827
1123,830
1124,835
1125,836
1126,835
1127,838
1128,838
1129,845
1130,849
1131,850
1132,851
1133,854
1134,849
1135,855
1136,856
1137,854
1138,858
1139,855
1140,852
1141,858
1142,855
1143,854
1144,858
1145,852
1146,848
1147,846
1148,819
1149,841
1150,845
1151,851
1152,848
1153,844
1154,838
1155,841
1156,833
1157,830
1158,838
1159,838
1160,839
1161,829
1162,826
1163,826
1164,833
1165,829
1166,821
1167,810
1168,806
1169,774
1170,785
1171,790
1172,796
1173,797
1174,795
1175,798
1176,791
1177,790
1178,788
1179,784
1180,787
1181,790
1182,792
1183,791
1184,796
1185,799
1186,797
1187,793
1188,794
1189,794
1190,789
1191,787
1192,785
1193,785
1194,782
1195,781
1196,783
1197,785
1198,788
1199,788
1200,791
1201,786
1202,781
1203,777
1204,775
1205,773
1206,772
1207,768
1208,755
1209,751
1210,730
1211,753
1212,756
1213,767
1214,766
1215,764
1216,767
1217,767
1218,764
1219,764
1220,765
1221,761
1222,765
1223,763
1224,758
1225,761
1226,759
1227,763
1228,759
1229,749
1230,751
1231,749
1232,744
1233,745
1234,740
1235,746
1236,745
1237,741
1238,737
1239,735
1240,703
1241,709
1242,709
1243,708
1244,699
1245,737
1246,745
1247,745
1248,745
1249,744
1250,744
1251,745
1252,748
1253,751
1254,749
1255,744
1256,725
1257,740
1258,748
1259,755
1260,751
1261,743
1262,741
1263,719
1264,747
1265,753
1266,763
1267,765
1268,770
1269,768
1270,763
1271,765
1272,766
1273,759
1274,756
1275,751
1276,726
1277,758
1278,764
1279,767
1280,767
1281,770
1282,778
1283,781
1284,783
1285,789
1286,790
1287,790
1288,792
1289,787
1290,790
1291,789
1292,789
1293,792
1294,799
1295,798
1296,796
1297,789
1298,797
1299,794
1300,795
1301,798
1302,800
1303,803
1304,807
1305,812
1306,815
1307,811
1308,810
1309,803
1310,806
1311,805
1312,807
1313,809
1314,802
1315,801
1316,799
1317,799
1318,797
1319,802
1320,804
1321,805
1322,804
1323,799
1324,788
1325,784
1326,762
1327,785
1328,796
1329,801
1330,799
1331,802
1332,800
1333,801
1334,794
1335,791
1336,787
1337,793
1338,788
1339,780
1340,783
1341,779
1342,788
1343,790
1344,789
1345,791
1346,787
1347,786
1348,785
1349,785
1350,782
1351,785
1352,785
1353,787
1354,783
1355,781
1356,779
1357,776
1358,777
1359,778
1360,778
1361,778
1362,771
1363,763
1364,760
1365,758
1366,752
1367,752
1368,749
1369,750
1370,751
1371,751
1372,755
1373,749
1374,746
1375,741
1376,723
1377,734
1378,734
1379,734
1380,713
1381,750
1382,753
1383,756
1384,757
1385,753
1386,753
1387,751
1388,755
1389,763
1390,766
1391,765
1392,763
1393,764
1394,763
1395,759
1396,761
1397,761
1398,748
1399,748
1400,747
1401,742
1402,724
1403,717
1404,686
1405,686
1406,727
1407,733
1408,737
1409,739
1410,738
1411,733
1412,716
1413,737
1414,743
1415,744
1416,743
1417,741
1418,732
1419,733
1420,731
1421,736
1422,726
1423,726
1424,729
1425,726
1426,720
1427,724
1428,723
1429,722
1430,720
1431,717
1432,715
1433,719
1434,716
1435,715
1436,712
1437,714
1438,713
1439,712
1440,709
1441,714
1442,714
1443,716
1444,714
1445,709
1446,710
1447,697
1448,686
1449,689
1450,685
1451,685
1452,684
1453,683
1454,689
1455,687
1456,689
1457,690
1458,688
1459,688
1460,685
1461,682
1462,684
1463,684
1464,685
1465,689
1466,685
1467,686
1468,686
1469,685
1470,687
1471,689
1472,690
1473,685
1474,683
1475,686
1476,685
1477,680
1478,675
1479,674
1480,674
1481,670
1482,677
1483,675
1484,679
1485,682
1486,684
1487,685
1488,681
1489,684
1490,684
1491,681
1492,686
1493,686
1494,679
1495,683
1496,685
1497,683
1498,691
1499,692
1500,690
1501,688
1502,683
1503,679
1504,673
1505,657
1506,658
1507,658
1508,657
1509,618
1510,618
1511,618
1512,674
1513,679
1514,689
1515,697
1516,703
1517,699
1518,706
1519,699
1520,700
1521,701
1522,697
1523,689
1524,692
1525,686
1526,685
1527,681
1528,680
1529,675
1530,675
1531,676
1532,674
1533,676
1534,671
1535,667
1536,661
1537,660
1538,659
1539,655
1540,650
1541,652
1542,653
1543,653
1544,643
1545,640
1546,640
1547,647
1548,645
1549,642
1550,645
1551,648
1552,646
1553,645
1554,651
1555,654
1556,654
1557,653
1558,657
1559,657
1560,655
1561,657
1562,661
1563,661
1564,667
1565,675
1566,676
1567,680
1568,672
1569,678
1570,679
1571,673
1572,674
1573,679
1574,681
1575,682
1576,677
1577,677
1578,684
1579,683
1580,683
1581,688
1582,686
1583,684
1584,681
1585,683
1586,671
1587,669
1588,668
1589,667
1590,673
1591,670
1592,672
1593,668
1594,671
1595,669
1596,673
1597,676
1598,674
1599,680
1600,677
1601,679
1602,683
1603,686
1604,686
1605,691
1606,692
1607,686
1608,685
1609,669
1610,687
1611,697
1612,699
1613,705
1614,707
1615,703
1616,708
1617,707
1618,707
1619,703
1620,702
1621,692
1622,679
1623,702
1624,704
1625,709
1626,707
1627,707
1628,710
1629,712
1630,710
1631,717
1632,725
1633,724
1634,725
1635,724
1636,728
1637,730
1638,727
1639,728
1640,732
1641,722
1642,723
1643,721
1644,721
1645,726
1646,719
1647,712
1648,719
1649,718
1650,721
1651,720
1652,724
1653,721
1654,720
1655,718
1656,713
1657,723
1658,724
1659,718
1660,714
1661,714
1662,712
1663,712
1664,710
1665,717
1666,715
1667,714
1668,712
1669,711
1670,717
1671,719
1672,723
1673,724
1674,729
1675,724
1676,716
1677,721
1678,723
1679,716
1680,717
1681,726
1682,727
1683,727
1684,726
1685,727
1686,741
1687,741
1688,746
1689,746
1690,748
1691,749
1692,751
1693,759
1694,760
1695,760
1696,759
1697,756
1698,755
1699,755
1700,756
1701,755
1702,757
1703,759
1704,759
1705,756
1706,765
1707,762
1708,767
1709,765
1710,769
1711,770
1712,773
1713,770
1714,773
1715,769
1716,770
1717,780
1718,784
1719,781
1720,775
1721,779
1722,785
1723,778
1724,777
1725,781
1726,778
1727,781
1728,774
1729,780
1730,781
1731,783
1732,781
1733,777
1734,778
1735,776
1736,776
1737,782
1738,784
1739,786
1740,784
1741,788
1742,789
1743,790
1744,791
1745,791
1746,782
1747,783
1748,787
1749,786
1750,787
1751,787
1752,790
1753,790
1754,793
1755,796
1756,794
1757,797
1758,813
1759,816
1760,819
1761,814
1762,818
1763,818
1764,814
1765,814
1766,827
1767,823
1768,820
1769,818
1770,806
1771,810
1772,812
1773,809
1774,811
1775,808
1776,810
1777,816
1778,822
1779,817
1780,817
1781,821
1782,820
1783,817
1784,820
1785,812
1786,811
1787,805
1788,805
1789,799
1790,794
1791,795
1792,794
1793,801
1794,806
1795,802
1796,806
1797,805
1798,806
1799,802
1800,800
1801,802
1802,799
1803,802
1804,801
1805,798
1806,794
1807,794
1808,789
1809,792
1810,796
1811,801
1812,804
1813,801
1814,805
1815,802
1816,801
1817,798
1818,799
1819,800
1820,803
1821,805
1822,803
1823,806
1824,800
1825,799
1826,797
1827,797
1828,789
1829,792
1830,794
1831,793
1832,785
1833,785
1834,790
1835,799
1836,800
1837,797
1838,793
1839,801
1840,802
1841,801
1842,798
1843,794
1844,785
1845,787
1846,783
1847,784
1848,784
1849,783
1850,784
1851,784
1852,783
1853,777
1854,781
1855,778
1856,778
1857,773
1858,776
1859,772
1860,766
1861,766
1862,760
1863,761
1864,761
1865,764
1866,767
1867,768
1868,758
1869,758
1870,757
1871,758
1872,747
1873,745
1874,740
1875,742
1876,740
1877,738
1878,743
1879,742
1880,743
1881,740
1882,734
1883,733
1884,729
1885,735
1886,738
1887,737
1888,733
1889,734
1890,732
1891,733
1892,729
1893,725
1894,723
1895,721
1896,724
1897,721
1898,725
1899,730
1900,727
1901,725
1902,738
1903,728
1904,734
1905,730
1906,733
1907,729
1908,720
1909,717
1910,721
1911,719
1912,714
1913,719
1914,717
1915,717
1916,719
1917,713
1918,715
1919,721
1920,720
1921,725
1922,721
1923,720
1924,724
1925,727
1926,721
1927,725
1928,723
1929,726
1930,725
1931,729
1932,730
1933,729
1934,732
1935,732
1936,733
1937,735
1938,736
1939,742
1940,741
1941,744
1942,740
1943,739
1944,737
1945,737
1946,735
1947,734
1948,737
1949,737
1950,745
1951,746
1952,744
1953,743
1954,743
1955,745
1956,746
1957,746
1958,748
1959,748
1960,748
1961,744
1962,740
1963,738
1964,741
1965,748
1966,743
1967,742
1968,742
1969,748
1970,743
1971,745
1972,746
1973,744
1974,742
1975,740
1976,740
1977,740
1978,709
1979,733
1980,738
1981,744
1982,745
1983,747
1984,748
1985,736
1986,739
1987,737
1988,728
1989,739
1990,731
1991,729
1992,734
1993,737
1994,737
1995,740
1996,741
1997,742
1998,752
1999,755
2000,763
2001,761
2002,761
2003,763
2004,758
2005,758
2006,757
2007,756
2008,765
2009,765
2010,768
2011,771
2012,765
2013,767
2014,770
2015,768
2016,770
2017,774
2018,774
2019,783
2020,778
2021,780
2022,780
2023,770
2024,770
2025,765
2026,759
2027,756
2028,752
2029,754
2030,751
2031,747
2032,746
2033,748
2034,745
2035,749
2036,749
2037,747
2038,749
2039,758
2040,753
2041,755
2042,761
2043,762
2044,761
2045,760
2046,759
2047,756
2048,754
2049,748
2050,745
2051,745
2052,733
2053,738
2054,741
2055,740
2056,734
2057,736
2058,732
2059,739
2060,732
2061,730
2062,730
2063,726
2064,723
2065,723
2066,721
2067,728
2068,729
2069,728
2070,722
2071,720
2072,726
2073,725
2074,725
2075,720
2076,723
2077,727
2078,727
2079,723
2080,714
2081,722
2082,719
2083,720
2084,722
2085,721
2086,724
2087,719
2088,722
2089,725
2090,724
2091,721
2092,713
2093,715
2094,715
2095,710
2096,715
2097,700
2098,700
2099,699
2100,702
2101,700
2102,699
2103,699
2104,699
2105,699
2106,703
2107,704
2108,711
2109,711
2110,711
2111,711
2112,712
2113,717
2114,719
2115,714
2116,711
2117,707
2118,713
2119,716
2120,714
2121,714
2122,717
2123,713
2124,712
2125,709
2126,702
2127,702
2128,700
2129,701
2130,696
2131,693
2132,692
2133,687
2134,692
2135,689
2136,692
2137,696
2138,692
2139,690
2140,686
2141,682
2142,681
2143,688
2144,689
2145,683
2146,682
2147,678
2148,686
2149,684
2150,682
2151,680
2152,677
2153,677
2154,676
2155,678
2156,676
2157,678
2158,678
2159,673
2160,665
2161,668
2162,670
2163,661
2164,664
2165,659
2166,660
2167,656
2168,651
2169,651
2170,658
2171,658
2172,656
2173,661
2174,664
2175,665
2176,666
2177,669
2178,666
2179,665
2180,667
2181,666
2182,664
2183,664
2184,666
2185,669
2186,667
2187,667
2188,662
2189,662
2190,664
2191,671
2192,674
2193,671
2194,669
2195,672
2196,676
2197,676
2198,677
2199,671
2200,671
2201,674
2202,677
2203,674
2204,675
2205,673
2206,676
2207,678
2208,677
2209,680
2210,678
2211,677
2212,677
2213,684
2214,687
2215,685
2216,680
2217,679
2218,679
2219,675
2220,677
2221,669
2222,665
2223,664
2224,669
2225,668
2226,668
2227,664
2228,652
2229,653
2230,652
2231,650
2232,648
2233,645
2234,652
2235,651
2236,652
2237,651
2238,658
2239,655
2240,660
2241,659
2242,659
2243,657
2244,665
2245,667
2246,669
2247,668
2248,668
2249,660
2250,664
2251,662
2252,673
2253,670
2254,673
2255,672
2256,676
2257,675
2258,677
2259,677
2260,678
2261,675
2262,685
2263,686
2264,681
2265,677
2266,678
2267,683
2268,677
2269,679
2270,675
2271,681
2272,687
2273,685
2274,691
2275,690
2276,699
2277,709
2278,710
2279,710
2280,717
2281,721
2282,723
2283,724
2284,728
2285,731
2286,726
2287,724
2288,723
2289,726
2290,734
2291,734
2292,742
2293,741
2294,738
2295,737
2296,734
2297,735
2298,738
2299,736
2300,735
2301,737
2302,734
2303,737
2304,742
2305,749
2306,744
2307,744
2308,741
2309,741
2310,744
2311,747
2312,746
2313,743
2314,743
2315,739
2316,742
2317,745
2318,745
2319,751
2320,750
2321,747
2322,750
2323,755
2324,748
2325,745
2326,744
2327,744
2328,751
2329,760
2330,754
2331,747
2332,748
2333,744
2334,748
2335,753
2336,749
2337,750
2338,756
2339,755
2340,755
2341,758
2342,755
2343,755
2344,754
2345,757
2346,757
2347,752
2348,750
2349,758
2350,765
2351,763
2352,764
2353,767
2354,760
2355,756
2356,762
2357,755
2358,750
2359,754
2360,759
2361,757
2362,761
2363,754
2364,751
2365,754
2366,756
2367,750
2368,745
2369,745
2370,749
2371,749
2372,753
2373,747
2374,745
2375,745
2376,754
2377,753
2378,751
2379,753
2380,755
2381,751
2382,754
2383,753
2384,755
2385,756
2386,752
2387,749
2388,747
2389,754
2390,750
2391,753
2392,754
2393,751
2394,751
2395,746
2396,748
2397,757
2398,759
2399,767
2400,764
2401,760
2402,757
2403,751
2404,754
2405,755
2406,758
2407,751
2408,752
2409,755
2410,750
2411,752
2412,752
2413,754
2414,756
2415,757
2416,758
2417,754
2418,759
2419,755
2420,754
2421,758
2422,753
2423,750
2424,744
2425,740
2426,745
2427,747
2428,744
2429,742
2430,748
2431,745
2432,748
2433,756
2434,759
2435,749
2436,746
2437,723
2438,748
2439,754
2440,753
2441,751
2442,746
2443,736
2444,742
2445,735
2446,739
2447,744
2448,745
2449,741
2450,745
2451,746
2452,748
2453,751
2454,750
2455,746
2456,742
2457,742
2458,747
2459,746
2460,750
2461,744
2462,745
2463,747
2464,743
2465,746
2466,744
2467,744
2468,752
2469,747
2470,738
2471,738
2472,737
2473,742
2474,745
2475,742
2476,743
2477,741
2478,744
2479,744
2480,737
2481,742
2482,753
2483,754
2484,752
2485,756
2486,754
2487,755
2488,755
2489,758
2490,753
2491,747
2492,744
2493,754
2494,757
2495,752
2496,752
2497,750
2498,751
2499,752
2500,745
2501,746
2502,741
2503,750
2504,746
2505,745
2506,747
2507,746
2508,746
2509,748
2510,757
2511,752
2512,753
2513,751
2514,751
2515,748
2516,749
2517,742
2518,753
2519,757
2520,752
2521,753
2522,749
2523,754
2524,760
2525,763
2526,764
2527,758
2528,760
2529,759
2530,762
2531,763
2532,757
2533,755
2534,751
2535,748
2536,743
2537,744
2538,751
2539,749
2540,756
2541,755
2542,754
2543,759
2544,761
2545,758
2546,758
2547,763
2548,756
2549,760
2550,759
2551,767
2552,768
2553,772
2554,776
2555,774
2556,771
2557,762
2558,764
2559,763
2560,760
2561,762
2562,765
2563,761
2564,759
2565,764
2566,757
2567,763
2568,760
2569,761
2570,760
2571,755
2572,759
2573,758
2574,755
2575,754
2576,752
2577,749
2578,751
2579,755
2580,763
2581,769
2582,762
2583,765
2584,766
2585,762
2586,765
2587,761
2588,759
2589,761
2590,765
2591,763
2592,762
2593,762
2594,759
2595,757
2596,761
2597,760
2598,755
2599,755
2600,760
2601,762
2602,761
2603,759
2604,759
2605,762
2606,760
2607,761
2608,756
2609,764
2610,755
2611,759
2612,751
2613,760
2614,767
2615,776
2616,781
2617,784
2618,777
2619,771
2620,776
2621,776
2622,778
2623,778
2624,777
2625,781
2626,780
2627,784
2628,781
2629,785
2630,777
2631,783
2632,782
2633,776
2634,786
2635,785
2636,783
2637,798
2638,802
2639,806
2640,802
2641,805
2642,799
2643,802
2644,813
2645,814
2646,813
2647,820
2648,820
2649,824
2650,823
2651,830
2652,830
2653,826
2654,820
2655,821
2656,818
2657,815
2658,817
2659,820
2660,816
2661,812
2662,814
2663,817
2664,819
2665,820
2666,827
2667,819
2668,811
2669,821
2670,818
2671,814
2672,817
2673,820
2674,824
2675,827
2676,821
2677,818
2678,816
2679,816
2680,812
2681,813
2682,814
2683,815
2684,821
2685,816
2686,813
2687,814
2688,799
2689,799
2690,801
2691,809
2692,821
2693,817
2694,815
2695,811
2696,810
2697,811
2698,806
2699,807
2700,806
2701,802
2702,792
2703,789
2704,784
2705,784
2706,781
2707,783
2708,780
2709,778
2710,776
2711,782
2712,783
2713,779
2714,781
2715,775
2716,780
2717,780
2718,779
2719,786
2720,780
2721,783
2722,787
2723,784
2724,781
2725,786
2726,790
2727,791
2728,792
2729,800
2730,801
2731,798
2732,792
2733,787
2734,787
2735,791
2736,788
2737,794
2738,791
2739,797
2740,796
2741,792
2742,792
2743,792
2744,796
2745,794
2746,790
2747,791
2748,801
2749,789
2750,795
2751,801
2752,799
2753,799
2754,801
2755,803
2756,803
2757,811
2758,802
2759,803
2760,803
2761,809
2762,808
2763,806
2764,866
2765,858
2766,844
2767,849
2768,855
2769,857
2770,859
2771,864
2772,861
2773,865
2774,872
2775,873
2776,874
2777,882
2778,886
2779,889
2780,883
2781,886
2782,889
2783,887
2784,886
2785,889
2786,897
2787,901
2788,902
2789,903
2790,905
2791,903
2792,907
2793,915
2794,905
2795,909
2796,908
2797,913
2798,911
2799,925
2800,925
2801,922
2802,922
2803,913
2804,909
2805,891
2806,908
2807,922
2808,936
2809,938
2810,932
2811,937
2812,940
2813,937
2814,938
2815,935
2816,939
2817,938
2818,932
2819,934
2820,935
2821,939
2822,937
2823,941
2824,938
2825,940
2826,945
2827,952
2828,950
2829,947
2830,943
2831,945
2832,949
2833,950
2834,945
2835,943
2836,950
2837,947
2838,955
2839,953
2840,956
2841,957
2842,952
2843,949
2844,948
2845,953
2846,948
2847,943
2848,942
2849,943
2850,942
2851,948
2852,948
2853,947
2854,953
2855,958
2856,964
2857,963
2858,957
2859,962
2860,961
2861,964
2862,965
2863,962
2864,962
2865,966
2866,973
2867,969
2868,964
2869,979
2870,971
2871,969
2872,968
2873,965
2874,964
2875,963
2876,971
2877,971
2878,960
2879,956
2880,958
2881,956
2882,949
2883,950
2884,953
2885,960
2886,962
2887,955
2888,954
2889,957
2890,950
2891,954
2892,950
2893,947
2894,943
2895,944
2896,950
2897,955
2898,949
2899,956
2900,953
2901,948
2902,946
2903,951
2904,952
2905,953
2906,950
2907,949
2908,948
2909,945
2910,931
2911,932
2912,934
2913,933
2914,937
2915,933
2916,933
2917,926
2918,928
2919,925
2920,919
2921,915
2922,920
2923,920
2924,926
2925,918
2926,920
2927,922
2928,913
2929,905
2930,902
2931,910
2932,912
2933,914
2934,909
2935,911
2936,906
2937,901
2938,894
2939,894
2940,894
2941,897
2942,896
2943,894
2944,891
2945,886
2946,891
2947,896
2948,893
2949,887
2950,875
2951,876
2952,872
2953,874
2954,885
2955,883
2956,870
2957,875
2958,876
2959,866
2960,867
2961,857
2962,857
2963,855
2964,849
2965,859
2966,876
2967,876
2968,866
2969,871
2970,868
2971,870
2972,864
2973,867
2974,864
2975,870
2976,871
2977,867
2978,873
2979,876
2980,880
2981,881
2982,883
2983,871
2984,876
2985,879
2986,881
2987,883
2988,878
2989,870
2990,880
