Position,RibosomalComplex_contig_690.fa_005
1937,576
1938,571
1939,569
1940,574
1941,576
1942,575
1943,573
1944,576
1945,575
1946,576
1947,572
1948,572
1949,573
1950,577
1951,573
1952,570
1953,566
1954,570
1955,570
1956,564
1957,565
1958,564
1959,563
1960,565
1961,557
1962,558
1963,557
1964,558
1965,557
1966,557
1967,558
1968,560
1969,560
1970,559
1971,557
1972,559
1973,562
1974,557
1975,555
1976,550
1977,547
1978,535
1979,554
1980,559
1981,564
1982,568
1983,565
1984,557
1985,554
1986,555
1987,548
1988,543
1989,546
1990,544
1991,546
1992,546
1993,547
1994,540
1995,536
1996,537
1997,539
1998,538
1999,532
2000,536
2001,538
2002,535
2003,534
2004,535
2005,538
2006,538
2007,539
2008,544
2009,544
2010,543
2011,543
2012,542
2013,542
2014,544
2015,544
2016,534
2017,529
2018,526
2019,530
2020,527
2021,527
2022,525
2023,526
2024,529
2025,533
2026,540
2027,538
2028,531
2029,535
2030,537
2031,536
2032,536
2033,533
2034,536
2035,539
2036,541
2037,541
2038,544
2039,543
2040,540
2041,541
2042,543
2043,542
2044,539
2045,536
2046,535
2047,532
2048,530
2049,533
2050,532
2051,531
2052,532
2053,537
2054,542
2055,536
2056,533
2057,533
2058,532
2059,534
2060,534
2061,538
2062,541
2063,542
2064,546
2065,553
2066,557
2067,557
2068,557
2069,555
2070,556
2071,561
2072,558
2073,554
2074,558
2075,562
2076,574
2077,575
2078,569
2079,569
2080,566
2081,569
2082,571
2083,568
2084,563
2085,562
2086,562
2087,561
2088,569
2089,569
2090,566
2091,561
2092,566
2093,572
2094,573
2095,574
2096,571
2097,563
2098,569
2099,574
2100,575
2101,572
2102,576
2103,573
2104,570
2105,570
2106,573
2107,577
2108,584
2109,587
2110,583
2111,583
2112,584
2113,584
2114,584
2115,580
2116,581
2117,585
2118,590
2119,588
2120,585
2121,590
2122,590
2123,591
2124,587
2125,589
2126,588
2127,587
2128,585
2129,588
2130,590
2131,584
2132,583
2133,580
2134,578
2135,580
2136,585
2137,587
2138,590
2139,592
2140,589
2141,586
2142,590
2143,593
2144,592
2145,589
2146,581
2147,578
2148,585
2149,590
2150,593
2151,588
2152,589
2153,590
2154,590
2155,589
2156,583
2157,584
2158,587
2159,583
2160,581
2161,583
2162,584
2163,583
2164,589
2165,587
2166,585
2167,586
2168,585
2169,580
2170,580
2171,577
2172,576
2173,575
2174,577
2175,574
2176,572
2177,573
2178,573
2179,570
2180,571
2181,565
2182,562
2183,561
2184,562
2185,566
2186,567
2187,564
2188,559
2189,556
2190,553
2191,557
2192,554
2193,554
2194,559
2195,566
2196,572
2197,571
2198,573
2199,572
2200,569
2201,571
2202,575
2203,576
2204,575
2205,569
2206,564
2207,565
2208,563
2209,564
2210,571
2211,576
2212,570
2213,573
2214,572
2215,573
2216,563
2217,563
2218,560
2219,557
2220,563
2221,560
2222,563
2223,561
2224,567
2225,563
2226,553
2227,547
2228,543
2229,544
2230,550
2231,548
2232,541
2233,542
2234,543
2235,550
2236,551
2237,556
2238,557
2239,559
2240,562
2241,563
2242,556
2243,561
2244,560
2245,560
2246,559
2247,559
2248,561
2249,551
2250,559
2251,562
2252,560
2253,558
2254,557
2255,553
2256,554
2257,555
2258,555
2259,552
2260,551
2261,551
2262,557
2263,559
2264,557
2265,558
2266,557
2267,558
2268,552
2269,549
2270,556
2271,565
2272,565
2273,566
2274,575
2275,574
2276,570
2277,574
2278,576
2279,573
2280,579
2281,571
2282,570
2283,571
2284,576
2285,574
2286,565
2287,564
2288,565
2289,563
2290,560
2291,559
2292,561
2293,564
2294,565
2295,567
2296,571
2297,571
2298,572
2299,571
2300,576
2301,578
2302,579
2303,579
2304,575
2305,577
2306,577
2307,574
2308,572
2309,572
2310,570
2311,567
2312,565
2313,567
2314,574
2315,574
2316,578
2317,575
2318,569
2319,577
2320,582
2321,585
2322,587
2323,584
2324,577
2325,581
2326,580
2327,582
2328,588
2329,596
2330,597
2331,593
2332,593
2333,593
2334,590
2335,593
2336,592
2337,591
2338,589
2339,590
2340,591
2341,597
2342,593
2343,597
2344,596
2345,596
2346,588
2347,582
2348,582
2349,585
2350,587
2351,585
2352,587
2353,585
2354,584
2355,583
2356,589
2357,591
2358,589
2359,589
2360,588
2361,579
2362,581
2363,580
2364,575
2365,575
2366,577
2367,581
2368,583
2369,584
2370,587
2371,584
2372,582
2373,583
2374,582
2375,580
2376,580
2377,579
2378,581
2379,581
2380,578
2381,576
2382,574
2383,571
2384,571
2385,571
2386,563
2387,564
2388,561
2389,561
2390,566
2391,569
2392,571
2393,572
2394,568
2395,566
2396,569
2397,575
2398,574
2399,580
2400,582
2401,579
2402,588
2403,584
2404,589
2405,591
2406,594
2407,588
2408,590
2409,591
2410,587
2411,591
2412,591
2413,592
2414,590
2415,589
2416,592
2417,594
2418,592
2419,594
2420,594
2421,593
2422,588
2423,588
2424,587
2425,584
2426,587
2427,587
2428,585
2429,574
2430,577
2431,579
2432,579
2433,579
2434,580
2435,572
2436,571
2437,552
2438,562
2439,565
2440,567
2441,563
2442,566
2443,566
2444,567
2445,560
2446,561
2447,558
2448,555
2449,554
2450,554
2451,555
2452,554
2453,559
2454,562
2455,562
2456,566
2457,570
2458,571
2459,570
2460,573
2461,572
2462,573
2463,570
2464,569
2465,564
2466,558
2467,557
2468,559
2469,553
2470,551
2471,549
2472,543
2473,548
2474,551
2475,555
2476,555
2477,545
2478,547
2479,550
2480,539
2481,542
2482,546
2483,549
2484,553
2485,553
2486,551
2487,555
2488,550
2489,554
2490,552
2491,548
2492,546
2493,550
2494,547
2495,547
2496,547
2497,547
2498,541
2499,537
2500,530
2501,530
2502,528
2503,534
2504,530
2505,533
2506,533
2507,530
2508,532
2509,531
2510,532
2511,530
2512,528
2513,526
2514,524
2515,525
2516,523
2517,521
2518,526
2519,528
2520,529
2521,538
2522,535
2523,534
2524,532
2525,528
2526,538
2527,537
2528,542
2529,542
2530,545
2531,545
2532,544
2533,547
2534,549
2535,551
2536,544
2537,549
2538,556
2539,552
2540,559
2541,555
2542,549
2543,557
2544,556
2545,555
2546,555
2547,557
2548,554
2549,556
2550,556
2551,552
2552,551
2553,550
2554,556
2555,556
2556,553
2557,557
2558,555
2559,552
2560,557
2561,562
2562,562
2563,558
2564,559
2565,562
2566,562
2567,563
2568,559
2569,561
2570,559
2571,554
2572,555
2573,554
2574,558
2575,556
2576,557
2577,556
2578,553
2579,550
2580,545
2581,544
2582,537
2583,537
2584,540
2585,541
2586,540
2587,542
2588,542
2589,541
2590,545
2591,549
2592,549
2593,543
2594,543
2595,540
2596,541
2597,542
2598,541
2599,544
2600,547
2601,546
2602,544
2603,535
2604,533
2605,535
2606,539
2607,543
2608,544
2609,546
2610,547
2611,546
2612,548
2613,551
2614,550
2615,559
2616,556
2617,558
2618,560
2619,562
2620,566
2621,565
2622,569
2623,567
2624,567
2625,562
2626,560
2627,562
2628,563
2629,563
2630,561
2631,559
2632,563
2633,562
2634,566
2635,564
2636,561
2637,563
2638,567
2639,566
2640,564
2641,564
2642,566
2643,568
2644,572
2645,574
2646,574
2647,580
2648,587
2649,587
2650,588
2651,588
2652,589
2653,591
2654,589
2655,594
2656,590
2657,596
2658,600
2659,601
2660,602
2661,601
2662,600
2663,602
2664,611
2665,610
2666,609
2667,610
2668,601
2669,609
2670,613
2671,608
2672,605
2673,609
2674,608
2675,611
2676,605
2677,604
2678,606
2679,603
2680,605
2681,604
2682,601
2683,600
2684,600
2685,594
2686,593
2687,594
2688,593
2689,592
2690,592
2691,593
2692,603
2693,604
2694,601
2695,602
2696,596
2697,595
2698,593
2699,592
2700,588
2701,588
2702,586
2703,587
2704,579
2705,579
2706,578
2707,580
2708,578
2709,584
2710,574
2711,578
2712,574
2713,574
2714,575
2715,576
2716,575
2717,578
2718,584
2719,587
2720,580
2721,585
2722,587
2723,588
2724,588
2725,588
2726,590
2727,588
2728,586
2729,596
2730,598
2731,604
2732,604
2733,604
2734,607
2735,614
2736,612
2737,612
2738,615
2739,619
2740,623
2741,617
2742,620
2743,626
2744,630
2745,630
2746,629
2747,625
2748,628
2749,625
2750,619
2751,620
2752,621
2753,626
2754,629
2755,627
2756,630
2757,625
2758,622
2759,622
2760,619
2761,619
2762,619
2763,616
2764,612
2765,608
2766,605
2767,601
2768,599
2769,602
2770,606
2771,602
2772,599
2773,604
2774,604
2775,603
2776,608
2777,608
2778,608
2779,609
2780,602
2781,600
2782,604
2783,604
2784,598
2785,595
2786,601
2787,600
2788,600
2789,602
2790,604
2791,608
2792,600
2793,597
2794,595
2795,593
2796,599
2797,597
2798,597
2799,599
2800,597
2801,600
2802,599
2803,596
2804,593
2805,568
2806,583
2807,596
2808,605
2809,603
2810,607
2811,606
2812,608
2813,611
2814,616
2815,612
2816,614
2817,620
2818,613
2819,617
2820,617
2821,617
2822,620
2823,624
2824,621
2825,610
2826,614
2827,615
2828,617
2829,616
2830,612
2831,610
2832,609
2833,610
2834,610
2835,611
2836,618
2837,620
2838,624
2839,624
2840,623
2841,624
2842,621
2843,625
2844,618
2845,624
2846,624
2847,621
2848,620
2849,619
2850,617
2851,615
2852,610
2853,613
2854,612
2855,613
2856,619
2857,621
2858,616
2859,621
2860,615
2861,615
2862,609
2863,605
2864,604
2865,610
2866,608
2867,606
2868,603
2869,608
2870,608
2871,606
2872,611
2873,610
2874,608
2875,604
2876,609
2877,606
2878,603
2879,602
2880,604
2881,606
2882,603
2883,608
2884,607
2885,611
2886,605
2887,611
2888,607
2889,607
2890,610
2891,612
2892,613
2893,611
2894,610
2895,611
2896,613
2897,614
2898,620
2899,623
2900,621
2901,620
2902,616
2903,609
2904,603
2905,600
2906,605
2907,605
2908,604
2909,606
2910,599
2911,598
2912,600
2913,598
2914,600
2915,596
2916,592
2917,591
2918,597
2919,597
2920,587
2921,582
2922,588
2923,590
2924,593
2925,595
2926,599
2927,601
2928,603
2929,607
2930,605
2931,606
2932,603
2933,601
2934,597
2935,599
2936,598
2937,594
2938,597
2939,592
2940,590
2941,595
2942,594
2943,590
2944,595
2945,593
2946,592
2947,593
2948,594
2949,592
2950,592
2951,592
2952,588
2953,594
2954,597
2955,595
2956,592
2957,595
2958,591
2959,582
2960,583
2961,579
2962,577
2963,578
2964,572
2965,578
2966,581
2967,579
2968,581
2969,578
2970,579
2971,578
2972,580
2973,576
2974,584
2975,585
2976,585
2977,581
2978,580
2979,579
2980,577
2981,579
2982,581
2983,576
2984,580
2985,579
2986,581
2987,586
2988,583
2989,584
2990,590
2991,594
