Position,ENA_ABO36636_ABO36636_1_Solanum_lycopersicum_(tomato)_copia_LTR_rider.fa_008
547,100
548,100
549,102
550,104
551,104
552,104
553,104
554,105
555,104
556,101
557,101
558,102
559,103
560,104
561,104
562,104
563,105
564,103
565,105
566,105
567,104
568,109
569,109
570,109
571,108
572,107
573,107
574,107
575,108
576,106
577,106
578,103
579,103
580,103
581,105
582,103
583,103
584,101
585,101
586,99
587,96
588,97
589,98
590,102
591,101
592,103
593,104
594,104
595,108
596,109
597,107
598,106
599,106
600,106
601,106
602,105
603,105
604,100
605,106
606,108
607,112
608,116
609,116
610,117
611,115
612,116
613,117
614,116
615,119
616,117
617,118
618,117
619,117
620,116
621,115
622,115
623,119
624,122
625,120
626,122
627,123
628,122
629,120
630,118
631,128
632,130
633,132
634,130
635,129
636,130
637,131
638,132
639,132
640,135
641,136
642,138
643,142
644,144
645,145
646,148
647,149
648,155
649,149
650,148
651,149
652,150
653,151
654,149
655,152
656,152
657,156
658,156
659,155
660,160
661,160
662,163
663,162
664,162
665,161
666,161
667,161
668,159
669,159
670,158
671,160
672,163
673,165
674,167
675,168
676,169
677,169
678,171
679,172
680,171
681,175
682,175
683,176
684,179
685,179
686,180
687,180
688,181
689,175
690,176
691,178
692,181
693,184
694,185
695,182
696,182
697,185
698,183
699,183
700,183
701,182
702,183
703,185
704,185
705,185
706,187
707,181
708,180
709,179
710,182
711,180
712,178
713,175
714,176
715,179
716,179
717,181
718,185
719,187
720,189
721,191
722,190
723,191
724,195
725,197
726,197
727,199
728,199
729,201
730,202
731,198
732,197
733,197
734,201
735,203
736,201
737,204
738,206
739,205
740,203
741,197
742,198
743,195
744,193
745,192
746,187
747,184
748,183
749,183
750,173
751,180
752,181
753,185
754,183
755,183
756,186
757,184
758,183
759,187
760,189
761,189
762,190
763,190
764,188
765,191
766,186
767,193
768,196
769,198
770,203
771,201
772,198
773,198
774,203
775,201
776,203
777,201
778,206
779,209
780,211
781,208
782,203
783,203
784,206
785,207
786,205
787,206
788,205
789,201
790,198
791,197
792,191
793,199
794,200
795,200
796,197
797,197
798,199
799,198
800,199
801,197
802,198
803,197
804,197
805,195
806,194
807,198
808,200
809,196
810,195
811,197
812,194
813,193
814,196
815,189
816,191
817,192
818,191
819,191
820,196
821,194
822,195
823,194
824,193
825,193
826,192
827,191
828,178
829,177
830,178
831,178
832,177
833,174
834,175
835,175
836,176
837,173
838,170
839,170
840,168
841,167
842,164
843,161
844,173
845,178
846,179
847,179
848,179
849,178
850,179
851,176
852,176
853,173
854,173
855,169
856,168
857,168
858,170
859,169
860,171
861,171
862,172
863,172
864,174
865,167
866,167
867,166
868,165
869,164
870,162
871,162
872,161
873,162
874,157
875,159
876,160
877,150
878,152
879,150
880,153
881,151
882,149
883,149
884,148
885,148
886,146
887,146
888,144
889,144
890,147
891,149
892,153
893,153
894,154
895,153
896,155
897,154
898,150
899,149
900,148
901,148
902,146
903,147
904,146
905,147
906,146
907,144
908,144
909,145
910,144
911,143
912,140
913,141
914,141
915,144
916,139
917,138
918,138
919,141
920,143
921,143
922,142
923,144
924,144
925,145
926,148
927,151
928,152
929,151
930,151
931,152
932,154
933,155
934,163
935,164
936,165
937,166
938,167
939,170
940,174
941,171
942,169
943,165
944,158
945,169
946,175
947,174
948,178
949,179
950,176
951,175
952,173
953,173
954,174
955,176
956,175
957,174
958,172
959,174
960,174
961,172
962,172
963,170
964,171
965,172
966,164
967,163
968,166
969,170
970,173
971,169
972,171
973,173
974,175
975,178
976,178
977,179
978,185
979,186
980,189
981,187
982,187
983,187
984,186
985,187
986,187
987,187
988,189
989,191
990,192
991,192
992,194
993,193
994,194
995,193
996,194
997,197
998,203
999,208
1000,210
1001,214
1002,215
1003,214
1004,215
1005,219
1006,223
1007,225
1008,226
1009,229
1010,225
1011,227
1012,226
1013,222
1014,228
1015,233
1016,234
1017,234
1018,235
1019,233
1020,233
1021,236
1022,238
1023,239
1024,240
1025,241
1026,241
1027,240
1028,242
1029,246
1030,250
1031,252
1032,251
1033,249
1034,249
1035,259
1036,264
1037,265
1038,262
1039,263
1040,266
1041,266
1042,265
1043,266
1044,271
1045,271
1046,274
1047,271
1048,271
1049,268
1050,269
1051,272
1052,273
1053,272
1054,270
1055,267
1056,270
1057,269
1058,274
1059,281
1060,284
1061,283
1062,281
1063,279
1064,278
1065,276
1066,275
1067,274
1068,276
1069,279
1070,279
1071,278
1072,279
1073,279
1074,275
1075,273
1076,274
1077,276
1078,271
1079,271
1080,271
1081,273
1082,274
1083,270
1084,268
1085,265
1086,272
1087,275
1088,274
1089,274
1090,276
1091,278
1092,272
1093,273
1094,277
1095,276
1096,275
1097,268
1098,261
1099,261
1100,259
1101,258
1102,258
1103,262
1104,265
1105,264
1106,262
1107,263
1108,263
1109,258
1110,255
1111,258
1112,266
1113,267
1114,268
1115,271
1116,273
1117,275
1118,278
1119,273
1120,274
1121,276
1122,273
1123,272
1124,271
1125,269
1126,249
1127,258
1128,264
1129,272
1130,272
1131,273
1132,269
1133,280
1134,285
1135,288
1136,286
1137,286
1138,288
1139,289
1140,283
1141,286
1142,283
1143,284
1144,285
1145,286
1146,282
1147,282
1148,289
1149,290
1150,292
1151,296
1152,296
1153,303
1154,303
1155,308
1156,316
1157,320
1158,321
1159,321
1160,322
1161,322
1162,323
1163,328
1164,327
1165,323
1166,323
1167,320
1168,324
1169,323
1170,322
1171,324
1172,327
1173,326
1174,330
1175,327
1176,327
1177,328
1178,327
1179,339
1180,339
1181,336
1182,341
1183,343
1184,346
1185,351
1186,353
1187,355
1188,351
1189,348
1190,352
1191,356
1192,355
1193,356
1194,356
1195,358
1196,359
1197,363
1198,365
1199,361
1200,362
1201,360
1202,354
1203,356
1204,354
1205,349
1206,346
1207,346
1208,349
1209,347
1210,348
1211,347
1212,344
1213,334
1214,344
1215,345
1216,346
1217,340
1218,340
1219,337
1220,326
1221,327
1222,323
1223,329
1224,330
1225,330
1226,329
1227,328
1228,323
1229,322
1230,322
1231,315
1232,315
1233,315
1234,309
1235,308
1236,310
1237,313
1238,312
1239,311
1240,310
1241,309
1242,305
1243,301
1244,297
1245,299
1246,289
1247,287
1248,260
1249,276
1250,276
1251,279
1252,277
1253,269
1254,267
1255,260
1256,257
1257,254
1258,257
1259,257
1260,258
1261,255
1262,259
1263,258
1264,256
1265,254
1266,250
1267,248
1268,247
1269,249
1270,245
1271,241
1272,239
1273,243
1274,245
1275,245
1276,242
1277,244
1278,242
1279,241
1280,243
1281,243
1282,243
1283,244
1284,242
1285,234
1286,234
1287,231
1288,226
1289,230
1290,228
1291,224
1292,222
1293,232
1294,236
1295,239
1296,240
1297,239
1298,236
1299,237
1300,228
1301,227
1302,225
1303,254
1304,258
1305,262
1306,261
1307,257
1308,259
1309,262
1310,264
1311,268
1312,270
1313,272
1314,273
1315,274
1316,276
1317,280
1318,283
1319,281
1320,283
1321,288
1322,286
1323,286
1324,286
1325,288
1326,291
1327,295
1328,296
1329,296
1330,296
1331,296
1332,297
1333,296
1334,301
1335,302
1336,302
1337,301
1338,301
1339,304
1340,307
1341,310
1342,311
1343,309
1344,311
1345,307
1346,301
1347,296
1348,295
1349,292
1350,287
1351,293
1352,296
1353,295
1354,292
1355,292
1356,295
1357,296
1358,296
1359,295
1360,295
1361,293
1362,294
1363,294
1364,293
1365,292
1366,292
1367,289
1368,295
1369,303
1370,305
1371,310
1372,307
1373,298
1374,298
1375,301
1376,301
1377,305
1378,308
1379,311
1380,307
1381,306
1382,303
1383,306
1384,304
1385,308
1386,305
1387,307
1388,306
1389,310
1390,306
1391,301
1392,284
1393,304
1394,309
1395,312
1396,310
1397,315
1398,314
1399,315
1400,313
1401,308
1402,306
1403,304
1404,304
1405,302
1406,304
1407,295
1408,295
1409,295
1410,296
1411,293
1412,292
1413,292
1414,287
1415,289
1416,281
1417,286
1418,289
1419,295
1420,293
1421,293
1422,295
1423,295
1424,298
1425,295
1426,297
1427,294
1428,293
1429,290
1430,288
1431,290
1432,285
1433,288
1434,289
1435,285
1436,282
1437,278
1438,281
1439,283
1440,281
1441,282
1442,281
1443,278
1444,280
1445,278
1446,278
1447,278
1448,274
1449,275
1450,275
1451,274
1452,273
1453,276
1454,278
1455,279
1456,280
1457,285
1458,290
1459,287
1460,290
1461,291
1462,288
1463,290
1464,291
1465,292
1466,295
1467,293
1468,287
1469,286
1470,290
1471,290
1472,291
1473,288
1474,288
1475,284
1476,283
1477,280
1478,281
1479,278
1480,279
1481,281
1482,282
1483,288
1484,287
1485,287
1486,286
1487,284
1488,279
1489,280
1490,279
1491,274
1492,279
1493,288
1494,287
1495,291
1496,298
1497,294
1498,294
1499,303
1500,311
1501,311
1502,316
1503,316
1504,315
1505,316
1506,320
1507,312
1508,312
1509,315
1510,325
1511,334
1512,333
1513,330
1514,324
1515,329
1516,327
1517,329
1518,329
1519,327
1520,326
1521,331
1522,332
1523,330
1524,332
1525,331
1526,328
1527,329
1528,331
1529,331
1530,332
1531,335
1532,339
1533,339
1534,333
1535,335
1536,334
1537,335
1538,333
1539,331
1540,331
1541,329
1542,322
1543,340
1544,343
1545,346
1546,345
1547,340
1548,346
1549,353
1550,357
1551,359
1552,358
1553,359
1554,362
1555,366
1556,360
1557,359
1558,357
1559,354
1560,358
1561,358
1562,357
1563,355
1564,355
1565,356
1566,355
1567,355
1568,356
1569,357
1570,355
1571,357
1572,358
1573,361
1574,361
1575,368
1576,364
1577,362
1578,363
1579,361
1580,360
1581,359
1582,362
1583,360
1584,359
1585,357
1586,359
1587,354
1588,353
1589,352
1590,348
1591,338
1592,329
1593,318
1594,320
1595,315
1596,318
1597,318
1598,317
1599,317
1600,321
1601,320
1602,320
1603,321
1604,320
1605,323
1606,317
1607,313
1608,308
1609,305
1610,297
1611,314
1612,322
1613,328
1614,328
1615,336
1616,335
1617,334
1618,334
1619,335
1620,339
1621,339
1622,331
1623,327
1624,328
1625,332
1626,331
1627,330
1628,327
1629,325
1630,327
1631,326
1632,323
1633,319
1634,316
1635,310
1636,330
1637,336
1638,338
1639,333
1640,335
1641,333
1642,334
1643,330
1644,332
1645,330
1646,329
1647,329
1648,320
1649,320
1650,321
1651,318
1652,321
1653,323
1654,322
1655,322
1656,321
1657,322
1658,324
1659,323
1660,321
1661,324
1662,320
1663,318
1664,311
1665,322
1666,330
1667,334
1668,335
1669,344
1670,344
1671,345
1672,343
1673,343
1674,342
1675,346
1676,344
1677,349
1678,359
1679,362
1680,366
1681,365
1682,363
1683,364
1684,360
1685,348
1686,334
1687,354
1688,355
1689,360
1690,364
1691,366
1692,369
1693,362
1694,362
1695,369
1696,367
1697,365
1698,363
1699,359
1700,362
1701,359
1702,365
1703,364
1704,358
1705,355
1706,350
1707,345
1708,344
1709,335
1710,332
1711,332
1712,326
1713,323
1714,324
1715,323
1716,322
1717,325
1718,325
1719,324
1720,327
1721,330
1722,330
1723,327
1724,323
1725,322
1726,323
1727,324
1728,326
1729,321
1730,322
1731,319
1732,317
1733,314
1734,311
1735,308
1736,312
1737,309
1738,305
1739,308
1740,310
1741,309
1742,304
1743,307
1744,302
1745,302
1746,305
1747,307
1748,302
1749,303
1750,300
1751,302
1752,300
1753,301
1754,301
1755,298
1756,295
1757,298
1758,299
1759,296
1760,296
1761,293
1762,292
1763,292
1764,290
1765,281
1766,275
1767,271
1768,272
1769,263
1770,269
1771,270
1772,268
1773,265
1774,259
1775,256
1776,254
1777,251
1778,252
1779,253
1780,249
1781,247
1782,251
1783,249
1784,251
1785,250
1786,250
1787,251
1788,250
1789,250
1790,251
1791,252
1792,251
1793,251
1794,248
1795,247
1796,240
1797,245
1798,245
1799,244
1800,238
1801,239
1802,241
1803,242
1804,240
1805,241
1806,244
1807,243
1808,240
1809,241
1810,242
1811,243
1812,245
1813,245
1814,245
1815,243
1816,238
1817,241
1818,244
1819,251
1820,260
1821,259
1822,261
1823,264
1824,264
1825,265
1826,267
1827,268
1828,267
1829,273
1830,276
1831,278
1832,279
1833,279
1834,278
1835,274
1836,272
1837,273
1838,278
1839,276
1840,278
1841,280
1842,279
1843,276
1844,279
1845,278
1846,279
1847,272
1848,269
1849,267
1850,264
1851,257
1852,279
1853,282
1854,284
1855,287
1856,282
1857,279
1858,280
1859,279
1860,281
1861,279
1862,275
1863,276
1864,283
1865,286
1866,289
1867,290
1868,285
1869,284
1870,283
1871,284
1872,291
1873,289
1874,281
1875,284
1876,284
1877,281
1878,284
1879,282
1880,279
1881,276
1882,274
1883,273
1884,261
1885,268
1886,275
1887,275
1888,279
1889,281
1890,280
1891,279
1892,279
1893,278
1894,280
1895,281
1896,278
1897,279
1898,276
1899,275
1900,275
1901,275
1902,276
1903,276
1904,275
1905,274
1906,273
1907,276
1908,273
1909,268
1910,267
1911,266
1912,264
1913,264
1914,263
1915,261
1916,249
1917,252
1918,254
1919,255
1920,256
1921,248
1922,245
1923,243
1924,238
1925,238
1926,237
1927,237
1928,230
1929,231
1930,225
1931,227
1932,228
1933,232
1934,235
1935,236
1936,235
1937,230
1938,227
1939,229
1940,229
1941,224
1942,228
1943,229
1944,229
1945,225
1946,222
1947,224
1948,228
1949,228
1950,222
1951,219
1952,219
1953,216
1954,223
1955,222
1956,221
1957,221
1958,216
1959,214
1960,212
1961,214
1962,220
1963,226
1964,224
1965,222
1966,222
1967,219
1968,219
1969,217
1970,215
1971,210
1972,218
1973,212
1974,214
1975,215
1976,213
1977,213
1978,214
1979,218
1980,218
1981,219
1982,217
1983,218
1984,218
1985,218
1986,218
1987,225
1988,221
1989,223
1990,221
1991,226
1992,225
1993,224
1994,228
1995,229
1996,232
1997,233
1998,234
1999,238
2000,240
2001,240
2002,243
2003,243
2004,236
2005,237
2006,237
2007,236
2008,233
2009,232
2010,232
2011,232
2012,232
2013,231
2014,230
2015,233
2016,240
2017,237
2018,236
2019,237
2020,238
2021,241
2022,240
2023,239
2024,247
2025,248
2026,248
2027,244
2028,243
2029,255
2030,258
2031,260
2032,263
2033,264
2034,265
2035,267
2036,271
2037,275
2038,275
2039,268
2040,273
2041,276
2042,279
2043,284
2044,286
2045,285
2046,287
2047,287
2048,288
2049,291
2050,295
2051,294
2052,294
2053,290
2054,288
2055,287
2056,289
2057,290
2058,293
2059,289
2060,283
2061,284
2062,275
2063,273
2064,274
2065,273
2066,272
2067,275
2068,274
2069,278
2070,279
2071,276
2072,273
2073,272
2074,270
2075,273
2076,273
2077,271
2078,270
2079,266
2080,259
2081,265
2082,265
2083,264
2084,264
2085,262
2086,258
2087,256
2088,262
2089,258
2090,258
2091,250
2092,246
2093,248
2094,248
2095,245
2096,244
2097,242
2098,240
2099,237
2100,240
2101,240
2102,238
2103,236
2104,236
2105,236
2106,235
2107,236
2108,236
2109,235
2110,238
2111,237
2112,237
2113,240
2114,236
2115,231
2116,227
2117,227
2118,227
2119,222
2120,227
2121,225
2122,224
2123,211
2124,211
2125,210
2126,208
2127,205
2128,199
2129,195
2130,196
2131,196
2132,195
2133,196
2134,185
2135,177
2136,169
2137,175
2138,176
2139,179
2140,178
2141,174
2142,173
2143,173
2144,170
2145,174
2146,174
2147,165
2148,166
2149,166
2150,166
2151,166
2152,165
2153,170
2154,171
2155,172
2156,172
2157,173
2158,173
2159,170
2160,169
2161,165
2162,172
2163,170
2164,175
2165,172
2166,174
2167,167
2168,167
2169,170
2170,171
2171,171
2172,175
2173,178
2174,181
2175,180
2176,181
2177,172
2178,167
2179,168
2180,168
2181,166
2182,184
2183,185
2184,186
2185,190
2186,187
2187,185
2188,190
2189,191
2190,189
2191,188
2192,188
2193,190
2194,190
2195,189
2196,189
2197,189
2198,188
2199,188
2200,189
2201,189
2202,186
2203,184
2204,184
2205,184
2206,184
2207,185
2208,184
2209,186
2210,182
2211,180
2212,179
2213,179
2214,171
2215,177
2216,178
2217,180
2218,179
2219,179
2220,176
2221,174
2222,168
2223,166
2224,166
2225,165
2226,164
2227,166
2228,165
2229,164
2230,159
2231,160
2232,158
2233,158
2234,157
2235,156
2236,158
2237,159
2238,159
2239,159
2240,161
2241,161
2242,158
2243,159
2244,160
2245,158
2246,158
2247,157
2248,158
2249,155
2250,153
2251,150
2252,148
2253,147
2254,149
2255,141
2256,143
2257,143
2258,145
2259,145
2260,148
2261,148
2262,146
2263,148
2264,143
2265,142
2266,139
2267,137
2268,132
2269,133
2270,132
2271,131
2272,132
2273,126
2274,126
2275,123
2276,124
2277,125
2278,122
2279,121
2280,119
2281,119
2282,119
2283,117
2284,114
2285,113
2286,113
2287,114
2288,117
2289,118
2290,119
2291,119
2292,117
2293,116
2294,114
2295,115
2296,116
2297,117
2298,119
2299,121
2300,122
2301,120
2302,120
2303,121
2304,122
2305,118
2306,120
2307,119
2308,116
2309,121
2310,120
2311,125
2312,124
2313,124
2314,124
2315,126
2316,125
2317,124
2318,123
2319,124
2320,124
2321,122
2322,123
2323,123
2324,122
2325,124
2326,126
2327,125
2328,127
2329,128
2330,129
2331,128
2332,129
2333,129
2334,129
2335,129
2336,129
2337,130
2338,129
2339,127
2340,126
2341,126
2342,126
2343,124
2344,124
2345,124
2346,123
2347,123
2348,122
2349,124
2350,123
2351,122
2352,121
2353,120
2354,120
2355,121
2356,119
2357,116
2358,116
2359,114
2360,113
2361,113
2362,114
2363,113
2364,112
2365,111
2366,111
2367,111
2368,110
2369,108
2370,106
2371,108
2372,107
2373,108
2374,108
2375,108
2376,107
2377,105
2378,103
2379,101
2380,102
2381,103
2382,104
2383,105
2384,103
2385,104
2386,105
2387,107
2388,106
2389,104
2390,105
2391,107
2392,104
2393,107
2394,107
2395,109
2396,109
2397,111
2398,106
2399,106
2400,105
2401,97
2402,102
2403,101
2404,107
2405,107
2406,106
2407,106
2408,104
2409,103
2410,103
2411,105
2412,106
2413,108
2414,106
2415,110
2416,108
2417,111
2418,112
2419,111
2420,108
2421,108
2422,107
2423,105
2424,100
2425,106
2426,113
2427,113
2428,114
2429,114
2430,119
2431,120
2432,119
2433,117
2434,118
2435,117
2436,116
2437,119
2438,116
2439,117
2440,118
2441,119
2442,120
2443,122
2444,123
2445,123
2446,123
2447,123
2448,124
2449,124
2450,124
2451,125
2452,125
2453,125
2454,127
2455,128
2456,128
2457,130
2458,131
2459,132
2460,132
2461,134
2462,133
2463,135
2464,137
2465,136
2466,136
2467,140
2468,140
2469,141
2470,142
2471,137
2472,135
2473,133
2474,133
2475,134
2476,134
2477,135
2478,136
2479,137
2480,136
2481,137
2482,136
2483,135
2484,131
2485,133
2486,132
2487,131
2488,131
2489,131
2490,126
2491,127
2492,126
2493,124
2494,119
2495,119
2496,117
2497,118
2498,118
2499,119
2500,117
2501,116
2502,114
2503,114
2504,115
2505,114
2506,114
2507,114
2508,112
2509,113
2510,111
2511,110
2512,108
2513,106
2514,107
2515,106
2516,103
2517,102
2518,101
2519,100
2520,98
2521,98
2522,100
2523,98
2524,98
2525,96
2526,97
2527,98
2528,117
2529,117
2530,118
2531,120
2532,119
2533,119
2534,119
2535,119
2536,116
2537,116
2538,114
2539,114
2540,114
2541,116
2542,117
2543,119
2544,119
2545,119
2546,121
2547,121
2548,125
2549,127
2550,128
2551,127
2552,127
2553,127
2554,126
2555,127
2556,125
2557,125
2558,125
2559,125
2560,126
2561,125
2562,123
2563,122
2564,124
2565,124
2566,127
2567,126
2568,125
2569,123
2570,119
2571,119
2572,120
2573,121
2574,122
2575,122
2576,122
2577,123
2578,121
2579,120
2580,121
2581,119
2582,118
2583,118
2584,118
2585,118
2586,119
2587,118
2588,118
2589,116
2590,118
2591,119
2592,121
2593,122
2594,123
2595,123
2596,124
2597,123
2598,123
2599,121
2600,121
2601,116
2602,115
2603,113
2604,109
2605,111
2606,112
2607,110
2608,110
2609,111
2610,109
2611,111
2612,110
2613,109
2614,108
2615,108
2616,107
2617,117
2618,117
2619,117
2620,119
2621,116
2622,117
2623,119
2624,118
2625,117
2626,120
2627,120
2628,119
2629,133
2630,138
2631,144
2632,146
2633,149
2634,154
2635,158
2636,165
2637,168
2638,170
2639,176
2640,184
2641,191
2642,192
2643,193
2644,199
2645,204
2646,209
2647,216
2648,218
2649,220
2650,225
2651,230
2652,236
2653,241
2654,243
2655,247
2656,259
2657,266
2658,270
2659,271
2660,278
2661,287
2662,291
2663,296
2664,302
2665,306
2666,307
2667,308
2668,309
2669,309
2670,311
2671,311
2672,313
2673,314
2674,317
2675,316
2676,315
2677,308
2678,311
2679,312
2680,313
2681,313
2682,313
2683,311
2684,307
2685,307
2686,309
2687,311
2688,312
2689,313
2690,310
2691,311
2692,307
2693,306
2694,309
2695,307
2696,306
2697,309
2698,306
2699,305
2700,305
2701,306
2702,307
2703,305
2704,305
2705,303
2706,302
2707,303
2708,302
2709,303
2710,301
2711,300
2712,299
2713,296
2714,294
2715,292
2716,293
2717,293
2718,284
2719,283
2720,284
2721,286
2722,286
2723,287
2724,285
2725,281
2726,276
2727,270
2728,268
2729,263
2730,262
2731,257
2732,250
2733,228
2734,229
2735,224
2736,217
2737,216
2738,212
2739,210
2740,201
2741,181
2742,181
2743,179
2744,167
2745,159
2746,159
2747,145
2748,146
2749,145
2750,145
2751,142
2752,138
2753,132
2754,132
2755,121
2756,122
2757,118
2758,107
2759,106
2760,100
2761,95
2762,87
2763,83
2764,83
2765,84
2766,87
2767,89
2768,85
2769,85
2770,85
2771,86
2772,83
2773,86
2774,84
2775,85
2776,84
2777,85
2778,84
2779,87
2780,86
2781,86
2782,86
2783,88
2784,88
2785,89
2786,90
2787,83
2788,84
2789,89
2790,90
2791,92
2792,91
2793,91
2794,91
2795,90
2796,90
2797,90
2798,90
2799,91
2800,91
2801,91
2802,90
2803,89
2804,91
2805,89
2806,90
2807,90
2808,91
2809,91
2810,92
2811,94
2812,93
2813,94
2814,94
2815,94
2816,92
2817,92
2818,90
2819,91
2820,89
2821,89
2822,88
2823,86
2824,86
2825,85
2826,84
2827,83
2828,84
2829,84
2830,85
2831,87
2832,86
2833,84
2834,83
2835,85
2836,84
2837,83
2838,83
2839,82
2840,82
2841,82
2842,87
2843,87
2844,88
2845,84
2846,84
2847,85
2848,83
2849,82
2850,81
2851,83
2852,84
2853,85
2854,81
2855,81
2856,78
2857,86
2858,85
2859,85
2860,82
2861,81
2862,80
2863,80
2864,79
2865,80
2866,75
2867,76
2868,79
2869,81
2870,81
2871,81
2872,81
2873,80
2874,80
2875,81
2876,81
2877,81
2878,80
2879,78
2880,78
2881,80
2882,78
2883,78
2884,79
2885,77
2886,78
2887,79
2888,79
2889,79
2890,79
2891,80
2892,80
2893,79
2894,79
2895,79
2896,80
2897,80
2898,80
2899,79
2900,80
2901,80
2902,80
2903,81
2904,81
2905,82
2906,82
2907,82
2908,81
2909,79
2910,80
2911,79
2912,80
2913,81
2914,82
2915,84
2916,84
2917,85
2918,86
2919,86
2920,90
2921,90
2922,88
2923,88
2924,89
2925,89
2926,89
2927,88
2928,88
2929,86
2930,86
2931,87
2932,88
2933,88
2934,89
2935,89
2936,86
2937,85
2938,92
2939,94
2940,96
2941,94
2942,95
2943,97
2944,96
2945,97
2946,101
2947,101
2948,103
2949,103
2950,106
2951,106
2952,105
2953,105
2954,102
2955,102
2956,103
2957,102
2958,104
2959,116
2960,119
2961,118
2962,118
2963,119
2964,121
2965,120
2966,120
2967,123
2968,125
2969,126
2970,128
2971,132
2972,134
2973,139
2974,139
2975,145
2976,146
2977,147
2978,146
