Position,ENA_ABO36636_ABO36636_1_Solanum_lycopersicum_(tomato)_copia_LTR_rider.fa_002
280,49
281,48
282,50
283,51
284,50
285,50
286,49
287,48
288,49
289,48
290,47
291,47
292,47
293,46
294,46
295,45
296,46
297,46
298,43
299,43
300,44
301,43
302,43
303,42
304,42
305,42
306,41
307,42
308,42
309,42
310,42
311,41
312,40
313,40
314,39
315,40
316,39
317,41
318,40
319,40
320,42
321,43
322,43
323,43
324,44
325,45
326,45
327,49
328,48
329,48
330,48
331,59
332,61
333,63
334,68
335,73
336,75
337,83
338,89
339,92
340,96
341,100
342,104
343,106
344,110
345,121
346,130
347,138
348,144
349,149
350,154
351,161
352,157
353,157
354,156
355,186
356,188
357,190
358,192
359,192
360,192
361,193
362,195
363,196
364,196
365,198
366,204
367,205
368,206
369,206
370,213
371,211
372,211
373,213
374,210
375,210
376,209
377,209
378,208
379,208
380,208
381,205
382,205
383,205
384,205
385,206
386,206
387,207
388,207
389,207
390,205
391,205
392,205
393,205
394,205
395,205
396,204
397,204
398,203
399,203
400,202
401,201
402,201
403,201
404,200
405,200
406,200
407,199
408,200
409,201
410,201
411,201
412,201
413,201
414,200
415,200
416,200
417,199
418,200
419,199
420,199
421,199
422,198
423,199
424,196
425,196
426,192
427,191
428,191
429,186
430,181
431,180
432,179
433,173
434,169
435,165
436,159
437,154
438,144
439,143
440,138
441,134
442,130
443,127
444,121
445,116
446,107
447,97
448,89
449,85
450,82
451,75
452,69
453,57
454,50
455,51
456,47
457,47
458,46
459,45
460,46
461,45
462,44
463,43
464,44
465,40
466,40
467,38
468,35
469,30
470,31
471,33
472,31
473,30
474,30
475,30
476,30
477,31
478,31
479,31
480,31
481,31
482,31
483,33
484,33
485,33
486,34
487,35
488,36
489,36
490,36
491,38
492,40
493,42
494,42
495,42
496,42
497,42
498,41
499,45
500,45
501,47
502,47
503,47
504,47
505,50
506,51
507,53
508,54
509,53
510,55
511,57
512,58
513,58
514,58
515,58
516,57
517,53
518,53
519,53
520,53
521,53
522,52
523,56
524,56
525,56
526,56
527,57
528,57
529,57
530,59
531,60
532,58
533,58
534,59
535,58
536,58
537,58
538,58
539,57
540,58
541,58
542,58
543,58
544,58
545,58
546,58
547,59
548,59
549,59
550,58
551,58
552,58
553,58
554,57
555,56
556,55
557,54
558,53
559,55
560,55
561,55
562,55
563,55
564,52
565,51
566,50
567,50
568,50
569,51
570,49
571,48
572,48
573,48
574,48
575,48
576,48
577,47
578,48
579,50
580,50
581,51
582,50
583,49
584,49
585,49
586,49
587,49
588,48
589,49
590,48
591,42
592,42
593,42
594,42
595,42
596,42
597,40
598,39
599,37
600,38
601,35
602,35
603,34
604,30
605,30
606,30
607,30
608,27
609,28
610,28
611,25
612,25
613,26
614,26
615,26
616,27
617,27
618,27
619,27
620,26
621,24
622,24
623,23
624,18
625,18
626,19
627,20
628,21
629,21
630,22
631,24
632,28
633,29
634,31
635,32
636,32
637,34
638,36
639,36
640,36
641,38
642,44
643,43
644,44
645,45
646,46
647,46
648,49
649,49
650,51
651,52
652,55
653,57
654,57
655,59
656,61
657,65
658,68
659,69
660,71
661,71
662,72
663,76
664,79
665,83
666,83
667,84
668,87
669,87
670,88
671,90
672,92
673,94
674,95
675,98
676,102
677,103
678,104
679,104
680,105
681,107
682,110
683,113
684,119
685,121
686,121
687,122
688,122
689,130
690,131
691,132
692,135
693,139
694,141
695,143
696,148
697,150
698,154
699,156
700,155
701,158
702,161
703,163
704,166
705,167
706,167
707,167
708,167
709,168
710,169
711,170
712,171
713,171
714,171
715,171
716,171
717,172
718,176
719,179
720,181
721,182
722,181
723,182
724,182
725,180
726,181
727,182
728,180
729,180
730,183
731,181
732,181
733,180
734,178
735,178
736,178
737,176
738,177
739,176
740,175
741,170
742,170
743,169
744,167
745,167
746,165
747,160
748,159
749,156
750,150
751,150
752,150
753,149
754,146
755,139
756,139
757,139
758,137
759,136
760,134
761,135
762,134
763,130
764,125
765,123
766,121
767,124
768,124
769,124
770,125
771,120
772,121
773,121
774,123
775,119
776,122
777,124
778,124
779,127
780,133
781,133
782,131
783,131
784,131
785,129
786,122
787,122
788,125
789,120
790,120
791,120
792,105
793,117
794,119
795,120
796,117
797,116
798,115
799,114
800,115
801,113
802,113
803,113
804,111
805,112
806,111
807,112
808,112
809,112
810,112
811,111
812,111
813,113
814,112
815,112
816,112
817,111
818,109
819,110
820,109
821,108
822,108
823,106
824,105
825,104
826,104
827,103
828,102
829,102
830,102
831,101
832,100
833,101
834,100
835,99
836,99
837,99
838,101
839,100
840,101
841,101
842,101
843,101
844,106
845,106
846,106
847,107
848,107
849,107
850,109
851,109
852,112
853,113
854,113
855,113
856,115
857,116
858,117
859,117
860,120
861,121
862,122
863,122
864,122
865,122
866,122
867,119
868,118
869,120
870,121
871,121
872,121
873,119
874,112
875,113
876,115
877,98
878,99
879,96
880,96
881,95
882,96
883,94
884,95
885,96
886,97
887,99
888,98
889,101
890,98
891,94
892,92
893,92
894,92
895,92
896,92
897,92
898,92
899,87
900,87
901,88
902,89
903,90
904,89
905,87
906,86
907,82
908,83
909,83
910,83
911,88
912,87
913,87
914,87
915,89
916,88
917,88
918,87
919,88
920,88
921,88
922,88
923,89
924,89
925,89
926,91
927,93
928,94
929,98
930,100
931,99
932,98
933,98
934,103
935,104
936,105
937,105
938,103
939,103
940,103
941,101
942,101
943,103
944,101
945,102
946,105
947,105
948,105
949,105
950,102
951,102
952,99
953,98
954,99
955,98
956,97
957,98
958,96
959,95
960,92
961,91
962,92
963,92
964,91
965,91
966,92
967,92
968,93
969,96
970,98
971,97
972,98
973,98
974,98
975,101
976,101
977,101
978,103
979,103
980,104
981,104
982,104
983,102
984,101
985,102
986,100
987,99
988,99
989,99
990,101
991,101
992,100
993,98
994,98
995,100
996,101
997,100
998,97
999,99
1000,100
1001,102
1002,102
1003,103
1004,104
1005,106
1006,102
1007,102
1008,104
1009,110
1010,112
1011,115
1012,117
1013,116
1014,120
1015,120
1016,122
1017,124
1018,127
1019,128
1020,130
1021,135
1022,135
1023,135
1024,137
1025,143
1026,144
1027,144
1028,144
1029,141
1030,138
1031,139
1032,140
1033,142
1034,147
1035,157
1036,161
1037,166
1038,169
1039,166
1040,167
1041,167
1042,165
1043,166
1044,171
1045,172
1046,172
1047,172
1048,172
1049,175
1050,180
1051,185
1052,185
1053,190
1054,192
1055,191
1056,191
1057,192
1058,197
1059,208
1060,214
1061,220
1062,227
1063,227
1064,233
1065,233
1066,238
1067,240
1068,248
1069,250
1070,252
1071,254
1072,257
1073,258
1074,258
1075,258
1076,259
1077,263
1078,263
1079,267
1080,267
1081,268
1082,267
1083,264
1084,264
1085,265
1086,268
1087,268
1088,272
1089,272
1090,273
1091,271
1092,270
1093,271
1094,271
1095,271
1096,271
1097,270
1098,264
1099,264
1100,264
1101,263
1102,262
1103,262
1104,258
1105,256
1106,255
1107,254
1108,249
1109,244
1110,244
1111,243
1112,241
1113,241
1114,238
1115,234
1116,235
1117,234
1118,229
1119,226
1120,223
1121,220
1122,219
1123,217
1124,214
1125,212
1126,200
1127,206
1128,207
1129,211
1130,210
1131,208
1132,206
1133,201
1134,198
1135,195
1136,193
1137,195
1138,193
1139,197
1140,199
1141,198
1142,195
1143,199
1144,199
1145,195
1146,194
1147,190
1148,198
1149,200
1150,202
1151,203
1152,203
1153,207
1154,206
1155,208
1156,210
1157,209
1158,215
1159,210
1160,208
1161,201
1162,199
1163,198
1164,192
1165,195
1166,192
1167,193
1168,191
1169,186
1170,184
1171,183
1172,182
1173,183
1174,180
1175,179
1176,179
1177,177
1178,176
1179,175
1180,177
1181,178
1182,179
1183,178
1184,182
1185,181
1186,184
1187,187
1188,183
1189,182
1190,184
1191,186
1192,188
1193,188
1194,189
1195,188
1196,193
1197,195
1198,195
1199,196
1200,194
1201,196
1202,196
1203,197
1204,197
1205,197
1206,197
1207,197
1208,198
1209,197
1210,198
1211,198
1212,196
1213,196
1214,197
1215,197
1216,197
1217,199
1218,200
1219,202
1220,201
1221,200
1222,196
1223,198
1224,202
1225,205
1226,202
1227,204
1228,204
1229,203
1230,200
1231,200
1232,200
1233,199
1234,198
1235,196
1236,197
1237,197
1238,195
1239,189
1240,187
1241,187
1242,184
1243,182
1244,178
1245,180
1246,178
1247,177
1248,150
1249,151
1250,151
1251,150
1252,150
1253,147
1254,144
1255,141
1256,138
1257,136
1258,127
1259,132
1260,132
1261,133
1262,132
1263,134
1264,132
1265,125
1266,120
1267,119
1268,123
1269,120
1270,114
1271,114
1272,115
1273,116
1274,116
1275,116
1276,113
1277,114
1278,115
1279,113
1280,110
1281,108
1282,108
1283,109
1284,106
1285,104
1286,102
1287,100
1288,100
1289,101
1290,100
1291,100
1292,103
1293,104
1294,108
1295,111
1296,110
1297,110
1298,109
1299,109
1300,105
1301,105
1302,106
1303,146
1304,151
1305,160
1306,164
1307,168
1308,174
1309,178
1310,184
1311,186
1312,193
1313,194
1314,196
1315,196
1316,198
1317,198
1318,200
1319,201
1320,203
1321,206
1322,203
1323,204
1324,201
1325,201
1326,200
1327,197
1328,198
1329,202
1330,202
1331,201
1332,201
1333,203
1334,202
1335,203
1336,205
1337,206
1338,207
1339,207
1340,206
1341,205
1342,207
1343,207
1344,208
1345,208
1346,208
1347,208
1348,206
1349,205
1350,201
1351,203
1352,204
1353,206
1354,205
1355,206
1356,205
1357,206
1358,205
1359,204
1360,207
1361,206
1362,208
1363,207
1364,208
1365,208
1366,209
1367,207
1368,207
1369,210
1370,213
1371,213
1372,216
1373,214
1374,215
1375,215
1376,216
1377,219
1378,223
1379,228
1380,228
1381,228
1382,228
1383,229
1384,232
1385,236
1386,237
1387,239
1388,238
1389,240
1390,235
1391,232
1392,219
1393,229
1394,230
1395,232
1396,229
1397,227
1398,221
1399,217
1400,207
1401,198
1402,200
1403,200
1404,195
1405,187
1406,187
1407,176
1408,175
1409,171
1410,172
1411,168
1412,164
1413,163
1414,162
1415,161
1416,154
1417,158
1418,158
1419,161
1420,160
1421,156
1422,155
1423,157
1424,157
1425,158
1426,164
1427,160
1428,160
1429,159
1430,162
1431,162
1432,163
1433,166
1434,163
1435,162
1436,164
1437,163
1438,167
1439,169
1440,167
1441,167
1442,169
1443,170
1444,171
1445,170
1446,173
1447,174
1448,174
1449,176
1450,175
1451,174
1452,174
1453,175
1454,175
1455,177
1456,179
1457,176
1458,177
1459,178
1460,173
1461,173
1462,172
1463,172
1464,170
1465,171
1466,170
1467,169
1468,169
1469,166
1470,162
1471,161
1472,159
1473,157
1474,154
1475,153
1476,151
1477,146
1478,145
1479,141
1480,139
1481,136
1482,136
1483,134
1484,132
1485,128
1486,125
1487,122
1488,119
1489,115
1490,112
1491,110
1492,108
1493,109
1494,109
1495,109
1496,112
1497,107
1498,107
1499,107
1500,109
1501,109
1502,110
1503,109
1504,106
1505,106
1506,112
1507,111
1508,110
1509,109
1510,116
1511,120
1512,114
1513,115
1514,114
1515,117
1516,115
1517,121
1518,122
1519,123
1520,123
1521,124
1522,121
1523,121
1524,122
1525,121
1526,125
1527,127
1528,126
1529,124
1530,122
1531,122
1532,122
1533,123
1534,124
1535,126
1536,125
1537,124
1538,125
1539,124
1540,124
1541,122
1542,118
1543,126
1544,128
1545,131
1546,129
1547,129
1548,129
1549,132
1550,131
1551,133
1552,136
1553,135
1554,136
1555,136
1556,135
1557,136
1558,138
1559,138
1560,140
1561,140
1562,143
1563,142
1564,142
1565,145
1566,145
1567,145
1568,146
1569,146
1570,146
1571,146
1572,147
1573,147
1574,148
1575,151
1576,153
1577,156
1578,154
1579,155
1580,157
1581,157
1582,157
1583,157
1584,156
1585,157
1586,158
1587,160
1588,161
1589,162
1590,163
1591,165
1592,164
1593,165
1594,168
1595,171
1596,169
1597,171
1598,171
1599,170
1600,171
1601,173
1602,174
1603,177
1604,179
1605,180
1606,177
1607,178
1608,177
1609,174
1610,167
1611,176
1612,182
1613,187
1614,189
1615,192
1616,193
1617,190
1618,188
1619,192
1620,195
1621,197
1622,197
1623,198
1624,197
1625,198
1626,196
1627,197
1628,200
1629,201
1630,200
1631,205
1632,205
1633,204
1634,203
1635,193
1636,202
1637,204
1638,206
1639,205
1640,204
1641,203
1642,197
1643,195
1644,194
1645,192
1646,192
1647,189
1648,185
1649,183
1650,180
1651,179
1652,178
1653,178
1654,176
1655,175
1656,173
1657,173
1658,170
1659,169
1660,169
1661,173
1662,171
1663,170
1664,170
1665,170
1666,181
1667,183
1668,190
1669,199
1670,211
1671,212
1672,214
1673,214
1674,218
1675,225
1676,225
1677,223
1678,234
1679,239
1680,238
1681,238
1682,239
1683,239
1684,238
1685,237
1686,230
1687,246
1688,249
1689,251
1690,255
1691,255
1692,256
1693,248
1694,251
1695,252
1696,250
1697,251
1698,252
1699,250
1700,250
1701,243
1702,242
1703,238
1704,236
1705,234
1706,233
1707,232
1708,231
1709,219
1710,218
1711,217
1712,211
1713,205
1714,202
1715,201
1716,200
1717,201
1718,201
1719,195
1720,195
1721,194
1722,192
1723,190
1724,185
1725,185
1726,185
1727,184
1728,183
1729,178
1730,178
1731,176
1732,173
1733,172
1734,172
1735,171
1736,166
1737,165
1738,164
1739,164
1740,163
1741,163
1742,163
1743,163
1744,163
1745,163
1746,163
1747,164
1748,164
1749,165
1750,165
1751,164
1752,164
1753,164
1754,165
1755,162
1756,159
1757,160
1758,161
1759,159
1760,158
1761,155
1762,154
1763,154
1764,152
1765,143
1766,140
1767,135
1768,128
1769,117
1770,107
1771,107
1772,100
1773,96
1774,91
1775,79
1776,78
1777,76
1778,74
1779,69
1780,68
1781,70
1782,67
1783,64
1784,59
1785,59
1786,59
1787,56
1788,56
1789,57
1790,58
1791,62
1792,62
1793,62
1794,62
1795,65
1796,68
1797,67
1798,67
1799,68
1800,74
1801,75
1802,78
1803,78
1804,81
1805,82
1806,84
1807,84
1808,85
1809,88
1810,91
1811,92
1812,94
1813,98
1814,98
1815,98
1816,95
1817,99
1818,99
1819,100
1820,105
1821,104
1822,107
1823,118
1824,119
1825,121
1826,122
1827,124
1828,125
1829,125
1830,126
1831,125
1832,125
1833,126
1834,127
1835,128
1836,128
1837,128
1838,128
1839,130
1840,131
1841,133
1842,133
1843,134
1844,133
1845,133
1846,133
1847,132
1848,133
1849,131
1850,131
1851,130
1852,132
1853,132
1854,132
1855,132
1856,132
1857,132
1858,131
1859,132
1860,132
1861,132
1862,132
1863,131
1864,132
1865,132
1866,132
1867,132
1868,132
1869,132
1870,132
1871,132
1872,131
1873,131
1874,130
1875,130
1876,131
1877,131
1878,130
1879,130
1880,130
1881,127
1882,127
1883,127
1884,122
1885,123
1886,123
1887,123
1888,120
1889,115
1890,110
1891,110
1892,109
1893,107
1894,103
1895,98
1896,97
1897,98
1898,96
1899,96
1900,92
1901,88
1902,88
1903,88
1904,85
1905,81
1906,81
1907,80
1908,80
1909,74
1910,72
1911,69
1912,67
1913,65
1914,66
1915,66
1916,65
1917,63
1918,64
1919,62
1920,58
1921,52
1922,48
1923,42
1924,44
1925,41
1926,37
1927,32
1928,31
1929,31
1930,29
1931,29
1932,29
1933,29
1934,28
1935,26
1936,26
1937,28
1938,26
1939,24
1940,25
1941,26
1942,26
1943,26
1944,26
1945,26
1946,26
1947,26
1948,26
1949,26
1950,27
1951,26
1952,26
1953,26
1954,26
1955,26
1956,26
1957,26
1958,26
1959,25
1960,25
1961,28
1962,29
1963,30
1964,31
1965,34
1966,35
1967,37
1968,38
1969,40
1970,40
1971,39
1972,43
1973,47
1974,49
1975,52
1976,52
1977,54
1978,57
1979,61
1980,62
1981,63
1982,63
1983,64
1984,64
1985,64
1986,66
1987,70
1988,70
1989,75
1990,78
1991,81
1992,81
1993,81
1994,88
1995,91
1996,94
1997,98
1998,101
1999,105
2000,106
2001,106
2002,111
2003,112
2004,115
2005,117
2006,118
2007,121
2008,124
2009,126
2010,126
2011,126
2012,124
2013,124
2014,126
2015,127
2016,129
2017,130
2018,132
2019,132
2020,132
2021,132
2022,132
2023,130
2024,131
2025,131
2026,131
2027,133
2028,132
2029,134
2030,134
2031,132
2032,132
2033,132
2034,133
2035,134
2036,131
2037,131
2038,132
2039,135
2040,136
2041,138
2042,137
2043,139
2044,139
2045,139
2046,140
2047,143
2048,143
2049,145
2050,144
2051,144
2052,145
2053,146
2054,146
2055,146
2056,146
2057,145
2058,144
2059,144
2060,144
2061,141
2062,140
2063,138
2064,137
2065,135
2066,134
2067,131
2068,130
2069,129
2070,127
2071,126
2072,125
2073,121
2074,118
2075,116
2076,115
2077,113
2078,111
2079,108
2080,99
2081,99
2082,99
2083,99
2084,98
2085,96
2086,93
2087,93
2088,92
2089,90
2090,85
2091,83
2092,80
2093,74
2094,74
2095,72
2096,69
2097,66
2098,65
2099,62
2100,60
2101,59
2102,53
2103,50
2104,47
2105,46
2106,44
2107,43
2108,40
2109,38
2110,37
2111,37
2112,37
2113,36
2114,36
2115,35
2116,34
2117,33
2118,32
2119,31
2120,31
2121,30
2122,30
2123,30
2124,29
2125,29
2126,28
2127,26
2128,25
2129,25
2130,25
2131,25
2132,25
2133,25
2134,25
2135,24
2136,19
2137,20
2138,20
2139,19
2140,20
2141,18
2142,18
2143,18
2144,18
2145,20
2146,18
2147,19
2148,17
2149,17
2150,16
2151,16
2152,15
2153,16
2154,20
2155,22
2156,24
2157,26
2158,29
2159,29
2160,31
2161,32
2162,40
2163,47
2164,56
2165,59
2166,63
2167,65
2168,71
2169,74
2170,78
2171,79
2172,83
2173,90
2174,97
2175,98
2176,98
2177,98
2178,100
2179,100
2180,100
2181,100
2182,120
2183,123
2184,125
2185,127
2186,127
2187,128
2188,131
2189,133
2190,134
2191,135
2192,138
2193,139
2194,142
2195,143
2196,143
2197,144
2198,145
2199,145
2200,145
2201,145
2202,145
2203,145
2204,145
2205,145
2206,145
2207,145
2208,145
2209,145
2210,145
2211,144
2212,144
2213,144
2214,143
2215,145
2216,145
2217,145
2218,145
2219,145
2220,145
2221,145
2222,145
2223,145
2224,144
2225,144
2226,144
2227,145
2228,145
2229,145
2230,145
2231,145
2232,145
2233,145
2234,145
2235,145
2236,144
2237,144
2238,144
2239,144
2240,143
2241,143
2242,143
2243,142
2244,139
2245,139
2246,139
2247,139
2248,139
2249,139
2250,137
2251,137
2252,135
2253,134
2254,128
2255,118
2256,117
2257,116
2258,116
2259,114
2260,113
2261,113
2262,104
2263,98
2264,89
2265,85
2266,81
2267,75
2268,56
2269,53
2270,50
2271,50
2272,49
2273,45
2274,44
2275,43
2276,38
2277,34
2278,29
2279,27
2280,26
2281,24
2282,22
2283,21
2284,21
2285,19
2286,19
2287,18
2288,17
2289,15
2290,14
2291,13
2292,10
2293,9
2294,6
2295,5
2296,5
2297,5
2298,5
2299,5
2300,5
2301,5
2302,5
2303,5
2304,5
2305,5
2306,5
2307,4
2308,4
2309,4
2310,4
2311,4
2312,4
2313,4
2314,4
2315,4
2316,4
2317,4
2318,4
2319,4
2320,4
2321,4
2322,4
2323,4
2324,4
2325,5
2326,5
2327,4
2328,4
2329,5
2330,5
2331,5
2332,5
2333,6
2334,6
2335,6
2336,7
2337,7
2338,7
2339,7
2340,7
2341,7
2342,7
2343,7
2344,7
2345,7
2346,8
2347,8
2348,8
2349,8
2350,8
2351,8
2352,8
2353,8
2354,8
2355,8
2356,8
2357,8
2358,8
2359,8
2360,8
2361,8
2362,8
2363,8
2364,8
2365,8
2366,8
2367,8
2368,8
2369,8
2370,8
2371,8
2372,8
2373,10
2374,10
2375,10
2376,10
2377,10
2378,10
2379,10
2380,11
2381,11
2382,11
2383,11
2384,11
2385,11
2386,11
2387,12
2388,13
2389,13
2390,14
2391,14
2392,14
2393,14
2394,15
2395,15
2396,15
2397,15
2398,15
2399,15
2400,15
2401,15
2402,15
2403,15
2404,15
2405,15
2406,15
2407,16
2408,16
2409,16
2410,17
2411,17
2412,16
2413,16
2414,16
2415,16
2416,16
2417,16
2418,16
2419,16
2420,16
2421,16
2422,16
2423,16
2424,14
2425,15
2426,15
2427,15
2428,15
2429,15
2430,15
2431,15
2432,15
2433,12
2434,12
2435,12
2436,12
2437,13
2438,12
2439,12
2440,12
2441,12
2442,12
2443,12
2444,11
2445,12
2446,12
2447,12
2448,12
2449,12
2450,12
2451,12
2452,12
2453,12
2454,12
2455,12
2456,12
2457,12
2458,12
2459,12
2460,12
2461,12
2462,12
2463,12
2464,12
2465,12
2466,12
2467,12
2468,12
2469,12
2470,12
2471,12
2472,12
2473,10
2474,9
2475,9
2476,9
2477,9
2478,9
2479,9
2480,9
2481,9
2482,8
2483,8
2484,8
2485,8
2486,8
2487,7
2488,6
2489,6
2490,5
2491,5
2492,5
2493,5
2494,5
2495,5
2496,5
2497,5
2498,5
2499,5
2500,5
2501,5
2502,4
2503,4
2504,4
2505,4
2506,4
2507,3
2508,3
2509,3
2510,3
2511,3
2512,3
2513,3
2514,3
2515,3
2516,3
2517,5
2518,6
2519,6
2520,7
2521,7
2522,7
2523,8
2524,10
2525,11
2526,12
2527,13
2528,18
2529,19
2530,20
2531,21
2532,21
2533,21
2534,21
2535,22
2536,22
2537,26
2538,26
2539,26
2540,26
2541,29
2542,29
2543,32
2544,31
2545,30
2546,33
2547,33
2548,34
2549,37
2550,38
2551,41
2552,42
2553,45
2554,49
2555,51
2556,52
2557,53
2558,53
2559,53
2560,53
2561,55
2562,55
2563,55
2564,55
2565,55
2566,57
2567,57
2568,58
2569,58
2570,58
2571,58
2572,58
2573,59
2574,61
2575,61
2576,61
2577,62
2578,63
2579,64
2580,64
2581,64
2582,66
2583,66
2584,66
2585,66
2586,66
2587,66
2588,67
2589,67
2590,68
2591,68
2592,69
2593,69
2594,69
2595,71
2596,71
2597,72
2598,73
2599,73
2600,73
2601,73
2602,73
2603,73
2604,73
2605,73
2606,73
2607,74
2608,74
2609,74
2610,74
2611,75
2612,75
2613,75
2614,75
2615,75
2616,72
2617,77
2618,77
2619,76
2620,76
2621,76
2622,76
2623,76
2624,76
2625,75
2626,78
2627,79
2628,75
2629,87
2630,98
2631,105
2632,115
2633,123
2634,137
2635,145
2636,160
2637,165
2638,172
2639,186
2640,194
2641,207
2642,213
2643,222
2644,236
2645,245
2646,253
2647,261
2648,266
2649,274
2650,283
2651,291
2652,298
2653,304
2654,309
2655,316
2656,327
2657,337
2658,348
2659,355
2660,368
2661,376
2662,391
2663,397
2664,396
2665,397
2666,395
2667,396
2668,395
2669,395
2670,397
2671,398
2672,398
2673,399
2674,399
2675,399
2676,399
2677,398
2678,401
2679,402
2680,402
2681,402
2682,403
2683,403
2684,402
2685,402
2686,402
2687,401
2688,401
2689,401
2690,400
2691,399
2692,399
2693,398
2694,398
2695,398
2696,397
2697,397
2698,397
2699,397
2700,395
2701,395
2702,395
2703,395
2704,395
2705,395
2706,398
2707,398
2708,399
2709,399
2710,399
2711,398
2712,399
2713,398
2714,394
2715,394
2716,393
2717,393
2718,393
2719,393
2720,392
2721,391
2722,388
2723,387
2724,386
2725,386
2726,382
2727,377
2728,376
2729,349
2730,349
2731,339
2732,327
2733,280
2734,280
2735,271
2736,271
2737,271
2738,267
2739,254
2740,243
2741,210
2742,210
2743,210
2744,186
2745,166
2746,166
2747,140
2748,140
2749,140
2750,140
2751,132
2752,132
2753,119
2754,119
2755,94
2756,94
2757,85
2758,69
2759,67
2760,54
2761,45
2762,27
2763,24
2764,24
2765,24
2766,26
2767,25
2768,23
2769,23
2770,21
2771,20
2772,20
2773,20
2774,19
2775,18
2776,17
2777,16
2778,16
2779,16
2780,16
2781,16
2782,16
2783,16
2784,16
2785,16
2786,16
2787,16
2788,16
2789,16
2790,16
2791,16
2792,16
2793,16
2794,16
2795,15
2796,15
2797,15
2798,14
2799,14
2800,14
2801,14
2802,12
2803,12
2804,12
2805,10
2806,9
2807,9
2808,8
2809,8
2810,8
2811,8
2812,8
2813,8
2814,8
2815,9
2816,8
2817,8
2818,8
2819,8
2820,9
2821,10
2822,10
2823,10
2824,10
2825,10
2826,10
2827,10
2828,10
2829,10
2830,10
2831,10
2832,10
2833,9
2834,9
2835,9
2836,9
2837,9
2838,9
2839,9
2840,9
2841,9
2842,9
2843,9
2844,8
2845,8
2846,8
2847,7
2848,6
2849,6
2850,6
2851,6
2852,6
2853,6
2854,6
2855,6
2856,5
2857,5
2858,5
2859,5
2860,5
2861,5
2862,7
2863,7
2864,7
2865,7
2866,7
2867,6
2868,6
2869,6
2870,7
2871,7
2872,7
2873,7
2874,7
2875,7
2876,7
2877,7
2878,7
2879,7
2880,7
2881,7
2882,7
2883,7
2884,7
2885,6
2886,6
2887,6
2888,6
2889,6
2890,6
2891,6
2892,6
2893,6
2894,6
2895,6
2896,7
2897,7
2898,7
2899,7
2900,8
2901,7
2902,7
2903,8
2904,8
2905,8
2906,8
2907,8
2908,8
2909,8
2910,8
2911,8
2912,8
2913,9
2914,9
2915,9
2916,9
2917,10
2918,11
2919,12
2920,12
2921,12
2922,12
2923,12
2924,12
2925,12
2926,12
2927,12
2928,12
2929,12
2930,13
2931,13
2932,13
2933,13
2934,16
2935,16
2936,16
2937,16
2938,18
2939,18
2940,19
2941,20
2942,20
2943,21
2944,24
2945,24
2946,24
2947,26
2948,28
2949,29
2950,29
2951,30
2952,31
2953,31
2954,32
2955,32
2956,32
2957,33
2958,34
2959,35
2960,39
2961,42
2962,50
2963,55
2964,58
2965,62
2966,66
2967,69
2968,72
2969,75
2970,80
2971,86
2972,91
2973,98
2974,103
2975,106
2976,109
2977,113
2978,113
