Position,ENA_ABO36636_ABO36636_1_Solanum_lycopersicum_(tomato)_copia_LTR_rider.fa_004
353,134
354,134
355,156
356,156
357,161
358,165
359,165
360,166
361,166
362,163
363,164
364,164
365,166
366,168
367,170
368,171
369,171
370,173
371,173
372,173
373,177
374,179
375,178
376,178
377,177
378,177
379,177
380,177
381,176
382,176
383,176
384,177
385,177
386,176
387,174
388,171
389,171
390,171
391,171
392,170
393,169
394,167
395,167
396,167
397,167
398,166
399,166
400,165
401,164
402,164
403,164
404,163
405,162
406,162
407,162
408,162
409,161
410,161
411,161
412,161
413,161
414,161
415,162
416,162
417,162
418,160
419,161
420,161
421,161
422,161
423,160
424,158
425,158
426,156
427,157
428,157
429,152
430,144
431,142
432,141
433,138
434,133
435,127
436,121
437,119
438,113
439,110
440,106
441,101
442,95
443,91
444,89
445,86
446,80
447,73
448,68
449,65
450,61
451,57
452,54
453,45
454,38
455,39
456,38
457,36
458,34
459,33
460,32
461,33
462,33
463,36
464,36
465,33
466,34
467,33
468,32
469,31
470,30
471,27
472,28
473,26
474,26
475,26
476,27
477,26
478,26
479,26
480,26
481,26
482,26
483,27
484,26
485,26
486,26
487,26
488,27
489,29
490,30
491,30
492,30
493,30
494,30
495,31
496,32
497,32
498,32
499,32
500,31
501,31
502,31
503,31
504,30
505,32
506,32
507,32
508,32
509,32
510,34
511,35
512,36
513,36
514,36
515,35
516,36
517,33
518,33
519,33
520,33
521,32
522,32
523,33
524,33
525,33
526,33
527,32
528,32
529,32
530,32
531,33
532,32
533,32
534,32
535,31
536,31
537,31
538,31
539,31
540,31
541,31
542,30
543,30
544,31
545,31
546,31
547,31
548,30
549,30
550,30
551,29
552,29
553,29
554,28
555,28
556,28
557,28
558,26
559,26
560,24
561,23
562,23
563,22
564,24
565,24
566,24
567,25
568,25
569,24
570,24
571,24
572,24
573,24
574,24
575,23
576,24
577,24
578,24
579,24
580,24
581,25
582,25
583,25
584,23
585,24
586,23
587,23
588,23
589,23
590,22
591,22
592,22
593,22
594,22
595,22
596,22
597,22
598,23
599,23
600,24
601,24
602,23
603,23
604,21
605,21
606,23
607,23
608,23
609,23
610,23
611,22
612,23
613,23
614,23
615,22
616,22
617,22
618,22
619,22
620,22
621,22
622,21
623,21
624,21
625,21
626,21
627,21
628,21
629,21
630,22
631,22
632,23
633,23
634,24
635,24
636,24
637,25
638,25
639,25
640,26
641,26
642,30
643,30
644,30
645,30
646,30
647,33
648,35
649,35
650,35
651,35
652,35
653,35
654,35
655,37
656,39
657,46
658,50
659,51
660,51
661,54
662,55
663,57
664,55
665,56
666,58
667,60
668,61
669,62
670,63
671,63
672,62
673,62
674,62
675,61
676,62
677,62
678,63
679,65
680,65
681,66
682,66
683,68
684,70
685,73
686,73
687,76
688,78
689,77
690,78
691,79
692,78
693,79
694,79
695,81
696,82
697,85
698,87
699,88
700,88
701,90
702,90
703,93
704,93
705,93
706,94
707,96
708,98
709,98
710,99
711,99
712,98
713,99
714,99
715,99
716,99
717,99
718,100
719,104
720,104
721,105
722,107
723,107
724,107
725,106
726,106
727,106
728,106
729,108
730,110
731,111
732,111
733,110
734,111
735,109
736,111
737,111
738,111
739,111
740,109
741,107
742,107
743,106
744,107
745,107
746,105
747,103
748,102
749,102
750,99
751,99
752,98
753,97
754,96
755,93
756,90
757,87
758,85
759,84
760,84
761,82
762,81
763,79
764,77
765,75
766,74
767,79
768,76
769,77
770,78
771,79
772,78
773,79
774,82
775,85
776,85
777,88
778,86
779,87
780,89
781,90
782,90
783,90
784,87
785,86
786,83
787,84
788,84
789,81
790,81
791,81
792,78
793,85
794,85
795,86
796,87
797,85
798,84
799,84
800,85
801,82
802,81
803,82
804,83
805,82
806,79
807,81
808,80
809,81
810,81
811,82
812,80
813,79
814,79
815,79
816,80
817,79
818,79
819,76
820,76
821,75
822,74
823,74
824,74
825,74
826,74
827,74
828,73
829,71
830,70
831,69
832,69
833,66
834,65
835,64
836,64
837,62
838,62
839,62
840,62
841,61
842,61
843,60
844,60
845,60
846,60
847,60
848,60
849,60
850,60
851,60
852,60
853,60
854,60
855,59
856,59
857,59
858,59
859,59
860,59
861,59
862,58
863,57
864,57
865,56
866,56
867,52
868,53
869,51
870,52
871,52
872,51
873,53
874,48
875,49
876,49
877,41
878,40
879,42
880,42
881,42
882,43
883,46
884,46
885,50
886,52
887,54
888,56
889,57
890,59
891,60
892,61
893,67
894,66
895,66
896,66
897,65
898,64
899,66
900,65
901,64
902,60
903,59
904,58
905,60
906,61
907,60
908,60
909,59
910,60
911,62
912,62
913,62
914,63
915,64
916,64
917,64
918,65
919,66
920,67
921,68
922,69
923,69
924,71
925,74
926,76
927,78
928,80
929,82
930,83
931,83
932,84
933,84
934,103
935,106
936,106
937,108
938,110
939,114
940,114
941,115
942,120
943,123
944,124
945,126
946,133
947,134
948,135
949,136
950,134
951,134
952,134
953,134
954,136
955,138
956,138
957,140
958,141
959,142
960,142
961,143
962,144
963,146
964,145
965,146
966,143
967,141
968,142
969,146
970,145
971,142
972,144
973,145
974,146
975,146
976,145
977,146
978,147
979,147
980,148
981,145
982,145
983,142
984,142
985,141
986,137
987,138
988,142
989,140
990,138
991,130
992,130
993,130
994,130
995,132
996,132
997,131
998,132
999,132
1000,132
1001,135
1002,135
1003,138
1004,139
1005,139
1006,138
1007,142
1008,142
1009,144
1010,143
1011,143
1012,143
1013,144
1014,146
1015,147
1016,147
1017,147
1018,146
1019,147
1020,151
1021,150
1022,151
1023,152
1024,151
1025,150
1026,146
1027,146
1028,145
1029,147
1030,143
1031,144
1032,141
1033,134
1034,134
1035,139
1036,141
1037,141
1038,140
1039,141
1040,137
1041,138
1042,136
1043,134
1044,137
1045,139
1046,138
1047,139
1048,138
1049,139
1050,139
1051,141
1052,140
1053,141
1054,137
1055,136
1056,139
1057,140
1058,140
1059,157
1060,163
1061,168
1062,169
1063,171
1064,171
1065,173
1066,174
1067,175
1068,178
1069,176
1070,173
1071,175
1072,176
1073,179
1074,177
1075,178
1076,180
1077,181
1078,182
1079,182
1080,182
1081,179
1082,185
1083,185
1084,184
1085,183
1086,184
1087,182
1088,180
1089,183
1090,184
1091,185
1092,183
1093,183
1094,183
1095,183
1096,183
1097,185
1098,184
1099,184
1100,184
1101,183
1102,184
1103,182
1104,181
1105,180
1106,179
1107,176
1108,176
1109,171
1110,172
1111,172
1112,172
1113,171
1114,166
1115,166
1116,166
1117,166
1118,164
1119,160
1120,158
1121,158
1122,158
1123,158
1124,153
1125,153
1126,145
1127,148
1128,149
1129,148
1130,146
1131,144
1132,142
1133,143
1134,142
1135,136
1136,137
1137,134
1138,130
1139,131
1140,132
1141,132
1142,132
1143,132
1144,131
1145,128
1146,126
1147,125
1148,128
1149,130
1150,134
1151,131
1152,131
1153,131
1154,131
1155,134
1156,140
1157,137
1158,144
1159,138
1160,136
1161,137
1162,136
1163,135
1164,135
1165,132
1166,129
1167,131
1168,132
1169,133
1170,133
1171,131
1172,130
1173,130
1174,132
1175,131
1176,131
1177,129
1178,126
1179,125
1180,126
1181,123
1182,122
1183,123
1184,122
1185,122
1186,123
1187,125
1188,126
1189,126
1190,126
1191,125
1192,125
1193,125
1194,125
1195,125
1196,125
1197,127
1198,124
1199,124
1200,124
1201,124
1202,124
1203,124
1204,124
1205,124
1206,124
1207,123
1208,123
1209,122
1210,122
1211,122
1212,122
1213,122
1214,123
1215,123
1216,123
1217,123
1218,123
1219,122
1220,120
1221,120
1222,118
1223,118
1224,119
1225,120
1226,118
1227,118
1228,118
1229,119
1230,119
1231,117
1232,118
1233,116
1234,115
1235,114
1236,114
1237,115
1238,115
1239,110
1240,110
1241,109
1242,105
1243,106
1244,108
1245,110
1246,108
1247,108
1248,83
1249,90
1250,93
1251,98
1252,96
1253,93
1254,93
1255,89
1256,85
1257,80
1258,81
1259,85
1260,85
1261,98
1262,100
1263,103
1264,107
1265,108
1266,108
1267,113
1268,109
1269,108
1270,110
1271,112
1272,111
1273,113
1274,113
1275,113
1276,113
1277,114
1278,118
1279,119
1280,121
1281,126
1282,126
1283,129
1284,132
1285,130
1286,133
1287,136
1288,137
1289,137
1290,137
1291,137
1292,137
1293,140
1294,148
1295,151
1296,152
1297,152
1298,152
1299,152
1300,152
1301,152
1302,152
1303,185
1304,189
1305,197
1306,203
1307,208
1308,214
1309,222
1310,225
1311,228
1312,234
1313,238
1314,239
1315,242
1316,246
1317,251
1318,257
1319,256
1320,258
1321,261
1322,263
1323,265
1324,267
1325,268
1326,270
1327,271
1328,273
1329,277
1330,278
1331,281
1332,282
1333,284
1334,286
1335,287
1336,292
1337,293
1338,293
1339,294
1340,295
1341,294
1342,295
1343,294
1344,294
1345,295
1346,291
1347,293
1348,293
1349,292
1350,279
1351,283
1352,283
1353,284
1354,283
1355,281
1356,281
1357,280
1358,277
1359,275
1360,268
1361,263
1362,260
1363,260
1364,256
1365,256
1366,251
1367,245
1368,247
1369,247
1370,248
1371,250
1372,251
1373,252
1374,254
1375,254
1376,255
1377,253
1378,258
1379,258
1380,255
1381,254
1382,248
1383,252
1384,255
1385,258
1386,256
1387,253
1388,253
1389,259
1390,256
1391,255
1392,232
1393,238
1394,239
1395,238
1396,236
1397,237
1398,232
1399,231
1400,229
1401,223
1402,223
1403,221
1404,218
1405,211
1406,211
1407,204
1408,201
1409,197
1410,195
1411,193
1412,185
1413,184
1414,183
1415,183
1416,178
1417,174
1418,172
1419,170
1420,173
1421,171
1422,167
1423,170
1424,166
1425,164
1426,169
1427,166
1428,166
1429,165
1430,165
1431,163
1432,164
1433,163
1434,163
1435,162
1436,159
1437,156
1438,158
1439,162
1440,160
1441,162
1442,164
1443,166
1444,165
1445,163
1446,163
1447,161
1448,161
1449,164
1450,167
1451,170
1452,171
1453,172
1454,171
1455,172
1456,177
1457,177
1458,178
1459,177
1460,181
1461,181
1462,182
1463,182
1464,182
1465,181
1466,180
1467,180
1468,180
1469,179
1470,175
1471,173
1472,169
1473,162
1474,162
1475,159
1476,159
1477,158
1478,156
1479,156
1480,154
1481,154
1482,154
1483,149
1484,146
1485,143
1486,141
1487,140
1488,137
1489,133
1490,130
1491,129
1492,128
1493,127
1494,126
1495,126
1496,128
1497,126
1498,126
1499,126
1500,125
1501,124
1502,123
1503,123
1504,119
1505,119
1506,123
1507,123
1508,123
1509,125
1510,128
1511,130
1512,128
1513,128
1514,127
1515,126
1516,125
1517,124
1518,124
1519,124
1520,122
1521,123
1522,120
1523,120
1524,119
1525,118
1526,116
1527,113
1528,113
1529,112
1530,111
1531,112
1532,113
1533,114
1534,112
1535,114
1536,113
1537,115
1538,114
1539,110
1540,110
1541,107
1542,102
1543,107
1544,108
1545,110
1546,112
1547,109
1548,111
1549,114
1550,107
1551,106
1552,107
1553,107
1554,105
1555,102
1556,98
1557,100
1558,99
1559,99
1560,102
1561,103
1562,104
1563,104
1564,104
1565,103
1566,104
1567,104
1568,104
1569,103
1570,105
1571,106
1572,106
1573,105
1574,105
1575,105
1576,107
1577,108
1578,109
1579,112
1580,112
1581,112
1582,113
1583,113
1584,113
1585,113
1586,114
1587,116
1588,117
1589,117
1590,118
1591,119
1592,119
1593,119
1594,119
1595,115
1596,116
1597,116
1598,119
1599,121
1600,123
1601,122
1602,122
1603,124
1604,124
1605,124
1606,122
1607,123
1608,121
1609,121
1610,119
1611,129
1612,135
1613,136
1614,139
1615,143
1616,150
1617,153
1618,158
1619,157
1620,158
1621,162
1622,161
1623,165
1624,165
1625,163
1626,165
1627,169
1628,173
1629,175
1630,176
1631,174
1632,172
1633,171
1634,170
1635,163
1636,175
1637,176
1638,179
1639,178
1640,177
1641,177
1642,176
1643,178
1644,179
1645,179
1646,177
1647,176
1648,173
1649,172
1650,172
1651,172
1652,167
1653,169
1654,169
1655,171
1656,171
1657,167
1658,174
1659,173
1660,178
1661,181
1662,183
1663,183
1664,184
1665,183
1666,189
1667,192
1668,196
1669,201
1670,208
1671,207
1672,216
1673,216
1674,221
1675,231
1676,229
1677,226
1678,232
1679,237
1680,238
1681,240
1682,238
1683,238
1684,237
1685,235
1686,231
1687,237
1688,239
1689,242
1690,245
1691,244
1692,245
1693,246
1694,246
1695,248
1696,250
1697,247
1698,247
1699,241
1700,241
1701,240
1702,241
1703,240
1704,242
1705,243
1706,240
1707,239
1708,239
1709,226
1710,223
1711,226
1712,222
1713,218
1714,215
1715,215
1716,211
1717,212
1718,210
1719,208
1720,210
1721,210
1722,208
1723,205
1724,196
1725,196
1726,195
1727,193
1728,190
1729,187
1730,187
1731,186
1732,180
1733,175
1734,175
1735,174
1736,174
1737,170
1738,171
1739,169
1740,169
1741,168
1742,167
1743,164
1744,163
1745,161
1746,163
1747,162
1748,161
1749,161
1750,161
1751,161
1752,162
1753,163
1754,162
1755,160
1756,156
1757,153
1758,149
1759,145
1760,141
1761,139
1762,136
1763,135
1764,136
1765,136
1766,131
1767,128
1768,123
1769,115
1770,108
1771,109
1772,100
1773,92
1774,86
1775,79
1776,78
1777,78
1778,74
1779,68
1780,69
1781,69
1782,67
1783,65
1784,67
1785,67
1786,70
1787,72
1788,73
1789,72
1790,69
1791,70
1792,69
1793,70
1794,72
1795,73
1796,73
1797,74
1798,75
1799,76
1800,80
1801,80
1802,80
1803,80
1804,80
1805,79
1806,78
1807,80
1808,81
1809,80
1810,81
1811,79
1812,80
1813,83
1814,83
1815,83
1816,77
1817,84
1818,90
1819,94
1820,100
1821,102
1822,105
1823,114
1824,115
1825,121
1826,125
1827,131
1828,133
1829,134
1830,134
1831,132
1832,132
1833,134
1834,133
1835,134
1836,133
1837,133
1838,133
1839,133
1840,133
1841,135
1842,136
1843,136
1844,135
1845,135
1846,137
1847,138
1848,138
1849,138
1850,138
1851,136
1852,137
1853,137
1854,137
1855,137
1856,139
1857,139
1858,139
1859,139
1860,139
1861,138
1862,138
1863,135
1864,135
1865,135
1866,136
1867,136
1868,136
1869,136
1870,136
1871,136
1872,137
1873,137
1874,135
1875,135
1876,134
1877,134
1878,134
1879,134
1880,135
1881,134
1882,133
1883,133
1884,120
1885,121
1886,124
1887,124
1888,123
1889,123
1890,123
1891,122
1892,121
1893,119
1894,115
1895,114
1896,114
1897,113
1898,111
1899,110
1900,106
1901,106
1902,106
1903,105
1904,102
1905,101
1906,101
1907,99
1908,97
1909,97
1910,97
1911,98
1912,97
1913,95
1914,95
1915,95
1916,94
1917,91
1918,83
1919,82
1920,75
1921,69
1922,61
1923,60
1924,57
1925,58
1926,57
1927,51
1928,52
1929,54
1930,55
1931,55
1932,57
1933,57
1934,55
1935,55
1936,55
1937,56
1938,56
1939,56
1940,56
1941,57
1942,57
1943,58
1944,58
1945,55
1946,56
1947,56
1948,56
1949,58
1950,59
1951,59
1952,59
1953,60
1954,62
1955,63
1956,63
1957,62
1958,62
1959,61
1960,61
1961,63
1962,63
1963,63
1964,63
1965,64
1966,66
1967,66
1968,66
1969,67
1970,67
1971,66
1972,70
1973,70
1974,73
1975,76
1976,76
1977,76
1978,78
1979,80
1980,82
1981,85
1982,85
1983,88
1984,88
1985,88
1986,91
1987,99
1988,99
1989,101
1990,102
1991,103
1992,103
1993,103
1994,111
1995,111
1996,112
1997,119
1998,124
1999,124
2000,128
2001,128
2002,133
2003,137
2004,140
2005,142
2006,143
2007,144
2008,144
2009,146
2010,145
2011,145
2012,145
2013,145
2014,146
2015,146
2016,150
2017,147
2018,149
2019,150
2020,150
2021,150
2022,148
2023,147
2024,146
2025,144
2026,142
2027,142
2028,141
2029,138
2030,137
2031,136
2032,137
2033,137
2034,139
2035,140
2036,143
2037,141
2038,142
2039,143
2040,145
2041,145
2042,145
2043,147
2044,147
2045,147
2046,146
2047,145
2048,145
2049,144
2050,143
2051,143
2052,145
2053,142
2054,142
2055,141
2056,141
2057,140
2058,139
2059,141
2060,142
2061,142
2062,141
2063,142
2064,142
2065,141
2066,138
2067,138
2068,137
2069,135
2070,134
2071,133
2072,132
2073,132
2074,129
2075,126
2076,126
2077,125
2078,122
2079,119
2080,109
2081,109
2082,110
2083,110
2084,109
2085,106
2086,100
2087,98
2088,97
2089,95
2090,94
2091,92
2092,88
2093,86
2094,85
2095,84
2096,82
2097,76
2098,71
2099,70
2100,67
2101,65
2102,61
2103,58
2104,55
2105,53
2106,51
2107,49
2108,47
2109,46
2110,45
2111,45
2112,45
2113,44
2114,44
2115,39
2116,39
2117,39
2118,37
2119,35
2120,34
2121,32
2122,32
2123,32
2124,32
2125,31
2126,31
2127,30
2128,28
2129,28
2130,27
2131,29
2132,29
2133,28
2134,26
2135,24
2136,22
2137,23
2138,23
2139,23
2140,23
2141,21
2142,21
2143,20
2144,20
2145,19
2146,18
2147,17
2148,17
2149,17
2150,17
2151,17
2152,14
2153,15
2154,12
2155,13
2156,12
2157,14
2158,14
2159,14
2160,14
2161,14
2162,21
2163,23
2164,27
2165,29
2166,32
2167,36
2168,40
2169,40
2170,47
2171,50
2172,54
2173,56
2174,62
2175,63
2176,63
2177,63
2178,63
2179,63
2180,63
2181,63
2182,82
2183,85
2184,86
2185,89
2186,89
2187,90
2188,96
2189,97
2190,99
2191,100
2192,100
2193,103
2194,105
2195,105
2196,105
2197,105
2198,105
2199,105
2200,105
2201,105
2202,105
2203,105
2204,105
2205,105
2206,104
2207,104
2208,104
2209,104
2210,105
2211,105
2212,105
2213,105
2214,105
2215,106
2216,106
2217,106
2218,106
2219,106
2220,106
2221,106
2222,107
2223,107
2224,107
2225,107
2226,107
2227,105
2228,105
2229,105
2230,106
2231,106
2232,106
2233,106
2234,105
2235,105
2236,105
2237,105
2238,105
2239,105
2240,105
2241,104
2242,104
2243,104
2244,104
2245,104
2246,103
2247,103
2248,103
2249,103
2250,103
2251,103
2252,102
2253,102
2254,101
2255,98
2256,98
2257,98
2258,98
2259,97
2260,96
2261,94
2262,85
2263,84
2264,81
2265,79
2266,74
2267,68
2268,58
2269,58
2270,56
2271,52
2272,51
2273,49
2274,45
2275,44
2276,41
2277,37
2278,35
2279,33
2280,33
2281,31
2282,28
2283,27
2284,25
2285,23
2286,22
2287,22
2288,18
2289,16
2290,15
2291,14
2292,14
2293,10
2294,8
2295,9
2296,11
2297,13
2298,14
2299,18
2300,18
2301,18
2302,19
2303,21
2304,23
2305,25
2306,26
2307,27
2308,27
2309,31
2310,31
2311,33
2312,33
2313,33
2314,33
2315,32
2316,32
2317,32
2318,32
2319,32
2320,31
2321,32
2322,33
2323,33
2324,34
2325,34
2326,35
2327,35
2328,36
2329,35
2330,35
2331,35
2332,36
2333,36
2334,36
2335,36
2336,38
2337,37
2338,38
2339,38
2340,38
2341,38
2342,39
2343,40
2344,40
2345,40
2346,40
2347,40
2348,40
2349,40
2350,40
2351,40
2352,40
2353,40
2354,40
2355,40
2356,40
2357,40
2358,41
2359,42
2360,42
2361,42
2362,42
2363,42
2364,42
2365,43
2366,44
2367,45
2368,45
2369,45
2370,44
2371,44
2372,44
2373,44
2374,44
2375,44
2376,45
2377,46
2378,46
2379,46
2380,46
2381,46
2382,47
2383,47
2384,48
2385,46
2386,46
2387,45
2388,46
2389,46
2390,46
2391,46
2392,46
2393,46
2394,48
2395,47
2396,45
2397,43
2398,40
2399,37
2400,36
2401,35
2402,35
2403,35
2404,37
2405,35
2406,34
2407,32
2408,28
2409,28
2410,29
2411,29
2412,29
2413,29
2414,31
2415,31
2416,31
2417,31
2418,30
2419,30
2420,30
2421,30
2422,30
2423,30
2424,26
2425,27
2426,27
2427,27
2428,27
2429,27
2430,27
2431,27
2432,27
2433,26
2434,26
2435,27
2436,27
2437,27
2438,27
2439,25
2440,25
2441,25
2442,25
2443,25
2444,25
2445,25
2446,25
2447,25
2448,25
2449,25
2450,25
2451,25
2452,25
2453,26
2454,26
2455,25
2456,23
2457,23
2458,24
2459,24
2460,24
2461,24
2462,24
2463,24
2464,24
2465,23
2466,22
2467,21
2468,21
2469,21
2470,19
2471,19
2472,19
2473,19
2474,19
2475,19
2476,18
2477,18
2478,18
2479,19
2480,19
2481,19
2482,18
2483,17
2484,16
2485,16
2486,15
2487,15
2488,15
2489,15
2490,14
2491,14
2492,14
2493,14
2494,13
2495,11
2496,11
2497,11
2498,11
2499,11
2500,11
2501,11
2502,11
2503,11
2504,11
2505,10
2506,10
2507,10
2508,10
2509,10
2510,10
2511,10
2512,10
2513,11
2514,11
2515,11
2516,10
2517,10
2518,9
2519,9
2520,9
2521,7
2522,9
2523,11
2524,12
2525,13
2526,13
2527,13
2528,15
2529,16
2530,17
2531,18
2532,18
2533,17
2534,18
2535,19
2536,19
2537,20
2538,19
2539,20
2540,20
2541,22
2542,22
2543,24
2544,24
2545,24
2546,26
2547,28
2548,28
2549,28
2550,27
2551,28
2552,29
2553,31
2554,32
2555,33
2556,36
2557,38
2558,38
2559,38
2560,38
2561,39
2562,39
2563,39
2564,40
2565,40
2566,40
2567,41
2568,40
2569,40
2570,40
2571,40
2572,40
2573,40
2574,40
2575,40
2576,40
2577,40
2578,39
2579,40
2580,41
2581,41
2582,42
2583,42
2584,42
2585,42
2586,43
2587,43
2588,43
2589,43
2590,43
2591,44
2592,45
2593,46
2594,46
2595,46
2596,46
2597,46
2598,46
2599,49
2600,49
2601,49
2602,49
2603,49
2604,50
2605,53
2606,53
2607,53
2608,54
2609,55
2610,55
2611,56
2612,59
2613,58
2614,58
2615,57
2616,56
2617,62
2618,62
2619,62
2620,62
2621,64
2622,63
2623,65
2624,66
2625,67
2626,69
2627,69
2628,68
2629,78
2630,89
2631,95
2632,103
2633,114
2634,129
2635,136
2636,144
2637,152
2638,157
2639,168
2640,180
2641,191
2642,195
2643,203
2644,210
2645,214
2646,223
2647,229
2648,237
2649,247
2650,257
2651,265
2652,273
2653,277
2654,287
2655,297
2656,302
2657,314
2658,323
2659,330
2660,339
2661,343
2662,352
2663,361
2664,361
2665,361
2666,361
2667,361
2668,362
2669,363
2670,364
2671,367
2672,369
2673,372
2674,372
2675,372
2676,372
2677,372
2678,373
2679,372
2680,372
2681,372
2682,372
2683,373
2684,375
2685,375
2686,375
2687,375
2688,375
2689,375
2690,374
2691,373
2692,373
2693,372
2694,372
2695,372
2696,372
2697,373
2698,372
2699,369
2700,369
2701,369
2702,367
2703,366
2704,366
2705,365
2706,365
2707,365
2708,362
2709,362
2710,362
2711,361
2712,358
2713,357
2714,353
2715,353
2716,353
2717,353
2718,353
2719,352
2720,352
2721,350
2722,349
2723,350
2724,349
2725,347
2726,344
2727,343
2728,341
2729,320
2730,320
2731,312
2732,303
2733,260
2734,261
2735,247
2736,249
2737,249
2738,245
2739,235
2740,222
2741,197
2742,197
2743,197
2744,186
2745,163
2746,163
2747,134
2748,134
2749,134
2750,134
2751,129
2752,129
2753,112
2754,112
2755,92
2756,92
2757,82
2758,62
2759,62
2760,56
2761,53
2762,37
2763,36
2764,36
2765,36
2766,36
2767,35
2768,33
2769,33
2770,34
2771,32
2772,31
2773,28
2774,28
2775,26
2776,26
2777,26
2778,26
2779,26
2780,26
2781,25
2782,25
2783,25
2784,20
2785,20
2786,20
2787,21
2788,22
2789,22
2790,22
2791,22
2792,22
2793,22
2794,22
2795,22
2796,22
2797,22
2798,22
2799,22
2800,22
2801,22
2802,22
2803,22
2804,22
2805,22
2806,22
2807,21
2808,21
2809,21
2810,22
2811,22
2812,22
2813,22
2814,22
2815,21
2816,19
2817,18
2818,18
2819,17
2820,17
2821,17
2822,16
2823,14
2824,14
2825,14
2826,14
2827,13
2828,13
2829,12
2830,12
2831,12
2832,11
2833,11
2834,9
2835,8
2836,6
2837,6
2838,6
2839,6
2840,6
2841,6
2842,6
2843,6
2844,6
2845,6
2846,6
2847,6
2848,6
2849,6
2850,6
2851,6
2852,6
2853,6
2854,6
2855,6
2856,5
2857,5
2858,5
2859,5
2860,5
2861,5
2862,6
2863,6
2864,6
2865,6
2866,5
2867,5
2868,5
2869,4
2870,4
2871,4
2872,4
2873,4
2874,4
2875,4
2876,4
2877,4
2878,4
2879,4
2880,4
2881,4
2882,4
2883,4
2884,4
2885,4
2886,4
2887,3
2888,3
2889,4
2890,4
2891,4
2892,4
2893,4
2894,4
2895,5
2896,5
2897,5
2898,5
2899,5
2900,5
2901,5
2902,5
2903,5
2904,5
2905,5
2906,4
2907,4
2908,4
2909,5
2910,5
2911,5
2912,6
2913,6
2914,6
2915,6
2916,6
2917,6
2918,7
2919,7
2920,7
2921,8
2922,8
2923,9
2924,9
2925,9
2926,9
2927,9
2928,10
2929,10
2930,11
2931,11
2932,11
2933,12
2934,12
2935,12
2936,12
2937,12
2938,12
2939,12
2940,12
2941,12
2942,13
2943,14
2944,15
2945,15
2946,16
2947,16
2948,16
2949,17
2950,17
2951,18
2952,18
2953,19
2954,19
2955,19
2956,19
2957,20
2958,20
2959,21
2960,24
2961,26
2962,27
2963,31
2964,35
2965,39
2966,43
2967,47
2968,49
2969,56
2970,59
2971,61
2972,67
2973,69
2974,76
2975,80
2976,85
2977,86
2978,86
