Position,ENA_ABO36636_ABO36636_1_Solanum_lycopersicum_(tomato)_copia_LTR_rider.fa_005
748,137
749,136
750,129
751,129
752,128
753,128
754,125
755,120
756,119
757,119
758,115
759,115
760,113
761,112
762,109
763,106
764,110
765,104
766,101
767,100
768,99
769,100
770,101
771,100
772,100
773,98
774,102
775,103
776,105
777,108
778,107
779,112
780,119
781,123
782,122
783,122
784,126
785,125
786,119
787,121
788,124
789,118
790,117
791,116
792,106
793,113
794,114
795,114
796,121
797,122
798,123
799,124
800,124
801,125
802,127
803,127
804,128
805,128
806,128
807,130
808,127
809,127
810,126
811,126
812,124
813,121
814,122
815,122
816,122
817,121
818,120
819,120
820,120
821,119
822,119
823,118
824,118
825,117
826,117
827,117
828,115
829,115
830,115
831,115
832,115
833,115
834,114
835,113
836,112
837,110
838,110
839,110
840,109
841,109
842,109
843,106
844,106
845,106
846,106
847,106
848,106
849,107
850,106
851,106
852,106
853,106
854,106
855,106
856,106
857,105
858,105
859,105
860,105
861,105
862,105
863,106
864,107
865,107
866,107
867,106
868,105
869,106
870,105
871,105
872,105
873,104
874,99
875,99
876,100
877,80
878,80
879,75
880,75
881,76
882,77
883,77
884,77
885,76
886,74
887,74
888,73
889,71
890,72
891,72
892,74
893,75
894,73
895,71
896,66
897,65
898,60
899,54
900,53
901,53
902,47
903,45
904,44
905,43
906,44
907,45
908,45
909,45
910,46
911,47
912,47
913,47
914,47
915,48
916,49
917,50
918,50
919,49
920,49
921,50
922,50
923,53
924,55
925,57
926,60
927,60
928,60
929,65
930,67
931,67
932,67
933,67
934,82
935,84
936,84
937,88
938,89
939,89
940,92
941,94
942,97
943,99
944,105
945,105
946,106
947,107
948,108
949,110
950,111
951,111
952,113
953,115
954,116
955,115
956,115
957,117
958,119
959,120
960,123
961,124
962,125
963,129
964,129
965,132
966,135
967,139
968,140
969,141
970,142
971,140
972,143
973,149
974,148
975,150
976,149
977,150
978,151
979,147
980,146
981,145
982,148
983,147
984,147
985,148
986,149
987,147
988,146
989,146
990,143
991,141
992,141
993,141
994,141
995,143
996,144
997,145
998,143
999,145
1000,146
1001,146
1002,147
1003,146
1004,149
1005,152
1006,150
1007,149
1008,151
1009,157
1010,161
1011,164
1012,166
1013,167
1014,169
1015,170
1016,174
1017,177
1018,178
1019,183
1020,186
1021,190
1022,190
1023,192
1024,199
1025,197
1026,201
1027,201
1028,202
1029,200
1030,197
1031,198
1032,196
1033,192
1034,193
1035,207
1036,207
1037,210
1038,209
1039,211
1040,208
1041,209
1042,206
1043,209
1044,208
1045,207
1046,210
1047,209
1048,209
1049,207
1050,209
1051,215
1052,212
1053,210
1054,209
1055,210
1056,211
1057,210
1058,215
1059,246
1060,252
1061,262
1062,265
1063,266
1064,267
1065,267
1066,261
1067,259
1068,261
1069,261
1070,260
1071,261
1072,263
1073,258
1074,261
1075,260
1076,260
1077,260
1078,260
1079,260
1080,261
1081,261
1082,260
1083,260
1084,260
1085,261
1086,258
1087,259
1088,260
1089,258
1090,259
1091,259
1092,258
1093,257
1094,258
1095,259
1096,259
1097,261
1098,260
1099,261
1100,261
1101,261
1102,262
1103,261
1104,258
1105,255
1106,254
1107,254
1108,252
1109,247
1110,243
1111,241
1112,240
1113,241
1114,239
1115,237
1116,233
1117,234
1118,232
1119,223
1120,219
1121,215
1122,213
1123,208
1124,205
1125,204
1126,189
1127,192
1128,192
1129,195
1130,194
1131,192
1132,187
1133,183
1134,183
1135,178
1136,175
1137,172
1138,172
1139,171
1140,167
1141,166
1142,163
1143,161
1144,165
1145,163
1146,158
1147,155
1148,161
1149,160
1150,170
1151,175
1152,172
1153,173
1154,171
1155,166
1156,169
1157,161
1158,158
1159,149
1160,146
1161,144
1162,144
1163,144
1164,142
1165,142
1166,142
1167,145
1168,143
1169,144
1170,144
1171,143
1172,142
1173,140
1174,137
1175,134
1176,134
1177,134
1178,135
1179,139
1180,138
1181,138
1182,139
1183,137
1184,137
1185,140
1186,141
1187,141
1188,140
1189,139
1190,139
1191,136
1192,134
1193,134
1194,134
1195,134
1196,135
1197,136
1198,135
1199,134
1200,134
1201,133
1202,133
1203,133
1204,133
1205,132
1206,132
1207,132
1208,132
1209,131
1210,129
1211,129
1212,128
1213,128
1214,128
1215,129
1216,129
1217,128
1218,128
1219,128
1220,128
1221,127
1222,126
1223,126
1224,126
1225,126
1226,123
1227,122
1228,121
1229,120
1230,119
1231,119
1232,121
1233,118
1234,115
1235,115
1236,115
1237,115
1238,117
1239,118
1240,119
1241,116
1242,116
1243,116
1244,121
1245,123
1246,119
1247,118
1248,89
1249,96
1250,98
1251,101
1252,99
1253,95
1254,93
1255,91
1256,88
1257,88
1258,88
1259,95
1260,95
1261,98
1262,97
1263,96
1264,94
1265,94
1266,96
1267,98
1268,101
1269,101
1270,105
1271,106
1272,106
1273,105
1274,107
1275,107
1276,104
1277,108
1278,108
1279,108
1280,112
1281,114
1282,115
1283,117
1284,120
1285,118
1286,120
1287,123
1288,124
1289,128
1290,138
1291,140
1292,141
1293,145
1294,164
1295,175
1296,176
1297,176
1298,175
1299,175
1300,174
1301,174
1302,174
1303,239
1304,243
1305,256
1306,262
1307,266
1308,269
1309,277
1310,279
1311,282
1312,287
1313,292
1314,294
1315,301
1316,306
1317,311
1318,311
1319,312
1320,313
1321,315
1322,320
1323,322
1324,323
1325,323
1326,326
1327,328
1328,333
1329,338
1330,345
1331,346
1332,347
1333,349
1334,350
1335,351
1336,350
1337,351
1338,352
1339,355
1340,354
1341,355
1342,356
1343,353
1344,355
1345,355
1346,354
1347,355
1348,355
1349,351
1350,344
1351,351
1352,356
1353,358
1354,363
1355,362
1356,363
1357,364
1358,367
1359,363
1360,363
1361,363
1362,365
1363,368
1364,365
1365,366
1366,365
1367,366
1368,370
1369,367
1370,369
1371,369
1372,370
1373,373
1374,376
1375,378
1376,380
1377,379
1378,380
1379,379
1380,375
1381,375
1382,371
1383,372
1384,377
1385,382
1386,380
1387,383
1388,383
1389,379
1390,366
1391,362
1392,326
1393,352
1394,354
1395,357
1396,351
1397,352
1398,342
1399,334
1400,331
1401,313
1402,311
1403,313
1404,306
1405,295
1406,295
1407,290
1408,289
1409,283
1410,284
1411,278
1412,272
1413,270
1414,267
1415,261
1416,255
1417,258
1418,258
1419,262
1420,262
1421,258
1422,257
1423,256
1424,254
1425,255
1426,257
1427,251
1428,248
1429,246
1430,242
1431,237
1432,237
1433,239
1434,240
1435,241
1436,241
1437,240
1438,242
1439,239
1440,238
1441,236
1442,237
1443,235
1444,233
1445,232
1446,235
1447,235
1448,238
1449,240
1450,240
1451,239
1452,239
1453,238
1454,235
1455,236
1456,234
1457,234
1458,236
1459,237
1460,239
1461,236
1462,236
1463,236
1464,235
1465,233
1466,229
1467,225
1468,219
1469,218
1470,215
1471,217
1472,216
1473,213
1474,210
1475,207
1476,204
1477,202
1478,200
1479,197
1480,190
1481,189
1482,190
1483,188
1484,182
1485,176
1486,170
1487,168
1488,168
1489,160
1490,154
1491,152
1492,147
1493,144
1494,143
1495,141
1496,137
1497,135
1498,133
1499,134
1500,132
1501,130
1502,130
1503,129
1504,129
1505,129
1506,131
1507,130
1508,129
1509,128
1510,133
1511,135
1512,135
1513,133
1514,131
1515,130
1516,130
1517,131
1518,129
1519,128
1520,127
1521,126
1522,124
1523,121
1524,120
1525,118
1526,117
1527,115
1528,115
1529,112
1530,115
1531,112
1532,113
1533,112
1534,107
1535,107
1536,107
1537,106
1538,110
1539,110
1540,109
1541,108
1542,101
1543,106
1544,108
1545,111
1546,104
1547,102
1548,100
1549,102
1550,97
1551,97
1552,97
1553,97
1554,100
1555,100
1556,93
1557,92
1558,93
1559,86
1560,86
1561,87
1562,86
1563,86
1564,87
1565,88
1566,88
1567,88
1568,88
1569,88
1570,92
1571,91
1572,91
1573,91
1574,91
1575,90
1576,90
1577,90
1578,90
1579,90
1580,91
1581,93
1582,93
1583,93
1584,93
1585,93
1586,93
1587,94
1588,94
1589,94
1590,96
1591,97
1592,95
1593,94
1594,94
1595,93
1596,95
1597,94
1598,94
1599,95
1600,98
1601,101
1602,103
1603,103
1604,103
1605,108
1606,108
1607,107
1608,106
1609,105
1610,105
1611,116
1612,118
1613,125
1614,130
1615,136
1616,137
1617,138
1618,141
1619,145
1620,148
1621,159
1622,162
1623,161
1624,163
1625,164
1626,168
1627,172
1628,174
1629,176
1630,177
1631,181
1632,182
1633,181
1634,179
1635,174
1636,189
1637,195
1638,195
1639,195
1640,193
1641,193
1642,193
1643,195
1644,197
1645,196
1646,196
1647,196
1648,198
1649,197
1650,197
1651,201
1652,200
1653,203
1654,201
1655,203
1656,202
1657,202
1658,210
1659,211
1660,218
1661,223
1662,227
1663,228
1664,237
1665,237
1666,254
1667,260
1668,267
1669,286
1670,297
1671,304
1672,311
1673,312
1674,316
1675,332
1676,334
1677,333
1678,342
1679,344
1680,343
1681,346
1682,349
1683,353
1684,353
1685,352
1686,348
1687,363
1688,365
1689,369
1690,368
1691,369
1692,370
1693,372
1694,374
1695,374
1696,376
1697,377
1698,376
1699,375
1700,376
1701,370
1702,372
1703,371
1704,368
1705,368
1706,366
1707,363
1708,362
1709,346
1710,349
1711,353
1712,345
1713,346
1714,339
1715,337
1716,335
1717,338
1718,334
1719,327
1720,326
1721,324
1722,321
1723,325
1724,321
1725,320
1726,319
1727,322
1728,320
1729,317
1730,314
1731,310
1732,308
1733,309
1734,309
1735,311
1736,314
1737,313
1738,312
1739,312
1740,312
1741,312
1742,310
1743,306
1744,302
1745,302
1746,304
1747,301
1748,300
1749,302
1750,301
1751,299
1752,300
1753,296
1754,296
1755,295
1756,294
1757,289
1758,282
1759,279
1760,276
1761,269
1762,267
1763,263
1764,255
1765,246
1766,235
1767,230
1768,221
1769,201
1770,191
1771,184
1772,179
1773,171
1774,164
1775,150
1776,149
1777,147
1778,144
1779,140
1780,138
1781,137
1782,130
1783,129
1784,131
1785,129
1786,129
1787,127
1788,125
1789,122
1790,122
1791,122
1792,122
1793,125
1794,121
1795,122
1796,126
1797,125
1798,126
1799,126
1800,124
1801,125
1802,127
1803,125
1804,125
1805,126
1806,131
1807,130
1808,130
1809,132
1810,128
1811,129
1812,129
1813,130
1814,131
1815,130
1816,126
1817,127
1818,136
1819,142
1820,146
1821,147
1822,152
1823,157
1824,159
1825,160
1826,167
1827,167
1828,171
1829,171
1830,176
1831,176
1832,171
1833,165
1834,165
1835,162
1836,160
1837,157
1838,159
1839,160
1840,160
1841,161
1842,163
1843,164
1844,164
1845,164
1846,167
1847,167
1848,165
1849,165
1850,164
1851,162
1852,164
1853,164
1854,165
1855,165
1856,165
1857,164
1858,164
1859,163
1860,163
1861,162
1862,161
1863,160
1864,161
1865,161
1866,161
1867,161
1868,161
1869,161
1870,161
1871,161
1872,160
1873,161
1874,161
1875,161
1876,161
1877,161
1878,160
1879,160
1880,160
1881,159
1882,159
1883,156
1884,152
1885,153
1886,153
1887,154
1888,155
1889,154
1890,151
1891,153
1892,148
1893,145
1894,145
1895,141
1896,138
1897,137
1898,136
1899,135
1900,136
1901,134
1902,133
1903,134
1904,136
1905,131
1906,129
1907,127
1908,127
1909,125
1910,125
1911,126
1912,124
1913,122
1914,117
1915,117
1916,113
1917,112
1918,107
1919,102
1920,97
1921,92
1922,87
1923,81
1924,76
1925,72
1926,67
1927,66
1928,66
1929,64
1930,55
1931,57
1932,57
1933,58
1934,59
1935,57
1936,60
1937,60
1938,56
1939,57
1940,59
1941,63
1942,64
1943,68
1944,70
1945,69
1946,69
1947,70
1948,71
1949,70
1950,69
1951,69
1952,71
1953,72
1954,71
1955,72
1956,74
1957,74
1958,74
1959,76
1960,75
1961,80
1962,82
1963,83
1964,85
1965,92
1966,94
1967,95
1968,97
1969,97
1970,97
1971,99
1972,105
1973,108
1974,110
1975,116
1976,116
1977,115
1978,117
1979,119
1980,125
1981,125
1982,126
1983,131
1984,132
1985,135
1986,136
1987,143
1988,142
1989,148
1990,151
1991,151
1992,151
1993,152
1994,155
1995,156
1996,156
1997,160
1998,163
1999,164
2000,165
2001,164
2002,163
2003,164
2004,163
2005,163
2006,163
2007,164
2008,165
2009,166
2010,166
2011,165
2012,165
2013,164
2014,166
2015,166
2016,168
2017,166
2018,164
2019,164
2020,161
2021,161
2022,160
2023,159
2024,162
2025,163
2026,159
2027,159
2028,158
2029,162
2030,162
2031,159
2032,160
2033,158
2034,158
2035,157
2036,158
2037,158
2038,156
2039,153
2040,155
2041,152
2042,153
2043,153
2044,155
2045,155
2046,155
2047,154
2048,153
2049,155
2050,157
2051,157
2052,157
2053,155
2054,155
2055,153
2056,153
2057,153
2058,156
2059,156
2060,153
2061,150
2062,145
2063,142
2064,140
2065,138
2066,135
2067,135
2068,133
2069,134
2070,131
2071,126
2072,127
2073,125
2074,126
2075,123
2076,121
2077,118
2078,115
2079,114
2080,104
2081,104
2082,104
2083,105
2084,103
2085,99
2086,95
2087,96
2088,97
2089,93
2090,90
2091,87
2092,88
2093,87
2094,85
2095,83
2096,82
2097,81
2098,79
2099,78
2100,76
2101,76
2102,75
2103,74
2104,74
2105,73
2106,72
2107,71
2108,69
2109,68
2110,68
2111,67
2112,67
2113,65
2114,64
2115,62
2116,62
2117,63
2118,63
2119,60
2120,62
2121,61
2122,61
2123,60
2124,59
2125,59
2126,59
2127,58
2128,55
2129,55
2130,54
2131,54
2132,52
2133,50
2134,48
2135,48
2136,42
2137,42
2138,42
2139,42
2140,41
2141,39
2142,38
2143,37
2144,35
2145,35
2146,35
2147,35
2148,33
2149,32
2150,30
2151,29
2152,28
2153,27
2154,28
2155,30
2156,29
2157,29
2158,30
2159,30
2160,29
2161,28
2162,39
2163,42
2164,47
2165,50
2166,54
2167,65
2168,70
2169,74
2170,76
2171,78
2172,84
2173,86
2174,90
2175,91
2176,92
2177,92
2178,92
2179,93
2180,93
2181,93
2182,129
2183,130
2184,132
2185,131
2186,129
2187,131
2188,137
2189,141
2190,143
2191,144
2192,144
2193,146
2194,149
2195,149
2196,149
2197,149
2198,149
2199,149
2200,149
2201,150
2202,150
2203,150
2204,150
2205,150
2206,151
2207,151
2208,150
2209,149
2210,149
2211,148
2212,147
2213,147
2214,145
2215,146
2216,146
2217,146
2218,146
2219,146
2220,146
2221,146
2222,146
2223,146
2224,146
2225,146
2226,146
2227,145
2228,145
2229,145
2230,145
2231,145
2232,145
2233,145
2234,145
2235,145
2236,145
2237,145
2238,145
2239,145
2240,145
2241,145
2242,145
2243,146
2244,146
2245,146
2246,146
2247,146
2248,146
2249,146
2250,146
2251,146
2252,146
2253,145
2254,143
2255,136
2256,136
2257,136
2258,136
2259,136
2260,135
2261,135
2262,124
2263,121
2264,117
2265,110
2266,108
2267,97
2268,83
2269,80
2270,75
2271,73
2272,67
2273,65
2274,65
2275,62
2276,58
2277,47
2278,40
2279,35
2280,33
2281,31
2282,32
2283,31
2284,28
2285,26
2286,26
2287,22
2288,19
2289,17
2290,16
2291,13
2292,12
2293,10
2294,8
2295,9
2296,14
2297,15
2298,15
2299,18
2300,18
2301,19
2302,24
2303,28
2304,28
2305,32
2306,37
2307,37
2308,37
2309,41
2310,41
2311,45
2312,46
2313,45
2314,46
2315,47
2316,47
2317,49
2318,49
2319,49
2320,49
2321,49
2322,49
2323,49
2324,50
2325,49
2326,49
2327,49
2328,50
2329,50
2330,50
2331,51
2332,51
2333,51
2334,51
2335,51
2336,51
2337,51
2338,51
2339,51
2340,51
2341,50
2342,50
2343,52
2344,52
2345,53
2346,53
2347,53
2348,53
2349,53
2350,53
2351,53
2352,53
2353,53
2354,53
2355,54
2356,54
2357,54
2358,54
2359,54
2360,54
2361,53
2362,53
2363,54
2364,54
2365,53
2366,53
2367,53
2368,53
2369,53
2370,53
2371,53
2372,53
2373,53
2374,53
2375,53
2376,54
2377,53
2378,53
2379,54
2380,54
2381,55
2382,55
2383,56
2384,58
2385,59
2386,59
2387,59
2388,59
2389,59
2390,59
2391,56
2392,57
2393,57
2394,57
2395,56
2396,55
2397,55
2398,54
2399,49
2400,48
2401,40
2402,44
2403,44
2404,46
2405,43
2406,38
2407,38
2408,36
2409,33
2410,29
2411,29
2412,30
2413,30
2414,30
2415,31
2416,31
2417,32
2418,34
2419,34
2420,35
2421,35
2422,35
2423,35
2424,34
2425,35
2426,35
2427,35
2428,35
2429,35
2430,35
2431,33
2432,32
2433,31
2434,32
2435,32
2436,32
2437,32
2438,32
2439,32
2440,32
2441,32
2442,32
2443,31
2444,29
2445,29
2446,29
2447,29
2448,29
2449,29
2450,29
2451,29
2452,29
2453,29
2454,28
2455,27
2456,27
2457,27
2458,27
2459,27
2460,26
2461,25
2462,23
2463,24
2464,26
2465,26
2466,26
2467,26
2468,26
2469,26
2470,25
2471,25
2472,25
2473,25
2474,24
2475,24
2476,24
2477,24
2478,24
2479,24
2480,24
2481,22
2482,22
2483,21
2484,19
2485,19
2486,21
2487,21
2488,21
2489,21
2490,20
2491,20
2492,20
2493,20
2494,20
2495,20
2496,19
2497,19
2498,19
2499,16
2500,16
2501,15
2502,14
2503,14
2504,14
2505,14
2506,14
2507,14
2508,14
2509,14
2510,14
2511,14
2512,13
2513,13
2514,13
2515,12
2516,12
2517,13
2518,13
2519,13
2520,13
2521,14
2522,15
2523,21
2524,24
2525,24
2526,28
2527,28
2528,29
2529,29
2530,29
2531,29
2532,30
2533,31
2534,34
2535,35
2536,37
2537,37
2538,39
2539,40
2540,40
2541,41
2542,41
2543,42
2544,43
2545,43
2546,45
2547,46
2548,46
2549,46
2550,47
2551,49
2552,51
2553,55
2554,55
2555,55
2556,55
2557,55
2558,55
2559,56
2560,56
2561,56
2562,56
2563,55
2564,54
2565,54
2566,54
2567,54
2568,54
2569,54
2570,54
2571,54
2572,54
2573,54
2574,54
2575,54
2576,54
2577,54
2578,54
2579,54
2580,55
2581,55
2582,55
2583,54
2584,54
2585,55
2586,55
2587,55
2588,55
2589,55
2590,55
2591,55
2592,56
2593,57
2594,57
2595,57
2596,58
2597,58
2598,58
2599,58
2600,58
2601,58
2602,58
2603,58
2604,58
2605,59
2606,60
2607,60
2608,60
2609,60
2610,60
2611,60
2612,61
2613,61
2614,61
2615,60
2616,57
2617,60
2618,61
2619,61
2620,60
2621,59
2622,57
2623,54
2624,52
2625,52
2626,51
2627,52
2628,51
2629,66
2630,81
2631,94
2632,107
2633,119
2634,138
2635,152
2636,162
2637,174
2638,179
2639,190
2640,204
2641,229
2642,238
2643,260
2644,276
2645,288
2646,303
2647,313
2648,321
2649,339
2650,346
2651,353
2652,363
2653,376
2654,387
2655,393
2656,406
2657,419
2658,430
2659,441
2660,453
2661,463
2662,472
2663,483
2664,485
2665,487
2666,488
2667,489
2668,495
2669,497
2670,498
2671,502
2672,503
2673,504
2674,506
2675,506
2676,506
2677,505
2678,509
2679,509
2680,511
2681,512
2682,514
2683,516
2684,516
2685,520
2686,521
2687,521
2688,521
2689,523
2690,524
2691,524
2692,525
2693,524
2694,524
2695,524
2696,524
2697,526
2698,527
2699,527
2700,529
2701,529
2702,530
2703,530
2704,530
2705,529
2706,529
2707,529
2708,529
2709,529
2710,529
2711,528
2712,525
2713,524
2714,522
2715,522
2716,522
2717,522
2718,520
2719,521
2720,521
2721,520
2722,519
2723,519
2724,518
2725,515
2726,513
2727,510
2728,508
2729,478
2730,478
2731,461
2732,444
2733,385
2734,385
2735,371
2736,370
2737,370
2738,365
2739,350
2740,331
2741,278
2742,277
2743,275
2744,244
2745,214
2746,214
2747,179
2748,179
2749,179
2750,179
2751,168
2752,167
2753,143
2754,142
2755,124
2756,124
2757,109
2758,88
2759,88
2760,80
2761,74
2762,54
2763,50
2764,50
2765,50
2766,49
2767,49
2768,42
2769,42
2770,41
2771,38
2772,36
2773,35
2774,33
2775,32
2776,31
2777,27
2778,26
2779,26
2780,26
2781,26
2782,24
2783,22
2784,17
2785,16
2786,17
2787,17
2788,16
2789,15
2790,15
2791,15
2792,14
2793,14
2794,14
2795,11
2796,10
2797,10
2798,9
2799,9
2800,7
2801,8
2802,8
2803,8
2804,8
2805,9
2806,9
2807,11
2808,11
2809,12
2810,13
2811,13
2812,13
2813,12
2814,12
2815,12
2816,12
2817,12
2818,12
2819,11
2820,11
2821,11
2822,11
2823,10
2824,10
2825,10
2826,10
2827,10
2828,10
2829,10
2830,10
2831,10
2832,10
2833,10
2834,10
2835,11
2836,11
2837,11
2838,11
2839,11
2840,12
2841,13
2842,13
2843,13
2844,13
2845,13
2846,13
2847,13
2848,13
2849,15
2850,15
2851,15
2852,15
2853,15
2854,15
2855,15
2856,13
2857,14
2858,14
2859,14
2860,14
2861,15
2862,15
2863,15
2864,15
2865,15
2866,15
2867,15
2868,15
2869,15
2870,15
2871,15
2872,15
2873,15
2874,15
2875,15
2876,15
2877,15
2878,13
2879,13
2880,13
2881,13
2882,13
2883,13
2884,13
2885,13
2886,12
2887,12
2888,12
2889,12
2890,12
2891,12
2892,12
2893,12
2894,12
2895,12
2896,12
2897,12
2898,12
2899,12
2900,12
2901,12
2902,12
2903,12
2904,11
2905,11
2906,11
2907,9
2908,9
2909,7
2910,7
2911,7
2912,7
2913,7
2914,7
2915,7
2916,8
2917,8
2918,8
2919,8
2920,9
2921,10
2922,10
2923,11
2924,11
2925,12
2926,12
2927,12
2928,12
2929,13
2930,13
2931,13
2932,13
2933,13
2934,13
2935,13
2936,13
2937,12
2938,15
2939,16
2940,17
2941,17
2942,19
2943,19
2944,20
2945,20
2946,20
2947,20
2948,23
2949,24
2950,26
2951,26
2952,26
2953,26
2954,28
2955,29
2956,29
2957,29
2958,29
2959,31
2960,34
2961,37
2962,42
2963,43
2964,50
2965,55
2966,58
2967,60
2968,63
2969,70
2970,74
2971,77
2972,80
2973,86
2974,93
2975,100
2976,104
2977,110
2978,110
