Position,EU195798_2_Solanum_lycopersicum_retrotransposon_Kielia__complete_sequence.fa_008
271,134
272,135
273,135
274,137
275,138
276,135
277,136
278,139
279,140
280,146
281,145
282,150
283,154
284,156
285,155
286,153
287,157
288,157
289,157
290,157
291,158
292,157
293,157
294,160
295,159
296,159
297,157
298,158
299,157
300,157
301,153
302,157
303,158
304,157
305,163
306,160
307,158
308,158
309,162
310,163
311,167
312,170
313,171
314,170
315,171
316,173
317,172
318,173
319,176
320,178
321,177
322,180
323,182
324,183
325,183
326,181
327,176
328,192
329,194
330,196
331,196
332,196
333,197
334,201
335,202
336,201
337,209
338,210
339,212
340,213
341,214
342,216
343,217
344,216
345,215
346,214
347,217
348,218
349,218
350,217
351,215
352,215
353,206
354,206
355,200
356,195
357,205
358,208
359,211
360,211
361,210
362,201
363,199
364,197
365,196
366,206
367,206
368,208
369,208
370,207
371,205
372,206
373,204
374,204
375,203
376,199
377,197
378,197
379,196
380,196
381,194
382,195
383,196
384,196
385,195
386,191
387,189
388,188
389,181
390,185
391,184
392,183
393,182
394,181
395,182
396,180
397,180
398,180
399,178
400,182
401,182
402,183
403,181
404,150
405,137
406,113
407,114
408,106
409,107
410,105
411,103
412,102
413,101
414,100
415,100
416,100
417,100
418,106
419,109
420,114
421,114
422,119
423,125
424,124
425,123
426,125
427,128
428,132
429,136
430,138
431,136
432,140
433,148
434,151
435,156
436,160
437,163
438,165
439,167
440,170
441,174
442,173
443,182
444,188
445,195
446,197
447,198
448,200
449,200
450,203
451,204
452,204
453,206
454,206
455,215
456,212
457,212
458,212
459,218
460,217
461,216
462,217
463,218
464,216
465,215
466,215
467,216
468,218
469,220
470,221
471,223
472,224
473,224
474,221
475,219
476,219
477,217
478,217
479,217
480,216
481,215
482,214
483,213
484,215
485,217
486,215
487,215
488,216
489,216
490,215
491,213
492,211
493,212
494,212
495,209
496,209
497,209
498,209
499,208
500,209
501,210
502,209
503,210
504,210
505,212
506,211
507,214
508,214
509,215
510,214
511,214
512,213
513,213
514,198
515,200
516,204
517,205
518,205
519,205
520,183
521,183
522,184
523,184
524,184
525,182
526,177
527,172
528,170
529,162
530,154
531,154
532,154
533,149
534,144
535,141
536,139
537,134
538,132
539,130
540,129
541,122
542,107
543,107
544,107
545,107
546,107
547,106
548,106
549,102
550,99
551,97
552,94
553,89
554,89
555,88
556,89
557,89
558,87
559,87
560,88
561,88
562,90
563,90
564,90
565,91
566,90
567,90
568,89
569,89
570,89
571,90
572,91
573,93
574,93
575,94
576,94
577,91
578,92
579,92
580,90
581,87
582,86
583,86
584,87
585,87
586,87
587,88
588,86
589,86
590,86
591,82
592,82
593,81
594,77
595,79
596,80
597,79
598,79
599,77
600,75
601,74
602,72
603,74
604,73
605,73
606,70
607,70
608,69
609,69
610,69
611,68
612,68
613,68
614,68
615,66
616,64
617,63
618,62
619,61
620,61
621,62
622,61
623,61
624,60
625,62
626,64
627,64
628,64
629,65
630,65
631,66
632,68
633,70
634,70
635,70
636,71
637,70
638,71
639,71
640,69
641,69
642,69
643,69
644,72
645,65
646,65
647,65
648,65
649,64
650,64
651,66
652,66
653,67
654,68
655,68
656,69
657,70
658,72
659,72
660,73
661,74
662,73
663,76
664,78
665,81
666,81
667,80
668,79
669,78
670,80
671,80
672,81
673,79
674,79
675,79
676,81
677,81
678,82
679,83
680,84
681,85
682,85
683,85
684,86
685,88
686,90
687,93
688,93
689,94
690,97
691,97
692,95
693,95
694,95
695,100
696,99
697,101
698,102
699,103
700,104
701,108
702,108
703,108
704,109
705,109
706,109
707,106
708,109
709,109
710,112
711,111
712,114
713,114
714,115
715,115
716,119
717,122
718,122
719,125
720,126
721,126
722,128
723,127
724,129
725,129
726,128
727,128
728,125
729,124
730,122
731,121
732,123
733,124
734,128
735,129
736,130
737,135
738,137
739,143
740,146
741,146
742,143
743,142
744,143
745,144
746,145
747,149
748,150
749,151
750,150
751,149
752,149
753,149
754,149
755,150
756,151
757,150
758,148
759,152
760,153
761,152
762,149
763,145
764,146
765,145
766,145
767,143
768,146
769,144
770,143
771,147
772,149
773,149
774,148
775,151
776,151
777,152
778,150
779,149
780,149
781,148
782,151
783,152
784,153
785,153
786,155
787,157
788,157
789,162
790,163
791,165
792,167
793,164
794,163
795,164
796,164
797,169
798,170
799,177
800,176
801,175
802,177
803,179
804,178
805,177
806,170
807,187
808,189
809,201
810,205
811,206
812,210
813,215
814,219
815,219
816,217
817,218
818,223
819,223
820,223
821,223
822,223
823,219
824,220
825,224
826,227
827,227
828,230
829,228
830,228
831,225
832,223
833,218
834,220
835,219
836,216
837,216
838,218
839,215
840,210
841,210
842,210
843,208
844,207
845,206
846,205
847,205
848,205
849,206
850,205
851,205
852,205
853,202
854,201
855,202
856,199
857,197
858,196
859,193
860,194
861,194
862,191
863,191
864,191
865,191
866,191
867,192
868,191
869,188
870,187
871,189
872,189
873,188
874,186
875,186
876,187
877,185
878,185
879,183
880,182
881,180
882,177
883,177
884,178
885,174
886,174
887,170
888,166
889,166
890,163
891,163
892,163
893,162
894,163
895,162
896,161
897,161
898,160
899,154
900,153
901,150
902,147
903,145
904,143
905,135
906,122
907,121
908,117
909,112
910,109
911,109
912,102
913,99
914,100
915,96
916,93
917,90
918,89
919,90
920,87
921,81
922,80
923,79
924,78
925,73
926,75
927,75
928,78
929,79
930,81
931,82
932,85
933,86
934,87
935,88
936,87
937,89
938,89
939,88
940,87
941,88
942,90
943,91
944,90
945,93
946,95
947,95
948,92
949,90
950,88
951,89
952,89
953,90
954,90
955,90
956,89
957,96
958,98
959,98
960,98
961,99
962,99
963,100
964,101
965,100
966,98
967,98
968,97
969,98
970,98
971,98
972,97
973,97
974,95
975,97
976,99
977,101
978,101
979,100
980,102
981,104
982,103
983,105
984,105
985,105
986,106
987,106
988,107
989,107
990,106
991,105
992,104
993,104
994,101
995,101
996,102
997,100
998,100
999,100
1000,100
1001,102
1002,104
1003,104
1004,104
1005,104
1006,105
1007,104
1008,101
1009,101
1010,102
1011,103
1012,104
1013,104
1014,104
1015,105
1016,103
1017,105
1018,105
1019,104
1020,109
1021,109
1022,109
1023,108
1024,107
1025,107
1026,107
1027,108
1028,106
1029,106
1030,103
1031,103
1032,103
1033,105
1034,103
1035,103
1036,101
1037,101
1038,99
1039,96
1040,97
1041,98
1042,102
1043,101
1044,103
1045,104
1046,104
1047,108
1048,109
1049,107
1050,106
1051,106
1052,106
1053,106
1054,105
1055,105
1056,100
1057,106
1058,108
1059,112
1060,116
1061,116
1062,117
1063,115
1064,116
1065,117
1066,116
1067,119
1068,117
1069,118
1070,117
1071,117
1072,116
1073,115
1074,115
1075,119
1076,122
1077,120
1078,122
1079,123
1080,122
1081,120
1082,118
1083,128
1084,130
1085,132
1086,130
1087,129
1088,130
1089,131
1090,132
1091,132
1092,135
1093,136
1094,138
1095,142
1096,144
1097,145
1098,148
1099,149
1100,155
1101,149
1102,148
1103,149
1104,150
1105,151
1106,149
1107,152
1108,152
1109,156
1110,156
1111,155
1112,160
1113,160
1114,163
1115,162
1116,162
1117,161
1118,161
1119,161
1120,159
1121,159
1122,158
1123,160
1124,163
1125,165
1126,167
1127,168
1128,169
1129,169
1130,171
1131,172
1132,171
1133,175
1134,175
1135,176
1136,179
1137,179
1138,180
1139,180
1140,181
1141,175
1142,176
1143,178
1144,181
1145,184
1146,185
1147,182
1148,182
1149,185
1150,183
1151,183
1152,183
1153,182
1154,183
1155,185
1156,185
1157,185
1158,187
1159,181
1160,180
1161,179
1162,182
1163,180
1164,178
1165,175
1166,176
1167,179
1168,179
1169,181
1170,185
1171,187
1172,189
1173,191
1174,190
1175,191
1176,195
1177,197
1178,197
1179,199
1180,199
1181,201
1182,202
1183,198
1184,197
1185,197
1186,201
1187,203
1188,201
1189,204
1190,206
1191,205
1192,203
1193,197
1194,198
1195,195
1196,193
1197,192
1198,187
1199,184
1200,183
1201,183
1202,173
1203,180
1204,181
1205,185
1206,183
1207,183
1208,186
1209,184
1210,183
1211,187
1212,189
1213,189
1214,190
1215,190
1216,188
1217,191
1218,186
1219,193
1220,196
1221,198
1222,203
1223,201
1224,198
1225,198
1226,203
1227,201
1228,203
1229,201
1230,206
1231,209
1232,211
1233,208
1234,203
1235,203
1236,206
1237,207
1238,205
1239,206
1240,205
1241,201
1242,198
1243,197
1244,191
1245,199
1246,200
1247,200
1248,197
1249,197
1250,199
1251,198
1252,199
1253,197
1254,198
1255,197
1256,197
1257,195
1258,194
1259,198
1260,200
1261,196
1262,195
1263,197
1264,194
1265,193
1266,196
1267,189
1268,191
1269,192
1270,191
1271,191
1272,196
1273,194
1274,195
1275,194
1276,193
1277,193
1278,192
1279,191
1280,178
1281,177
1282,178
1283,178
1284,177
1285,174
1286,175
1287,175
1288,176
1289,173
1290,170
1291,170
1292,168
1293,167
1294,164
1295,161
1296,173
1297,178
1298,179
1299,179
1300,179
1301,178
1302,179
1303,176
1304,176
1305,173
1306,173
1307,169
1308,168
1309,168
1310,170
1311,169
1312,171
1313,171
1314,172
1315,172
1316,174
1317,167
1318,167
1319,166
1320,165
1321,164
1322,162
1323,162
1324,161
1325,162
1326,157
1327,159
1328,160
1329,150
1330,152
1331,150
1332,153
1333,151
1334,149
1335,149
1336,148
1337,148
1338,146
1339,146
1340,144
1341,144
1342,147
1343,149
1344,153
1345,153
1346,154
1347,153
1348,155
1349,154
1350,150
1351,149
1352,148
1353,148
1354,146
1355,147
1356,146
1357,147
1358,146
1359,144
1360,144
1361,145
1362,144
1363,143
1364,140
1365,141
1366,141
1367,144
1368,139
1369,138
1370,138
1371,141
1372,143
1373,143
1374,142
1375,144
1376,144
1377,145
1378,148
1379,151
1380,152
1381,151
1382,151
1383,152
1384,154
1385,155
1386,163
1387,164
1388,165
1389,166
1390,167
1391,170
1392,174
1393,171
1394,169
1395,165
1396,158
1397,169
1398,175
1399,174
1400,178
1401,179
1402,176
1403,175
1404,173
1405,173
1406,174
1407,176
1408,175
1409,174
1410,172
1411,174
1412,174
1413,172
1414,172
1415,170
1416,171
1417,172
1418,164
1419,163
1420,166
1421,170
1422,173
1423,169
1424,171
1425,173
1426,175
1427,178
1428,178
1429,179
1430,185
1431,186
1432,189
1433,187
1434,187
1435,187
1436,186
1437,187
1438,187
1439,187
1440,189
1441,191
1442,192
1443,192
1444,194
1445,193
1446,194
1447,193
1448,194
1449,197
1450,203
1451,208
1452,210
1453,214
1454,215
1455,214
1456,215
1457,219
1458,223
1459,225
1460,226
1461,229
1462,225
1463,227
1464,226
1465,222
1466,228
1467,233
1468,234
1469,234
1470,235
1471,233
1472,233
1473,236
1474,238
1475,239
1476,240
1477,241
1478,241
1479,240
1480,242
1481,246
1482,250
1483,252
1484,251
1485,249
1486,249
1487,259
1488,264
1489,265
1490,262
1491,263
1492,266
1493,266
1494,265
1495,266
1496,271
1497,271
1498,274
1499,271
1500,271
1501,268
1502,269
1503,272
1504,273
1505,272
1506,270
1507,267
1508,270
1509,269
1510,274
1511,281
1512,284
1513,283
1514,281
1515,279
1516,278
1517,276
1518,275
1519,274
1520,276
1521,279
1522,279
1523,278
1524,279
1525,279
1526,275
1527,273
1528,274
1529,276
1530,271
1531,271
1532,271
1533,273
1534,274
1535,270
1536,268
1537,265
1538,272
1539,275
1540,274
1541,274
1542,276
1543,278
1544,272
1545,273
1546,277
1547,276
1548,275
1549,268
1550,261
1551,261
1552,259
1553,258
1554,258
1555,262
1556,265
1557,264
1558,262
1559,263
1560,263
1561,258
1562,255
1563,258
1564,266
1565,267
1566,268
1567,271
1568,273
1569,275
1570,278
1571,273
1572,274
1573,276
1574,273
1575,272
1576,271
1577,269
1578,249
1579,258
1580,264
1581,272
1582,272
1583,273
1584,269
1585,280
1586,285
1587,288
1588,286
1589,286
1590,288
1591,289
1592,283
1593,286
1594,283
1595,284
1596,285
1597,286
1598,282
1599,282
1600,289
1601,290
1602,292
1603,296
1604,296
1605,303
1606,303
1607,308
1608,316
1609,320
1610,321
1611,321
1612,322
1613,322
1614,323
1615,328
1616,327
1617,323
1618,323
1619,320
1620,324
1621,323
1622,322
1623,324
1624,327
1625,326
1626,330
1627,327
1628,327
1629,328
1630,327
1631,339
1632,339
1633,336
1634,341
1635,343
1636,346
1637,351
1638,353
1639,355
1640,351
1641,348
1642,352
1643,356
1644,355
1645,356
1646,356
1647,358
1648,359
1649,363
1650,365
1651,361
1652,362
1653,360
1654,354
1655,356
1656,354
1657,349
1658,346
1659,346
1660,349
1661,347
1662,348
1663,347
1664,344
1665,334
1666,344
1667,345
1668,346
1669,340
1670,340
1671,337
1672,326
1673,327
1674,323
1675,329
1676,330
1677,330
1678,329
1679,328
1680,323
1681,322
1682,322
1683,315
1684,315
1685,315
1686,309
1687,308
1688,310
1689,313
1690,312
1691,311
1692,310
1693,309
1694,305
1695,301
1696,297
1697,299
1698,289
1699,287
1700,260
1701,276
1702,276
1703,279
1704,277
1705,269
1706,267
1707,260
1708,257
1709,254
1710,257
1711,257
1712,258
1713,255
1714,259
1715,258
1716,256
1717,254
1718,250
1719,248
1720,247
1721,249
1722,245
1723,241
1724,239
1725,243
1726,245
1727,245
1728,242
1729,244
1730,242
1731,241
1732,243
1733,243
1734,243
1735,244
1736,242
1737,234
1738,234
1739,231
1740,226
1741,230
1742,228
1743,224
1744,222
1745,232
1746,236
1747,239
1748,240
1749,239
1750,236
1751,237
1752,228
1753,227
1754,225
1755,254
1756,258
1757,262
1758,261
1759,257
1760,259
1761,262
1762,264
1763,268
1764,270
1765,272
1766,273
1767,274
1768,276
1769,280
1770,283
1771,281
1772,283
1773,288
1774,286
1775,286
1776,286
1777,288
1778,291
1779,295
1780,296
1781,296
1782,296
1783,296
1784,297
1785,296
1786,301
1787,302
1788,302
1789,301
1790,301
1791,304
1792,307
1793,310
1794,311
1795,309
1796,311
1797,307
1798,301
1799,296
1800,295
1801,292
1802,287
1803,293
1804,296
1805,295
1806,292
1807,292
1808,295
1809,296
1810,296
1811,295
1812,295
1813,293
1814,294
1815,294
1816,293
1817,292
1818,292
1819,289
1820,295
1821,303
1822,305
1823,310
1824,307
1825,298
1826,298
1827,301
1828,301
1829,305
1830,308
1831,311
1832,307
1833,306
1834,303
1835,306
1836,304
1837,308
1838,305
1839,307
1840,306
1841,310
1842,306
1843,301
1844,284
1845,304
1846,309
1847,312
1848,310
1849,315
1850,314
1851,315
1852,313
1853,308
1854,306
1855,304
1856,304
1857,302
1858,304
1859,295
1860,295
1861,295
1862,296
1863,293
1864,292
1865,292
1866,287
1867,289
1868,281
1869,286
1870,289
1871,295
1872,293
1873,293
1874,295
1875,295
1876,298
1877,295
1878,297
1879,294
1880,293
1881,290
1882,288
1883,290
1884,285
1885,288
1886,289
1887,285
1888,282
1889,278
1890,281
1891,283
1892,281
1893,282
1894,281
1895,278
1896,280
1897,278
1898,278
1899,278
1900,274
1901,275
1902,275
1903,274
1904,273
1905,276
1906,278
1907,279
1908,280
1909,285
1910,290
1911,287
1912,290
1913,291
1914,288
1915,290
1916,291
1917,292
1918,295
1919,293
1920,287
1921,286
1922,290
1923,290
1924,291
1925,288
1926,288
1927,284
1928,283
1929,280
1930,281
1931,278
1932,279
1933,281
1934,282
1935,288
1936,287
1937,287
1938,286
1939,284
1940,279
1941,280
1942,279
1943,274
1944,279
1945,288
1946,287
1947,291
1948,298
1949,294
1950,294
1951,303
1952,311
1953,311
1954,316
1955,316
1956,315
1957,316
1958,320
1959,312
1960,312
1961,315
1962,325
1963,334
1964,333
1965,330
1966,324
1967,329
1968,327
1969,329
1970,329
1971,327
1972,326
1973,331
1974,332
1975,330
1976,332
1977,331
1978,328
1979,329
1980,331
1981,331
1982,332
1983,335
1984,339
1985,339
1986,333
1987,335
1988,334
1989,335
1990,333
1991,331
1992,331
1993,329
1994,322
1995,340
1996,343
1997,346
1998,345
1999,340
2000,346
2001,353
2002,357
2003,359
2004,358
2005,359
2006,362
2007,366
2008,360
2009,359
2010,357
2011,354
2012,358
2013,358
2014,357
2015,355
2016,355
2017,356
2018,355
2019,355
2020,356
2021,357
2022,355
2023,357
2024,358
2025,361
2026,361
2027,368
2028,364
2029,362
2030,363
2031,361
2032,360
2033,359
2034,362
2035,360
2036,359
2037,357
2038,359
2039,354
2040,353
2041,352
2042,348
2043,338
2044,329
2045,318
2046,320
2047,315
2048,318
2049,318
2050,317
2051,317
2052,321
2053,320
2054,320
2055,321
2056,320
2057,323
2058,317
2059,313
2060,308
2061,305
2062,297
2063,314
2064,322
2065,328
2066,328
2067,336
2068,335
2069,334
2070,334
2071,335
2072,339
2073,339
2074,331
2075,327
2076,328
2077,332
2078,331
2079,330
2080,327
2081,325
2082,327
2083,326
2084,323
2085,319
2086,316
2087,310
2088,330
2089,336
2090,338
2091,333
2092,335
2093,333
2094,334
2095,330
2096,332
2097,330
2098,329
2099,329
2100,320
2101,320
2102,321
2103,318
2104,321
2105,323
2106,322
2107,322
2108,321
2109,322
2110,324
2111,323
2112,321
2113,324
2114,320
2115,318
2116,311
2117,322
2118,330
2119,334
2120,335
2121,344
2122,344
2123,345
2124,343
2125,343
2126,342
2127,346
2128,344
2129,349
2130,359
2131,362
2132,366
2133,365
2134,363
2135,364
2136,360
2137,348
2138,334
2139,354
2140,355
2141,360
2142,364
2143,366
2144,369
2145,362
2146,362
2147,369
2148,367
2149,365
2150,363
2151,359
2152,362
2153,359
2154,365
2155,364
2156,358
2157,355
2158,350
2159,345
2160,344
2161,335
2162,332
2163,332
2164,326
2165,323
2166,324
2167,323
2168,322
2169,325
2170,325
2171,324
2172,327
2173,330
2174,330
2175,327
2176,323
2177,322
2178,323
2179,324
2180,326
2181,321
2182,322
2183,319
2184,317
2185,314
2186,311
2187,308
2188,312
2189,309
2190,305
2191,308
2192,310
2193,309
2194,304
2195,307
2196,302
2197,302
2198,305
2199,307
2200,302
2201,303
2202,300
2203,302
2204,300
2205,301
2206,301
2207,298
2208,295
2209,298
2210,299
2211,296
2212,296
2213,293
2214,292
2215,292
2216,290
2217,281
2218,275
2219,271
2220,272
2221,263
2222,269
2223,270
2224,268
2225,265
2226,259
2227,256
2228,254
2229,251
2230,252
2231,253
2232,249
2233,247
2234,251
2235,249
2236,251
2237,250
2238,250
2239,251
2240,250
2241,250
2242,251
2243,252
2244,251
2245,251
2246,248
2247,247
2248,240
2249,245
2250,245
2251,244
2252,238
2253,239
2254,241
2255,242
2256,240
2257,241
2258,244
2259,243
2260,240
2261,241
2262,242
2263,243
2264,245
2265,245
2266,245
2267,243
2268,238
2269,241
2270,244
2271,251
2272,260
2273,259
2274,261
2275,264
2276,264
2277,265
2278,267
2279,268
2280,267
2281,273
2282,276
2283,278
2284,279
2285,279
2286,278
2287,274
2288,272
2289,273
2290,278
2291,276
2292,278
2293,280
2294,279
2295,276
2296,279
2297,278
2298,279
2299,272
2300,269
2301,267
2302,264
2303,257
2304,279
2305,282
2306,284
2307,287
2308,282
2309,279
2310,280
2311,279
2312,281
2313,279
2314,275
2315,276
2316,283
2317,286
2318,289
2319,290
2320,285
2321,284
2322,283
2323,284
2324,291
2325,289
2326,281
2327,284
2328,284
2329,281
2330,284
2331,282
2332,279
2333,276
2334,274
2335,273
2336,261
2337,268
2338,275
2339,275
2340,279
2341,281
2342,280
2343,279
2344,279
2345,278
2346,280
2347,281
2348,278
2349,279
2350,276
2351,275
2352,275
2353,275
2354,276
2355,276
2356,275
2357,274
2358,273
2359,276
2360,273
2361,268
2362,267
2363,266
2364,264
2365,264
2366,263
2367,261
2368,249
2369,252
2370,254
2371,255
2372,256
2373,248
2374,245
2375,243
2376,238
2377,238
2378,237
2379,237
2380,230
2381,231
2382,225
2383,227
2384,228
2385,232
2386,235
2387,236
2388,235
2389,230
2390,227
2391,229
2392,229
2393,224
2394,228
2395,229
2396,229
2397,225
2398,222
2399,224
2400,228
2401,228
2402,222
2403,219
2404,219
2405,216
2406,223
2407,222
2408,221
2409,221
2410,216
2411,214
2412,212
2413,214
2414,220
2415,226
2416,224
2417,222
2418,222
2419,219
2420,219
2421,217
2422,215
2423,210
2424,218
2425,212
2426,214
2427,215
2428,213
2429,213
2430,214
2431,218
2432,218
2433,219
2434,217
2435,218
2436,218
2437,218
2438,218
2439,225
2440,221
2441,223
2442,221
2443,226
2444,225
2445,224
2446,228
2447,229
2448,232
2449,233
2450,234
2451,238
2452,240
2453,240
2454,243
2455,243
2456,236
2457,237
2458,237
2459,236
2460,233
2461,232
2462,232
2463,232
2464,232
2465,231
2466,230
2467,233
2468,240
2469,237
2470,236
2471,237
2472,238
2473,241
2474,240
2475,239
2476,247
2477,248
2478,248
2479,244
2480,243
2481,255
2482,258
2483,260
2484,263
2485,264
2486,265
2487,267
2488,271
2489,275
2490,275
2491,268
2492,273
2493,276
2494,279
2495,284
2496,286
2497,285
2498,287
2499,287
2500,288
2501,291
2502,295
2503,294
2504,294
2505,290
2506,288
2507,287
2508,289
2509,290
2510,293
2511,289
2512,283
2513,284
2514,275
2515,273
2516,274
2517,273
2518,272
2519,275
2520,274
2521,278
2522,279
2523,276
2524,273
2525,272
2526,270
2527,273
2528,273
2529,271
2530,270
2531,266
2532,259
2533,265
2534,265
2535,264
2536,264
2537,262
2538,258
2539,256
2540,262
2541,258
2542,258
2543,250
2544,246
2545,248
2546,248
2547,245
2548,244
2549,242
2550,240
2551,237
2552,240
2553,240
2554,238
2555,236
2556,236
2557,236
2558,235
2559,236
2560,236
2561,235
2562,238
2563,237
2564,237
2565,240
2566,236
2567,231
2568,227
2569,227
2570,227
2571,222
2572,227
2573,225
2574,224
2575,211
2576,211
2577,210
2578,208
2579,205
2580,199
2581,195
2582,196
2583,196
2584,195
2585,196
2586,185
2587,177
2588,169
2589,175
2590,176
2591,179
2592,178
2593,174
2594,173
2595,173
2596,170
2597,174
2598,174
2599,165
2600,166
2601,166
2602,166
2603,166
2604,165
2605,170
2606,171
2607,172
2608,172
2609,173
2610,173
2611,170
2612,169
2613,165
2614,172
2615,170
2616,175
2617,172
2618,174
2619,167
2620,167
2621,170
2622,171
2623,171
2624,175
2625,178
2626,181
2627,180
2628,181
2629,172
2630,167
2631,168
2632,168
2633,166
2634,184
2635,185
2636,186
2637,190
2638,187
2639,185
2640,190
2641,191
2642,189
2643,188
2644,188
2645,190
2646,190
2647,189
2648,189
2649,189
2650,188
2651,188
2652,189
2653,189
2654,186
2655,184
2656,184
2657,184
2658,184
2659,185
2660,184
2661,186
2662,182
2663,180
2664,179
2665,179
2666,171
2667,177
2668,178
2669,180
2670,179
2671,179
2672,176
2673,174
2674,168
2675,166
2676,166
2677,165
2678,164
2679,166
2680,165
2681,164
2682,159
2683,160
2684,158
2685,158
2686,157
2687,156
2688,158
2689,159
2690,159
2691,159
2692,161
2693,161
2694,158
2695,159
2696,160
2697,158
2698,158
2699,157
2700,158
2701,155
2702,153
2703,150
2704,148
2705,147
2706,149
2707,141
2708,143
2709,143
2710,145
2711,145
2712,148
2713,148
2714,146
2715,148
2716,143
2717,142
2718,139
2719,137
2720,132
2721,133
2722,132
2723,131
2724,132
2725,126
2726,126
2727,123
2728,124
2729,125
2730,122
2731,121
2732,119
2733,119
2734,119
2735,117
2736,114
2737,113
2738,113
2739,114
2740,117
2741,118
2742,119
2743,119
2744,117
2745,116
2746,114
2747,115
2748,116
2749,117
2750,119
2751,121
2752,122
2753,120
2754,120
2755,121
2756,122
2757,118
2758,120
2759,119
2760,116
2761,121
2762,120
2763,125
2764,124
2765,124
2766,124
2767,126
2768,125
2769,124
2770,123
2771,124
2772,124
2773,122
2774,123
2775,123
2776,122
2777,124
2778,126
2779,125
2780,127
2781,128
2782,129
2783,128
2784,129
2785,129
2786,129
2787,129
2788,129
2789,130
2790,129
2791,127
2792,126
2793,126
2794,126
2795,124
2796,124
2797,124
2798,123
2799,123
2800,122
2801,124
2802,123
2803,122
2804,121
2805,120
2806,120
2807,121
2808,119
2809,116
2810,116
2811,114
2812,113
2813,113
2814,114
2815,113
2816,112
2817,111
2818,111
2819,111
2820,110
2821,108
2822,106
2823,108
2824,107
2825,108
2826,108
2827,108
2828,107
2829,105
2830,103
2831,101
2832,102
2833,103
2834,104
2835,105
2836,103
2837,104
2838,105
2839,107
2840,106
2841,104
2842,105
2843,107
2844,104
2845,107
2846,107
2847,109
2848,109
2849,111
2850,106
2851,106
2852,105
2853,97
2854,102
2855,101
2856,107
2857,107
2858,106
2859,106
2860,104
2861,103
2862,103
2863,105
2864,106
2865,108
2866,106
2867,110
2868,108
2869,111
2870,112
2871,111
2872,108
2873,108
2874,107
2875,105
2876,100
2877,106
2878,113
2879,113
2880,114
2881,114
2882,119
2883,120
2884,119
2885,117
2886,118
2887,117
2888,116
2889,119
2890,116
2891,117
2892,118
2893,119
2894,120
2895,122
2896,123
2897,123
2898,123
2899,123
2900,124
2901,124
2902,124
2903,125
2904,125
2905,125
2906,127
2907,128
2908,128
2909,130
2910,131
2911,132
2912,132
2913,134
2914,133
2915,135
2916,137
2917,136
2918,136
2919,140
2920,140
2921,141
2922,142
2923,137
2924,135
2925,133
2926,133
2927,134
2928,134
2929,135
2930,136
2931,137
2932,136
2933,137
2934,136
2935,135
2936,131
2937,133
2938,132
2939,131
2940,131
2941,131
2942,126
2943,127
2944,126
2945,124
2946,119
2947,119
2948,117
2949,118
2950,118
2951,119
2952,117
2953,116
2954,114
2955,114
2956,115
2957,114
2958,114
2959,114
2960,112
2961,113
2962,111
2963,110
2964,108
2965,106
2966,107
2967,106
2968,103
2969,102
2970,101
2971,100
2972,98
2973,98
2974,100
2975,98
2976,98
2977,96
2978,97
2979,98
2980,117
2981,117
